Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
פיסטוק,קסאם,74,0.87,2023-10-09 17:33:38
כלב,בסיס צה״ל,96,0.62,2023-10-19 00:31:52
כלב,טיל נגד טנקים,24,0.79,2023-10-25 08:10:58
כלב,טיל נגד טנקים,27,0.62,2023-10-09 12:29:10
צהובה,קו דיוח 162,73,0.73,2023-10-28 11:30:04
עץ,רפיח,71,0.49,2023-10-10 03:22:00
ציפור,רימון,36,0.6,2023-10-28 17:28:51
צהובה,רימון,24,0.83,2023-10-13 16:26:20
ציפור,רימונים,27,0.63,2023-10-10 02:39:00
פטריה,אקדח,9,0.14,2023-10-14 07:57:34
ציפור,מוחמד דף,68,0.58,2023-10-08 19:23:06
בודד,קו דיוח 897,11,0.32,2023-10-09 20:13:28
צהובה,רימונים,7,0.14,2023-10-07 15:24:17
ציפור,עזה,88,0.37,2023-10-10 02:41:19
תפוז,ג׳בליה,6,0.58,2023-10-09 01:35:50
מחצבה,אקדח,63,0.82,2023-10-16 07:35:18
קודקוד,רפיח,26,0.12,2023-10-17 16:20:48
כלב,נשק,99,0.27,2023-10-25 14:12:12
פטריה,עזה,38,0.84,2023-10-29 02:54:35
שפן,ג׳בליה,41,0.53,2023-10-29 03:26:36
דובדבן,רקטה,89,0.67,2023-10-14 23:12:33
כלב,קסאם,20,0.82,2023-10-22 05:36:19
כלב,קו דיוח 453,93,0.58,2023-10-29 03:16:42
עץ,טיל נגד טנקים,92,0.68,2023-10-27 09:35:03
ציפור,קסאם,56,0.7,2023-10-17 01:35:17
פיסטוק,קסאם,71,0.45,2023-10-27 17:17:35
קודקוד,טיל בליסטי,66,0.55,2023-10-08 04:18:05
מחצבה,רימונים,29,0.29,2023-10-24 07:15:25
שחור,טיל נגד מטוסים,79,0.44,2023-10-16 18:09:42
קודקוד,טיל נגד מטוסים,1,0.64,2023-10-19 13:46:38
עוגה,רקטה,53,0.89,2023-10-10 14:43:48
עוגה,נשק,20,0.83,2023-10-16 02:37:11
פטריה,קסאם,42,0.3,2023-10-10 08:51:11
עוגה,רימון,52,0.27,2023-10-08 21:03:12
פטריה,קו דיוח 453,11,0.25,2023-10-26 11:55:44
כלב,חיילים,67,0.64,2023-10-23 19:02:35
שפן,מוחמד דף,100,0.77,2023-10-14 00:42:43
דובדבן,רימונים,15,0.58,2023-10-22 23:13:39
קודקוד,רפיח,82,0.79,2023-10-27 21:38:27
ציפור,ג׳בליה,53,0.6,2023-10-21 21:44:07
פטריה,רימונים,100,0.77,2023-10-13 17:16:14
כלב,רימון,56,0.32,2023-10-21 01:02:35
שחור,קו דיוח 897,16,0.48,2023-10-24 17:59:32
שחור,רובה,61,0.21,2023-10-22 18:51:49
פטריה,ג׳בליה,44,0.62,2023-10-22 14:41:57
פיסטוק,טיל נגד מטוסים,79,0.39,2023-10-17 16:12:04
עוגה,הגבול הדרומי,89,0.52,2023-10-17 10:00:10
פיסטוק,קסאם,31,0.16,2023-10-11 03:46:18
שפן,חיילים,80,0.53,2023-10-10 09:35:24
בודד,אקדח,54,0.42,2023-10-07 05:39:16
עוגה,טיל נגד מטוסים,23,0.88,2023-10-18 00:21:46
צהובה,בסיס צה״ל,2,0.71,2023-10-17 04:39:52
פיסטוק,קו דיוח 897,51,0.27,2023-10-10 22:51:27
שחור,רובה,16,0.3,2023-10-29 11:41:21
פטריה,רימון,27,0.44,2023-10-10 04:08:29
עוגה,קו דיוח 897,73,0.42,2023-10-09 02:14:18
צהובה,רימונים,86,0.71,2023-10-23 15:33:27
צהובה,רפיח,92,0.51,2023-10-07 04:43:11
פטריה,קו דיוח 162,58,0.44,2023-10-08 15:41:06
שחור,טיל בליסטי,16,0.5,2023-10-19 04:56:13
שפן,קו דיוח 897,10,0.41,2023-10-09 07:57:36
דובדבן,רימון,81,0.36,2023-10-10 09:51:44
עץ,ג׳יפ,26,0.53,2023-10-10 11:39:21
פיסטוק,רימון,22,0.18,2023-10-13 23:50:19
עץ,טיל נגד מטוסים,77,0.8,2023-10-23 07:35:32
תפוז,טיל בליסטי,21,0.66,2023-10-23 19:55:19
קודקוד,רפיח,53,0.36,2023-10-07 07:33:21
שחור,אקדח,57,0.4,2023-10-13 00:25:51
מחצבה,רובה,44,0.49,2023-10-07 18:56:47
שפן,תחמושת,82,0.67,2023-10-11 11:44:07
מחצבה,רימון,12,0.47,2023-10-24 04:07:32
עץ,רפיח,48,0.9,2023-10-10 12:42:40
