Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
מחצבה,רובה,56,0.28,2023-10-27 15:02:21
חמניות,טיל נגד טנקים,36,0.23,2023-10-15 06:18:43
תפוז,ג׳בליה,37,0.13,2023-10-27 20:28:46
שפן,רקטה,59,0.52,2023-10-27 08:18:04
עץ,טיל נגד מטוסים,5,0.34,2023-10-28 05:25:33
תפוז,קו דיוח 897,98,0.56,2023-10-25 07:52:41
פיסטוק,רימונים,66,0.79,2023-10-20 04:07:15
כלב,ג׳בליה,55,0.74,2023-10-25 10:57:49
צהובה,תחמושת,38,0.36,2023-10-27 20:47:19
פטריה,בסיס צה״ל,48,0.66,2023-10-21 07:46:08
בודד,קסאם,46,0.42,2023-10-25 15:21:08
שפן,רפיח,83,0.11,2023-10-07 09:07:57
כלב,חיילים,26,0.8,2023-10-09 20:30:03
שפן,נשק,78,0.1,2023-10-17 13:14:24
כלב,רימון,1,0.16,2023-10-28 00:07:34
פיסטוק,טיל בליסטי,95,0.83,2023-10-25 06:47:52
כלב,רימונים,80,0.33,2023-10-16 23:16:56
שחור,איסמעיל הנייה,49,0.88,2023-10-19 12:18:41
שפן,ג׳יפ,73,0.15,2023-10-18 22:07:10
שחור,טיל נגד טנקים,73,0.13,2023-10-21 17:04:29
קודקוד,נשק,53,0.17,2023-10-27 11:35:34
מחצבה,ג׳יפ,70,0.12,2023-10-17 19:00:47
ציפור,רימון,34,0.61,2023-10-09 23:15:09
עץ,טיל נגד מטוסים,43,0.19,2023-10-27 06:15:25
פטריה,קו דיוח 897,29,0.48,2023-10-24 23:35:35
כלב,מוחמד דף,61,0.68,2023-10-27 03:06:34
חמניות,נשק,62,0.57,2023-10-07 01:05:34
שפן,קו דיוח 162,95,0.29,2023-10-28 22:20:56
מחצבה,רימון,96,0.72,2023-10-27 11:24:59
שחור,תחמושת,78,0.45,2023-10-22 13:04:14
צהובה,ג׳יפ,37,0.22,2023-10-24 09:20:13
תפוז,ג׳בליה,49,0.12,2023-10-10 17:21:36
תפוז,תחמושת,71,0.4,2023-10-25 05:00:57
דובדבן,אקדח,99,0.32,2023-10-12 13:41:59
פטריה,רימונים,14,0.69,2023-10-17 09:46:08
קודקוד,קו דיוח 162,36,0.2,2023-10-26 22:00:11
צהובה,טיל נגד מטוסים,64,0.69,2023-10-12 21:34:22
מחצבה,טיל נגד מטוסים,55,0.62,2023-10-10 23:48:28
ציפור,רקטה,21,0.72,2023-10-25 04:02:32
עץ,קו דיוח 897,71,0.64,2023-10-21 19:08:35
בודד,בסיס צה״ל,11,0.4,2023-10-17 16:13:05
צהובה,קו דיוח 897,56,0.47,2023-10-07 22:59:13
צהובה,רימונים,42,0.48,2023-10-11 18:09:05
מחצבה,רפיח,60,0.13,2023-10-24 03:40:23
כלב,קו דיוח 162,22,0.68,2023-10-18 16:12:55
תפוז,רובה,31,0.2,2023-10-10 11:36:35
פטריה,רימון,42,0.62,2023-10-25 18:19:18
כלב,ג׳בליה,27,0.36,2023-10-25 00:36:14
כלב,ג׳יפ,74,0.44,2023-10-09 15:15:15
תפוז,אקדח,26,0.57,2023-10-18 02:21:54
פיסטוק,הגבול הדרומי,76,0.89,2023-10-10 10:22:45
עוגה,טיל בליסטי,46,0.54,2023-10-20 00:53:33
פטריה,רקטה,87,0.34,2023-10-15 23:49:59
עץ,קו דיוח 453,4,0.63,2023-10-09 09:45:19
בודד,בסיס צה״ל,54,0.21,2023-10-12 07:27:29
פטריה,קו דיוח 897,4,0.65,2023-10-15 17:12:00
מחצבה,טיל בליסטי,5,0.5,2023-10-10 18:05:54
ציפור,רימונים,17,0.24,2023-10-07 03:40:47
קודקוד,רפיח,68,0.75,2023-10-27 21:46:12
פטריה,עזה,69,0.18,2023-10-13 01:53:31
קודקוד,טיל בליסטי,98,0.56,2023-10-18 23:01:21
צהובה,תחמושת,74,0.84,2023-10-13 05:24:05
תפוז,טיל נגד טנקים,17,0.74,2023-10-07 17:44:04
פטריה,רפיח,10,0.43,2023-10-11 16:14:13
כלב,ג׳בליה,13,0.84,2023-10-15 10:06:02
שחור,טיל בליסטי,89,0.64,2023-10-12 12:27:09
צהובה,איסמעיל הנייה,69,0.88,2023-10-09 22:34:49
כלב,ג׳יפ,84,0.87,2023-10-18 03:29:11
מחצבה,קו דיוח 453,8,0.83,2023-10-07 14:59:36
עוגה,רימונים,90,0.58,2023-10-25 22:54:28
פיסטוק,רימון,41,0.67,2023-10-08 23:33:51
תפוז,ג׳יפ,80,0.34,2023-10-18 15:11:58
פיסטוק,עזה,99,0.59,2023-10-11 10:04:16
תפוז,אקדח,13,0.24,2023-10-12 05:16:03
קודקוד,ג׳יפ,69,0.23,2023-10-11 02:50:11
שחור,קו דיוח 453,37,0.7,2023-10-23 02:50:58
פיסטוק,טיל נגד מטוסים,46,0.83,2023-10-16 06:48:31
פטריה,אקדח,38,0.48,2023-10-25 04:48:56
חמניות,חיילים,9,0.11,2023-10-16 01:25:50
דובדבן,קו דיוח 897,28,0.44,2023-10-16 05:07:23
מחצבה,ג׳בליה,57,0.21,2023-10-18 19:27:18
קודקוד,רימונים,27,0.53,2023-10-10 17:56:09
עוגה,איסמעיל הנייה,29,0.32,2023-10-13 18:08:09
תפוז,קו דיוח 162,75,0.39,2023-10-15 03:51:43
ציפור,תחמושת,2,0.87,2023-10-14 00:29:11
דובדבן,עזה,79,0.57,2023-10-22 01:11:05
שפן,מוחמד דף,35,0.14,2023-10-15 13:31:48
כלב,קסאם,21,0.72,2023-10-27 07:51:36
שחור,ג׳יפ,70,0.37,2023-10-14 02:42:58
עוגה,מוחמד דף,74,0.54,2023-10-25 05:35:11
תפוז,הגבול הדרומי,82,0.71,2023-10-27 12:40:40
עוגה,רובה,34,0.37,2023-10-29 20:47:26
צהובה,קו דיוח 897,17,0.63,2023-10-09 13:47:07
חמניות,רקטה,45,0.53,2023-10-19 02:43:19
בודד,רימונים,21,0.73,2023-10-20 22:40:16
חמניות,חיילים,69,0.64,2023-10-25 18:52:28
פיסטוק,רובה,66,0.11,2023-10-16 23:38:20
צהובה,ג׳יפ,95,0.53,2023-10-27 09:42:15
עץ,עזה,64,0.41,2023-10-07 17:06:20
דובדבן,הגבול הדרומי,81,0.22,2023-10-13 23:51:27
