Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
עץ,ג׳יפ,87,0.28,2023-10-14 06:22:57
כלב,עזה,52,0.51,2023-10-12 03:30:46
מחצבה,נשק,57,0.84,2023-10-29 19:07:41
עץ,ג׳יפ,47,0.12,2023-10-11 01:57:18
פטריה,קו דיוח 897,39,0.63,2023-10-26 12:49:57
כלב,רפיח,27,0.79,2023-10-20 21:48:56
בודד,רימון,52,0.36,2023-10-25 19:34:18
דובדבן,רובה,14,0.72,2023-10-23 11:50:36
שפן,טיל בליסטי,61,0.27,2023-10-22 17:48:16
שפן,רובה,42,0.53,2023-10-07 18:59:43
שפן,מוחמד דף,80,0.77,2023-10-27 16:43:08
שחור,קו דיוח 453,30,0.18,2023-10-28 20:58:21
בודד,הגבול הדרומי,11,0.72,2023-10-12 17:53:26
עץ,רימון,65,0.25,2023-10-10 07:25:53
פיסטוק,בסיס צה״ל,16,0.68,2023-10-19 03:23:11
כלב,בסיס צה״ל,36,0.27,2023-10-19 10:38:45
עוגה,קו דיוח 162,63,0.21,2023-10-17 19:07:10
עץ,אקדח,64,0.64,2023-10-22 09:54:18
פיסטוק,רפיח,22,0.29,2023-10-12 07:32:13
דובדבן,ג׳בליה,66,0.44,2023-10-19 23:58:08
מחצבה,חיילים,73,0.65,2023-10-17 16:28:23
קודקוד,קסאם,52,0.75,2023-10-29 23:38:01
קודקוד,הגבול הדרומי,89,0.19,2023-10-07 03:51:07
עוגה,אקדח,98,0.63,2023-10-15 10:13:06
פיסטוק,עזה,35,0.25,2023-10-14 14:21:51
כלב,הגבול הדרומי,100,0.55,2023-10-13 14:11:36
ציפור,קו דיוח 162,30,0.76,2023-10-15 07:28:48
עץ,בסיס צה״ל,82,0.73,2023-10-24 17:05:39
עוגה,חיילים,74,0.76,2023-10-13 21:57:47
כלב,רימונים,72,0.64,2023-10-10 13:03:30
עוגה,עזה,40,0.53,2023-10-17 06:29:07
פיסטוק,רקטה,90,0.29,2023-10-09 18:22:58
פטריה,ג׳בליה,34,0.69,2023-10-28 19:45:53
קודקוד,ג׳יפ,3,0.67,2023-10-07 08:37:18
עץ,תחמושת,86,0.77,2023-10-15 15:55:10
שחור,טיל נגד טנקים,60,0.65,2023-10-08 16:43:44
חמניות,ג׳יפ,82,0.21,2023-10-29 11:59:27
ציפור,מוחמד דף,92,0.69,2023-10-17 20:09:33
פיסטוק,רימונים,82,0.3,2023-10-17 10:29:10
עוגה,רובה,85,0.82,2023-10-21 00:35:16
עוגה,טיל נגד טנקים,62,0.89,2023-10-25 20:41:41
קודקוד,ג׳יפ,86,0.5,2023-10-17 15:38:46
כלב,קו דיוח 453,60,0.7,2023-10-13 12:36:37
