Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
בודד,רקטה,35,0.17,2023-10-25 05:25:03
כלב,הגבול הדרומי,83,0.53,2023-10-10 20:03:57
תפוז,רובה,28,0.15,2023-10-16 01:00:53
עוגה,ג׳בליה,33,0.83,2023-10-23 21:03:59
פיסטוק,ג׳יפ,47,0.22,2023-10-27 02:42:27
עץ,עזה,28,0.41,2023-10-24 00:09:23
קודקוד,בסיס צה״ל,43,0.67,2023-10-10 23:05:02
מחצבה,ג׳יפ,7,0.5,2023-10-25 05:08:40
פיסטוק,ג׳יפ,33,0.31,2023-10-13 11:30:50
צהובה,קסאם,87,0.9,2023-10-07 20:06:31
עץ,טיל נגד מטוסים,97,0.85,2023-10-22 17:36:06
מחצבה,קסאם,45,0.8,2023-10-16 00:43:07
צהובה,ג׳בליה,8,0.41,2023-10-27 19:41:53
פטריה,אקדח,70,0.42,2023-10-09 12:27:00
חמניות,בסיס צה״ל,65,0.32,2023-10-20 08:08:42
תפוז,ג׳יפ,22,0.28,2023-10-17 10:03:04
תפוז,קו דיוח 453,53,0.63,2023-10-12 03:17:15
כלב,רימונים,30,0.8,2023-10-28 09:37:26
פטריה,רובה,88,0.62,2023-10-21 01:16:12
בודד,טיל בליסטי,70,0.76,2023-10-18 14:26:36
שפן,בסיס צה״ל,74,0.16,2023-10-27 10:40:34
פטריה,טיל בליסטי,91,0.39,2023-10-21 17:04:25
תפוז,קו דיוח 453,12,0.75,2023-10-09 15:21:53
פטריה,קו דיוח 453,47,0.33,2023-10-17 04:55:07
דובדבן,רקטה,94,0.36,2023-10-10 08:26:50
ציפור,טיל בליסטי,92,0.4,2023-10-26 02:29:38
צהובה,רימון,79,0.64,2023-10-10 10:54:01
שחור,חיילים,8,0.15,2023-10-21 05:51:21
קודקוד,קו דיוח 162,64,0.72,2023-10-19 05:31:08
מחצבה,עזה,27,0.48,2023-10-20 05:57:07
פטריה,קו דיוח 162,60,0.63,2023-10-08 09:41:22
עוגה,רפיח,34,0.82,2023-10-21 08:52:20
ציפור,קסאם,53,0.55,2023-10-15 14:02:29
ציפור,בסיס צה״ל,83,0.1,2023-10-25 14:08:00
חמניות,קו דיוח 162,34,0.6,2023-10-28 01:04:48
מחצבה,חיילים,54,0.21,2023-10-09 19:43:59
פיסטוק,נשק,73,0.65,2023-10-16 06:08:50
צהובה,רפיח,14,0.33,2023-10-07 13:07:14
עץ,קו דיוח 897,68,0.87,2023-10-28 12:40:51
שחור,עזה,6,0.26,2023-10-12 16:53:53
ציפור,קו דיוח 453,67,0.1,2023-10-18 20:21:10
שפן,טיל נגד טנקים,58,0.32,2023-10-11 10:29:07
עוגה,רובה,58,0.17,2023-10-26 14:53:14
כלב,רימון,44,0.37,2023-10-11 00:42:07
חמניות,מוחמד דף,33,0.17,2023-10-16 13:59:16
ציפור,מוחמד דף,61,0.86,2023-10-08 05:23:02
דובדבן,ג׳יפ,18,0.35,2023-10-24 10:12:25
חמניות,עזה,78,0.33,2023-10-21 15:53:48
צהובה,טיל נגד מטוסים,80,0.87,2023-10-12 21:59:59
קודקוד,מוחמד דף,27,0.69,2023-10-15 21:04:27
תפוז,איסמעיל הנייה,11,0.7,2023-10-21 21:32:50
חמניות,מוחמד דף,9,0.35,2023-10-23 02:35:34
קודקוד,קסאם,61,0.85,2023-10-21 04:47:27
שפן,חיילים,42,0.39,2023-10-23 22:50:55
פיסטוק,רפיח,40,0.38,2023-10-10 10:29:49
קודקוד,רימונים,75,0.55,2023-10-08 19:19:40
שפן,בסיס צה״ל,50,0.74,2023-10-20 19:15:54
פטריה,תחמושת,69,0.76,2023-10-18 18:10:01
עץ,טיל נגד מטוסים,12,0.87,2023-10-26 09:51:24
פטריה,רקטה,71,0.55,2023-10-13 10:48:24
חמניות,טיל נגד טנקים,80,0.29,2023-10-10 00:05:50
חמניות,טיל נגד מטוסים,39,0.57,2023-10-10 23:34:53
שפן,איסמעיל הנייה,58,0.22,2023-10-10 14:37:50
קודקוד,טיל נגד טנקים,70,0.17,2023-10-09 13:33:21
כלב,רובה,58,0.27,2023-10-12 19:44:29
ציפור,רקטה,27,0.43,2023-10-23 18:53:36
קודקוד,טיל בליסטי,17,0.2,2023-10-11 15:53:10
שחור,רימונים,41,0.88,2023-10-20 18:52:20
דובדבן,ג׳יפ,54,0.27,2023-10-16 13:44:43
תפוז,מוחמד דף,38,0.48,2023-10-24 20:18:57
עץ,הגבול הדרומי,93,0.34,2023-10-25 11:17:31
עוגה,בסיס צה״ל,97,0.49,2023-10-22 19:33:33
פיסטוק,נשק,5,0.59,2023-10-12 15:56:11
שפן,רימון,66,0.24,2023-10-22 07:10:10
תפוז,טיל נגד מטוסים,88,0.76,2023-10-12 21:15:38
מחצבה,מוחמד דף,50,0.57,2023-10-24 00:07:14
פטריה,קו דיוח 897,71,0.77,2023-10-12 16:34:09
ציפור,קו דיוח 897,18,0.24,2023-10-28 16:53:58
ציפור,טיל נגד מטוסים,86,0.57,2023-10-17 10:05:10
ציפור,רימונים,65,0.69,2023-10-07 00:33:50
קודקוד,רובה,29,0.31,2023-10-15 21:15:04
כלב,איסמעיל הנייה,86,0.88,2023-10-20 04:16:01
דובדבן,קו דיוח 453,24,0.42,2023-10-17 21:41:38
עוגה,עזה,69,0.16,2023-10-22 07:40:12
בודד,רקטה,20,0.52,2023-10-07 15:49:30
שפן,קסאם,94,0.22,2023-10-17 09:19:05
מחצבה,ג׳בליה,73,0.13,2023-10-24 16:45:26
חמניות,רובה,19,0.22,2023-10-23 13:15:26
ציפור,בסיס צה״ל,12,0.25,2023-10-18 05:26:48
כלב,רפיח,69,0.48,2023-10-17 08:47:09
שפן,איסמעיל הנייה,43,0.47,2023-10-15 10:47:01
כלב,נשק,54,0.83,2023-10-22 16:18:04
שחור,רימונים,52,0.83,2023-10-07 02:11:59
ציפור,תחמושת,64,0.75,2023-10-26 20:29:33
פטריה,טיל נגד טנקים,75,0.59,2023-10-23 18:25:11
בודד,רימון,35,0.43,2023-10-20 08:37:26
מחצבה,בסיס צה״ל,97,0.23,2023-10-15 19:11:39
שפן,קו דיוח 453,26,0.57,2023-10-09 03:31:10
ציפור,קו דיוח 453,34,0.57,2023-10-15 02:20:45
עץ,קו דיוח 162,37,0.68,2023-10-07 07:54:45
