Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
תפוז,רימונים,46,0.12,2023-10-15 21:28:35
תפוז,ג׳יפ,67,0.72,2023-10-18 19:24:27
כלב,נשק,100,0.87,2023-10-25 19:06:04
קודקוד,קו דיוח 162,14,0.75,2023-10-18 01:14:32
חמניות,בסיס צה״ל,75,0.26,2023-10-19 16:17:26
קודקוד,רקטה,61,0.61,2023-10-28 00:51:02
צהובה,רובה,40,0.8,2023-10-26 05:15:12
מחצבה,רובה,10,0.19,2023-10-21 16:31:13
שפן,איסמעיל הנייה,50,0.28,2023-10-24 18:33:26
פטריה,עזה,78,0.55,2023-10-29 19:17:47
צהובה,רקטה,24,0.55,2023-10-20 07:32:52
תפוז,רקטה,8,0.59,2023-10-26 23:59:29
צהובה,בסיס צה״ל,69,0.16,2023-10-11 19:29:29
פיסטוק,רימון,13,0.62,2023-10-13 19:56:05
חמניות,טיל בליסטי,35,0.64,2023-10-07 20:36:32
ציפור,קו דיוח 897,31,0.16,2023-10-09 08:21:10
פטריה,קו דיוח 897,59,0.43,2023-10-16 17:03:24
קודקוד,הגבול הדרומי,64,0.52,2023-10-22 07:08:19
חמניות,רימון,100,0.83,2023-10-22 03:58:07
קודקוד,קו דיוח 453,1,0.2,2023-10-10 09:51:35
עוגה,מוחמד דף,87,0.21,2023-10-20 08:24:41
כלב,קו דיוח 162,58,0.34,2023-10-14 10:16:29
כלב,רימונים,41,0.28,2023-10-25 03:31:06
צהובה,הגבול הדרומי,59,0.6,2023-10-24 20:12:08
עץ,רימונים,31,0.46,2023-10-10 08:19:24
שפן,תחמושת,41,0.87,2023-10-24 01:43:39
מחצבה,קו דיוח 897,30,0.66,2023-10-10 10:40:00
דובדבן,בסיס צה״ל,65,0.44,2023-10-20 01:12:32
כלב,רובה,83,0.21,2023-10-18 13:30:18
כלב,קו דיוח 453,35,0.56,2023-10-10 02:05:15
ציפור,חיילים,1,0.32,2023-10-08 20:13:15
שחור,קו דיוח 162,80,0.72,2023-10-16 22:54:44
דובדבן,אקדח,87,0.34,2023-10-11 17:49:22
חמניות,ג׳בליה,79,0.38,2023-10-23 21:22:12
דובדבן,תחמושת,94,0.26,2023-10-20 07:36:28
קודקוד,טיל נגד טנקים,7,0.28,2023-10-11 09:40:36
בודד,טיל נגד מטוסים,18,0.79,2023-10-07 14:24:51
פיסטוק,נשק,70,0.51,2023-10-18 18:17:32
דובדבן,טיל נגד טנקים,6,0.54,2023-10-16 05:48:56
שפן,טיל נגד טנקים,86,0.64,2023-10-12 11:13:35
תפוז,רימונים,73,0.53,2023-10-14 22:42:54
פטריה,טיל נגד מטוסים,74,0.7,2023-10-09 18:32:07
פיסטוק,איסמעיל הנייה,67,0.27,2023-10-07 09:30:52
תפוז,תחמושת,39,0.49,2023-10-08 07:58:10
קודקוד,רימונים,17,0.54,2023-10-29 10:59:48
תפוז,קו דיוח 453,14,0.52,2023-10-28 09:56:42
תפוז,טיל נגד מטוסים,94,0.81,2023-10-22 20:24:23
חמניות,קו דיוח 897,98,0.71,2023-10-23 17:32:11
ציפור,איסמעיל הנייה,16,0.9,2023-10-29 03:34:16
כלב,רפיח,50,0.6,2023-10-10 13:35:52
פטריה,ג׳יפ,98,0.41,2023-10-24 20:02:47
דובדבן,מוחמד דף,75,0.74,2023-10-12 14:33:36
תפוז,ג׳בליה,9,0.67,2023-10-12 05:26:04
כלב,רימון,32,0.24,2023-10-18 22:48:28
כלב,רפיח,28,0.82,2023-10-14 17:14:00
שפן,בסיס צה״ל,99,0.9,2023-10-29 22:01:42
פטריה,הגבול הדרומי,58,0.22,2023-10-17 07:03:42
