Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
בודד,חיילים,48,0.23,2023-10-13 00:10:19
שחור,טיל בליסטי,24,0.25,2023-10-19 16:32:04
שחור,תחמושת,36,0.77,2023-10-24 20:19:30
בודד,טיל נגד מטוסים,65,0.78,2023-10-15 00:56:15
תפוז,טיל בליסטי,86,0.87,2023-10-12 09:51:19
שפן,קו דיוח 453,23,0.78,2023-10-14 03:17:34
שפן,בסיס צה״ל,66,0.14,2023-10-10 16:59:27
דובדבן,קו דיוח 897,17,0.25,2023-10-27 23:21:58
תפוז,קו דיוח 162,83,0.18,2023-10-09 05:00:28
עוגה,טיל בליסטי,3,0.61,2023-10-14 10:14:33
צהובה,רובה,60,0.85,2023-10-07 11:31:59
מחצבה,טיל בליסטי,63,0.21,2023-10-25 22:07:14
חמניות,קו דיוח 453,34,0.15,2023-10-24 22:08:45
כלב,אקדח,99,0.16,2023-10-20 05:36:06
ציפור,רימונים,29,0.36,2023-10-10 01:37:56
ציפור,בסיס צה״ל,24,0.24,2023-10-17 12:04:35
שפן,רקטה,18,0.31,2023-10-29 06:54:56
עץ,עזה,71,0.66,2023-10-14 06:30:13
עץ,רימון,89,0.71,2023-10-20 16:40:57
שחור,ג׳בליה,32,0.26,2023-10-26 06:43:09
בודד,תחמושת,77,0.28,2023-10-28 13:34:31
קודקוד,ג׳בליה,82,0.86,2023-10-10 02:21:31
בודד,טיל נגד מטוסים,44,0.3,2023-10-08 04:37:49
חמניות,טיל נגד מטוסים,36,0.55,2023-10-19 05:00:57
שחור,תחמושת,73,0.49,2023-10-23 11:43:22
חמניות,קו דיוח 897,45,0.87,2023-10-28 01:07:46
כלב,רימון,44,0.31,2023-10-22 03:44:37
תפוז,אקדח,67,0.25,2023-10-12 10:32:58
קודקוד,קו דיוח 162,86,0.34,2023-10-28 07:43:58
קודקוד,אקדח,98,0.39,2023-10-19 23:59:05
פיסטוק,קסאם,44,0.37,2023-10-22 18:00:34
תפוז,קו דיוח 897,57,0.33,2023-10-16 23:05:59
תפוז,קו דיוח 162,50,0.46,2023-10-19 22:22:06
פטריה,עזה,82,0.26,2023-10-22 22:06:07
תפוז,ג׳יפ,51,0.42,2023-10-23 18:02:37
שחור,טיל בליסטי,41,0.87,2023-10-10 01:38:09
תפוז,איסמעיל הנייה,12,0.11,2023-10-20 07:19:29
דובדבן,טיל בליסטי,65,0.71,2023-10-11 04:53:49
פיסטוק,ג׳בליה,80,0.28,2023-10-19 16:35:07
עץ,ג׳בליה,21,0.88,2023-10-24 14:18:18
תפוז,איסמעיל הנייה,48,0.67,2023-10-22 11:27:56
ציפור,רובה,88,0.21,2023-10-15 07:32:48
עץ,איסמעיל הנייה,44,0.73,2023-10-14 14:43:15
חמניות,רימונים,49,0.84,2023-10-15 11:36:50
דובדבן,רימונים,90,0.51,2023-10-09 20:02:46
כלב,טיל נגד טנקים,39,0.64,2023-10-23 13:17:42
עוגה,ג׳יפ,7,0.8,2023-10-19 23:01:15
ציפור,עזה,62,0.54,2023-10-22 14:35:38
בודד,רימונים,59,0.26,2023-10-20 12:19:50
פיסטוק,רובה,34,0.22,2023-10-18 12:27:14
