Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
פטריה,נשק,88,0.41,2023-10-19 00:06:53
שחור,רובה,54,0.18,2023-10-21 09:38:57
דובדבן,אקדח,86,0.6,2023-10-10 15:36:18
פיסטוק,איסמעיל הנייה,86,0.11,2023-10-23 09:30:52
חמניות,רקטה,44,0.65,2023-10-24 00:56:43
מחצבה,הגבול הדרומי,21,0.13,2023-10-08 21:58:01
עוגה,ג׳בליה,31,0.83,2023-10-16 09:53:58
עץ,עזה,36,0.47,2023-10-19 04:52:18
בודד,קו דיוח 162,25,0.54,2023-10-15 09:25:41
קודקוד,קו דיוח 453,56,0.24,2023-10-12 05:41:48
שפן,טיל נגד מטוסים,20,0.76,2023-10-12 09:55:38
צהובה,טיל בליסטי,37,0.36,2023-10-11 06:16:35
דובדבן,איסמעיל הנייה,98,0.51,2023-10-21 21:46:58
ציפור,קסאם,36,0.68,2023-10-28 22:26:09
כלב,רפיח,15,0.1,2023-10-10 19:09:24
קודקוד,ג׳בליה,82,0.78,2023-10-29 02:42:32
צהובה,רימון,14,0.49,2023-10-25 20:58:32
חמניות,רובה,36,0.33,2023-10-23 18:26:11
צהובה,קו דיוח 453,37,0.57,2023-10-29 20:22:49
ציפור,רקטה,19,0.25,2023-10-17 13:17:20
בודד,טיל בליסטי,9,0.37,2023-10-21 23:05:36
קודקוד,קו דיוח 453,52,0.85,2023-10-21 15:52:18
קודקוד,קו דיוח 897,37,0.36,2023-10-10 02:31:16
מחצבה,רפיח,59,0.27,2023-10-18 19:54:58
תפוז,הגבול הדרומי,31,0.33,2023-10-22 11:20:16
בודד,קו דיוח 162,11,0.23,2023-10-27 11:34:38
חמניות,טיל נגד טנקים,56,0.5,2023-10-25 08:57:33
צהובה,מוחמד דף,76,0.48,2023-10-29 09:36:06
קודקוד,הגבול הדרומי,48,0.19,2023-10-08 04:19:10
דובדבן,רימונים,59,0.2,2023-10-16 02:35:48
תפוז,טיל נגד טנקים,14,0.82,2023-10-14 03:20:43
שחור,הגבול הדרומי,5,0.52,2023-10-11 23:43:56
בודד,רימון,24,0.59,2023-10-19 21:52:34
מחצבה,מוחמד דף,54,0.84,2023-10-17 12:26:30
פטריה,רקטה,87,0.29,2023-10-21 23:15:04
שפן,קו דיוח 162,73,0.24,2023-10-25 10:22:24
עץ,רקטה,56,0.64,2023-10-17 13:45:33
תפוז,רימונים,51,0.78,2023-10-28 11:34:14
פיסטוק,קו דיוח 162,3,0.59,2023-10-21 22:54:41
פיסטוק,חיילים,13,0.73,2023-10-08 17:11:34
עץ,טיל נגד מטוסים,68,0.53,2023-10-13 11:29:20
דובדבן,קו דיוח 897,18,0.18,2023-10-26 21:36:16
בודד,עזה,32,0.22,2023-10-08 05:09:46
פיסטוק,תחמושת,18,0.51,2023-10-12 13:42:17
עוגה,קו דיוח 453,51,0.85,2023-10-17 11:18:02
דובדבן,בסיס צה״ל,89,0.7,2023-10-11 03:31:36
עוגה,תחמושת,86,0.42,2023-10-21 11:49:22
פטריה,רפיח,48,0.89,2023-10-21 21:02:50
בודד,טיל נגד מטוסים,40,0.85,2023-10-22 08:32:07
תפוז,נשק,95,0.1,2023-10-21 04:55:49
צהובה,איסמעיל הנייה,75,0.33,2023-10-19 06:51:06
דובדבן,בסיס צה״ל,38,0.26,2023-10-12 23:05:26
פיסטוק,נשק,68,0.23,2023-10-19 06:57:32
ציפור,קו דיוח 162,61,0.33,2023-10-26 12:31:13
דובדבן,ג׳יפ,22,0.34,2023-10-21 12:23:10
עץ,רימונים,9,0.85,2023-10-14 08:36:22
עוגה,בסיס צה״ל,98,0.48,2023-10-21 19:55:40
עוגה,תחמושת,66,0.21,2023-10-29 09:34:02
כלב,חיילים,41,0.28,2023-10-21 12:45:03
עוגה,רפיח,42,0.5,2023-10-11 05:47:51
חמניות,תחמושת,31,0.21,2023-10-12 16:30:40
שחור,אקדח,64,0.14,2023-10-24 08:35:54
בודד,אקדח,27,0.74,2023-10-28 10:22:58
תפוז,מוחמד דף,25,0.3,2023-10-23 02:34:08
ציפור,טיל נגד מטוסים,26,0.15,2023-10-26 03:00:46
דובדבן,מוחמד דף,51,0.78,2023-10-15 06:43:19
צהובה,רפיח,7,0.57,2023-10-09 23:10:21
ציפור,טיל בליסטי,28,0.67,2023-10-23 06:37:04
מחצבה,מוחמד דף,36,0.21,2023-10-21 08:45:24
עוגה,בסיס צה״ל,72,0.69,2023-10-15 22:59:42
כלב,עזה,45,0.13,2023-10-23 10:41:46
מחצבה,רקטה,57,0.36,2023-10-18 22:32:17
עץ,חיילים,37,0.71,2023-10-13 12:46:02
עץ,ג׳בליה,44,0.33,2023-10-19 19:41:09
צהובה,חיילים,37,0.49,2023-10-15 15:19:57
פטריה,טיל נגד מטוסים,65,0.55,2023-10-08 22:50:32
דובדבן,נשק,1,0.49,2023-10-19 04:52:03
בודד,קסאם,43,0.54,2023-10-18 16:42:56
ציפור,אקדח,6,0.32,2023-10-22 09:17:04
דובדבן,רימונים,41,0.78,2023-10-28 00:12:02
תפוז,רובה,90,0.24,2023-10-23 01:35:44
צהובה,אקדח,79,0.79,2023-10-14 09:22:27
בודד,קו דיוח 897,45,0.53,2023-10-20 23:55:18
קודקוד,קו דיוח 897,23,0.8,2023-10-21 09:29:40
עוגה,בסיס צה״ל,13,0.74,2023-10-17 16:19:55
מחצבה,טיל נגד מטוסים,39,0.42,2023-10-25 01:27:13
עוגה,קו דיוח 897,100,0.2,2023-10-07 03:26:48
מחצבה,חיילים,57,0.16,2023-10-21 00:46:52
כלב,בסיס צה״ל,43,0.12,2023-10-12 11:06:27
עוגה,רימונים,69,0.44,2023-10-12 07:44:43
עץ,רקטה,1,0.66,2023-10-18 23:27:33
כלב,טיל נגד מטוסים,14,0.88,2023-10-14 22:44:51
עץ,עזה,16,0.34,2023-10-13 12:34:11
מחצבה,טיל נגד מטוסים,16,0.17,2023-10-20 09:00:38
כלב,קו דיוח 162,71,0.41,2023-10-26 18:58:48
שפן,רובה,71,0.87,2023-10-17 03:28:55
מחצבה,קו דיוח 897,91,0.6,2023-10-13 11:52:07
עץ,קסאם,48,0.59,2023-10-16 01:02:59
ציפור,נשק,95,0.79,2023-10-16 05:19:22
מחצבה,קו דיוח 897,81,0.23,2023-10-15 23:21:12
