Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
כלב,רובה,91,0.61,2023-10-18 06:11:02
ציפור,חיילים,69,0.28,2023-10-09 11:43:25
דובדבן,קו דיוח 897,75,0.45,2023-10-23 14:19:34
בודד,תחמושת,23,0.32,2023-10-28 10:27:06
שפן,רובה,78,0.48,2023-10-07 09:09:35
מחצבה,רובה,11,0.17,2023-10-26 04:59:01
שפן,טיל בליסטי,22,0.58,2023-10-29 18:53:54
כלב,טיל נגד מטוסים,90,0.75,2023-10-21 00:53:48
כלב,טיל נגד טנקים,38,0.56,2023-10-29 19:08:17
שפן,הגבול הדרומי,59,0.28,2023-10-21 22:31:55
שחור,נשק,42,0.12,2023-10-24 21:39:53
תפוז,אקדח,92,0.11,2023-10-11 23:54:14
פטריה,טיל נגד מטוסים,82,0.34,2023-10-20 23:59:44
קודקוד,נשק,76,0.18,2023-10-14 18:19:05
קודקוד,מוחמד דף,31,0.13,2023-10-19 15:27:41
פיסטוק,טיל נגד טנקים,6,0.43,2023-10-08 22:00:59
קודקוד,רימון,38,0.12,2023-10-20 08:58:24
מחצבה,מוחמד דף,55,0.26,2023-10-10 20:27:52
צהובה,מוחמד דף,34,0.78,2023-10-16 05:27:11
בודד,טיל נגד טנקים,1,0.15,2023-10-15 13:52:34
עץ,טיל בליסטי,64,0.49,2023-10-19 20:09:28
שחור,רימונים,78,0.61,2023-10-17 00:59:12
עץ,ג׳בליה,96,0.6,2023-10-15 18:13:48
דובדבן,בסיס צה״ל,47,0.8,2023-10-15 09:36:58
שפן,חיילים,82,0.46,2023-10-14 18:00:07
ציפור,טיל בליסטי,97,0.23,2023-10-10 08:16:37
צהובה,הגבול הדרומי,63,0.43,2023-10-16 02:47:33
דובדבן,רימון,25,0.29,2023-10-08 19:07:20
דובדבן,תחמושת,98,0.69,2023-10-26 17:36:29
שפן,נשק,37,0.62,2023-10-07 09:53:52
תפוז,רימונים,6,0.26,2023-10-17 01:13:34
קודקוד,ג׳יפ,18,0.6,2023-10-15 16:50:59
דובדבן,רימונים,40,0.22,2023-10-12 09:51:08
ציפור,חיילים,21,0.31,2023-10-13 20:54:02
ציפור,ג׳יפ,43,0.57,2023-10-16 22:28:38
עץ,רובה,2,0.74,2023-10-21 20:24:43
ציפור,רימונים,38,0.64,2023-10-09 17:13:34
תפוז,רובה,19,0.47,2023-10-14 05:46:18
פיסטוק,תחמושת,24,0.31,2023-10-28 17:35:45
פטריה,טיל נגד מטוסים,86,0.72,2023-10-24 13:25:00
פיסטוק,רפיח,63,0.51,2023-10-22 10:49:46
ציפור,אקדח,57,0.84,2023-10-27 08:43:44
כלב,רימון,61,0.85,2023-10-17 10:18:35
כלב,ג׳בליה,79,0.83,2023-10-10 23:23:40
כלב,ג׳בליה,77,0.36,2023-10-17 23:06:40
ציפור,רימונים,39,0.25,2023-10-19 22:14:36
עוגה,קו דיוח 897,63,0.41,2023-10-16 11:01:45
חמניות,טיל נגד טנקים,96,0.86,2023-10-18 08:59:32
שפן,עזה,17,0.49,2023-10-12 23:46:02
ציפור,נשק,38,0.17,2023-10-22 13:55:00
קודקוד,אקדח,1,0.33,2023-10-28 21:36:58
ציפור,קסאם,11,0.61,2023-10-13 02:05:50
שחור,ג׳יפ,23,0.87,2023-10-29 03:04:22
צהובה,קו דיוח 897,54,0.38,2023-10-10 16:32:47
חמניות,רובה,6,0.39,2023-10-13 23:44:01
עץ,קסאם,34,0.46,2023-10-07 01:37:47
עץ,טיל נגד מטוסים,3,0.9,2023-10-18 21:25:02
עץ,איסמעיל הנייה,50,0.23,2023-10-22 05:53:24
תפוז,נשק,56,0.27,2023-10-25 00:31:06
מחצבה,רפיח,75,0.19,2023-10-29 23:39:11
בודד,מוחמד דף,76,0.88,2023-10-14 07:38:46
ציפור,אקדח,57,0.72,2023-10-07 10:24:06
חמניות,רקטה,83,0.15,2023-10-20 08:04:07
