Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
כלב,קו דיוח 162,65,0.88,2023-10-12 17:34:23
בודד,אקדח,3,0.74,2023-10-23 23:40:57
קודקוד,אקדח,75,0.62,2023-10-24 12:20:43
עץ,הגבול הדרומי,87,0.16,2023-10-07 19:05:48
שפן,טיל נגד מטוסים,83,0.79,2023-10-16 07:00:23
קודקוד,קו דיוח 453,52,0.34,2023-10-21 08:06:39
בודד,קו דיוח 162,85,0.31,2023-10-17 12:40:03
כלב,טיל בליסטי,90,0.68,2023-10-14 06:19:11
שחור,אקדח,78,0.73,2023-10-29 14:46:57
מחצבה,ג׳יפ,73,0.69,2023-10-19 11:28:49
פטריה,רימון,21,0.65,2023-10-20 10:04:51
פיסטוק,קו דיוח 162,72,0.22,2023-10-13 18:16:51
בודד,ג׳בליה,2,0.86,2023-10-12 05:24:30
דובדבן,תחמושת,39,0.59,2023-10-12 03:27:28
חמניות,רובה,60,0.39,2023-10-14 20:37:19
צהובה,קו דיוח 162,70,0.37,2023-10-07 08:18:20
מחצבה,טיל בליסטי,49,0.49,2023-10-13 23:08:28
עץ,ג׳יפ,89,0.69,2023-10-10 23:18:52
מחצבה,רקטה,31,0.17,2023-10-22 19:33:19
חמניות,חיילים,43,0.28,2023-10-21 14:25:43
תפוז,טיל נגד מטוסים,76,0.77,2023-10-23 10:41:15
תפוז,רפיח,43,0.88,2023-10-27 16:49:51
דובדבן,אקדח,46,0.78,2023-10-11 00:18:41
חמניות,טיל בליסטי,29,0.51,2023-10-29 14:41:38
חמניות,חיילים,37,0.41,2023-10-18 20:20:58
שחור,תחמושת,54,0.23,2023-10-26 14:37:26
דובדבן,מוחמד דף,78,0.25,2023-10-28 07:44:03
מחצבה,קו דיוח 453,55,0.88,2023-10-12 04:38:41
שחור,ג׳בליה,23,0.4,2023-10-25 19:09:08
כלב,קו דיוח 453,100,0.56,2023-10-12 03:43:55
קודקוד,טיל נגד מטוסים,25,0.19,2023-10-16 20:09:30
תפוז,קו דיוח 453,12,0.42,2023-10-24 08:38:34
מחצבה,אקדח,94,0.15,2023-10-10 12:27:24
קודקוד,רפיח,42,0.28,2023-10-26 02:37:49
ציפור,עזה,89,0.34,2023-10-07 10:04:16
תפוז,טיל נגד מטוסים,79,0.39,2023-10-26 04:56:34
פיסטוק,מוחמד דף,72,0.38,2023-10-14 05:17:10
תפוז,איסמעיל הנייה,65,0.59,2023-10-20 06:51:30
צהובה,קו דיוח 897,50,0.88,2023-10-20 17:45:13
פטריה,תחמושת,90,0.41,2023-10-17 18:30:28
תפוז,אקדח,74,0.3,2023-10-26 08:55:09
צהובה,ג׳יפ,16,0.63,2023-10-21 16:49:42
צהובה,קו דיוח 453,30,0.53,2023-10-17 08:18:49
שחור,רימונים,77,0.72,2023-10-23 08:37:52
שחור,הגבול הדרומי,32,0.81,2023-10-19 08:09:08
פיסטוק,תחמושת,60,0.4,2023-10-11 10:04:24
קודקוד,חיילים,20,0.72,2023-10-18 03:19:04
כלב,מוחמד דף,22,0.69,2023-10-11 08:19:05
צהובה,תחמושת,100,0.25,2023-10-20 22:25:16
תפוז,רימון,2,0.86,2023-10-26 12:19:47
פיסטוק,רפיח,18,0.79,2023-10-28 00:32:00
דובדבן,מוחמד דף,80,0.33,2023-10-12 16:31:14
