Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
חמניות,רפיח,36,0.59,2023-10-10 02:17:30
פטריה,עזה,58,0.25,2023-10-08 00:49:24
פיסטוק,קסאם,31,0.27,2023-10-23 23:18:54
דובדבן,רימונים,89,0.71,2023-10-23 00:27:40
חמניות,קו דיוח 162,17,0.75,2023-10-14 09:17:32
בודד,נשק,47,0.79,2023-10-07 11:04:39
כלב,איסמעיל הנייה,74,0.89,2023-10-27 02:30:58
בודד,חיילים,19,0.13,2023-10-27 10:33:57
תפוז,רקטה,95,0.28,2023-10-09 23:37:09
פיסטוק,נשק,41,0.72,2023-10-28 13:15:22
עץ,טיל נגד מטוסים,12,0.69,2023-10-17 23:39:18
כלב,רובה,57,0.68,2023-10-13 20:08:08
כלב,קו דיוח 162,65,0.34,2023-10-14 07:22:47
קודקוד,מוחמד דף,98,0.78,2023-10-16 23:38:33
ציפור,ג׳בליה,55,0.66,2023-10-11 01:26:34
תפוז,הגבול הדרומי,7,0.17,2023-10-12 11:43:43
מחצבה,אקדח,94,0.51,2023-10-08 09:53:40
עוגה,רימון,93,0.64,2023-10-13 21:43:05
חמניות,תחמושת,38,0.7,2023-10-28 05:49:39
תפוז,תחמושת,52,0.52,2023-10-23 15:57:18
קודקוד,ג׳יפ,23,0.83,2023-10-21 16:13:56
פטריה,רקטה,50,0.85,2023-10-21 14:40:54
תפוז,ג׳בליה,62,0.46,2023-10-08 19:57:47
תפוז,הגבול הדרומי,5,0.32,2023-10-29 23:31:02
מחצבה,קו דיוח 897,35,0.23,2023-10-11 03:47:56
עוגה,רובה,60,0.71,2023-10-24 13:45:11
קודקוד,נשק,96,0.42,2023-10-12 10:53:23
עץ,אקדח,7,0.74,2023-10-27 03:15:07
קודקוד,בסיס צה״ל,53,0.29,2023-10-29 01:48:37
קודקוד,קו דיוח 897,24,0.39,2023-10-28 02:24:03
פטריה,ג׳בליה,93,0.7,2023-10-28 20:55:58
דובדבן,קו דיוח 162,38,0.38,2023-10-23 13:21:45
דובדבן,אקדח,13,0.35,2023-10-24 01:13:08
פטריה,טיל נגד טנקים,17,0.24,2023-10-15 13:04:56
ציפור,קסאם,98,0.74,2023-10-08 23:21:07
פיסטוק,רימון,85,0.39,2023-10-14 01:54:08
שפן,נשק,16,0.13,2023-10-15 16:38:50
מחצבה,רובה,71,0.71,2023-10-17 19:25:54
פטריה,קו דיוח 897,51,0.81,2023-10-24 09:26:08
ציפור,קו דיוח 897,72,0.32,2023-10-27 10:32:18
פטריה,טיל נגד מטוסים,6,0.52,2023-10-29 06:09:04
עוגה,רימונים,24,0.22,2023-10-16 08:56:44
חמניות,איסמעיל הנייה,47,0.38,2023-10-07 23:33:00
מחצבה,רובה,86,0.65,2023-10-25 11:28:43
עץ,בסיס צה״ל,31,0.35,2023-10-22 20:24:22
עץ,רימונים,29,0.12,2023-10-22 04:42:01
חמניות,קו דיוח 162,62,0.51,2023-10-25 16:47:23
ציפור,איסמעיל הנייה,43,0.29,2023-10-28 16:06:37
פטריה,רובה,47,0.64,2023-10-19 01:36:23
קודקוד,נשק,96,0.35,2023-10-21 06:25:36
צהובה,הגבול הדרומי,10,0.66,2023-10-25 00:43:20
קודקוד,הגבול הדרומי,11,0.25,2023-10-20 15:51:09
פטריה,נשק,82,0.5,2023-10-15 16:45:10
מחצבה,קו דיוח 453,12,0.59,2023-10-14 06:09:51
שחור,קו דיוח 162,78,0.29,2023-10-21 10:37:06
פטריה,רימון,76,0.62,2023-10-14 15:31:15
תפוז,חיילים,91,0.36,2023-10-19 16:44:55
כלב,טיל בליסטי,86,0.64,2023-10-13 09:26:28
צהובה,מוחמד דף,17,0.5,2023-10-08 09:39:03
דובדבן,איסמעיל הנייה,83,0.44,2023-10-22 01:15:22
תפוז,רימון,53,0.31,2023-10-25 07:16:36
ציפור,ג׳יפ,64,0.14,2023-10-27 18:45:54
מחצבה,קו דיוח 162,93,0.63,2023-10-24 14:02:42
עץ,קו דיוח 453,12,0.71,2023-10-20 00:39:49
צהובה,תחמושת,8,0.14,2023-10-10 01:04:32
בודד,ג׳יפ,13,0.67,2023-10-29 15:00:27
ציפור,רפיח,93,0.47,2023-10-25 09:34:01
שחור,נשק,98,0.79,2023-10-17 02:02:17
שפן,מוחמד דף,55,0.18,2023-10-17 17:49:18
עץ,תחמושת,83,0.83,2023-10-23 19:42:47
פטריה,קו דיוח 453,83,0.62,2023-10-22 03:25:08
בודד,קו דיוח 162,74,0.9,2023-10-19 13:16:25
חמניות,נשק,98,0.64,2023-10-16 22:43:29
עוגה,ג׳בליה,71,0.15,2023-10-18 22:51:07
עץ,רפיח,8,0.38,2023-10-18 19:47:44
פטריה,תחמושת,52,0.64,2023-10-27 18:57:15
תפוז,רקטה,26,0.42,2023-10-28 14:05:25
שחור,טיל בליסטי,56,0.52,2023-10-21 04:39:16
עץ,טיל נגד מטוסים,24,0.18,2023-10-08 17:11:45
תפוז,אקדח,35,0.56,2023-10-20 19:25:32
שפן,ג׳בליה,70,0.88,2023-10-17 05:58:53
שחור,קו דיוח 453,99,0.8,2023-10-25 14:58:13
בודד,תחמושת,57,0.21,2023-10-25 20:08:27
תפוז,רקטה,94,0.33,2023-10-13 09:22:02
חמניות,נשק,72,0.1,2023-10-16 22:59:48
כלב,רימון,9,0.79,2023-10-16 07:52:23
ציפור,רימונים,25,0.75,2023-10-28 18:12:38
ציפור,ג׳יפ,62,0.5,2023-10-13 15:00:29
עץ,קו דיוח 897,45,0.25,2023-10-10 04:14:22
שפן,הגבול הדרומי,32,0.41,2023-10-24 03:10:27
תפוז,עזה,66,0.6,2023-10-25 01:34:21
חמניות,נשק,92,0.62,2023-10-24 03:59:01
