Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
שפן,טיל נגד מטוסים,58,0.39,2023-10-15 21:38:28
פיסטוק,עזה,5,0.66,2023-10-24 09:03:56
מחצבה,הגבול הדרומי,17,0.54,2023-10-07 00:42:22
פיסטוק,רפיח,87,0.59,2023-10-17 02:50:38
שפן,חיילים,16,0.37,2023-10-21 03:53:53
בודד,הגבול הדרומי,9,0.31,2023-10-17 23:46:36
חמניות,עזה,13,0.12,2023-10-23 17:11:34
דובדבן,רפיח,74,0.76,2023-10-10 08:43:05
שפן,טיל בליסטי,91,0.81,2023-10-25 13:57:47
פטריה,קו דיוח 453,59,0.57,2023-10-17 03:52:51
שפן,נשק,90,0.2,2023-10-10 04:33:28
קודקוד,טיל נגד מטוסים,9,0.68,2023-10-25 18:23:04
בודד,קו דיוח 162,96,0.5,2023-10-21 12:33:39
פטריה,טיל בליסטי,97,0.24,2023-10-13 10:56:51
חמניות,חיילים,75,0.19,2023-10-29 13:54:17
צהובה,חיילים,76,0.51,2023-10-12 03:52:22
עוגה,ג׳יפ,64,0.64,2023-10-23 18:06:52
עץ,קו דיוח 453,26,0.81,2023-10-07 23:44:30
ציפור,ג׳יפ,27,0.52,2023-10-16 06:28:50
דובדבן,טיל בליסטי,43,0.55,2023-10-19 13:03:22
עוגה,איסמעיל הנייה,23,0.12,2023-10-16 00:35:52
בודד,רובה,37,0.71,2023-10-27 14:32:38
תפוז,קו דיוח 897,52,0.73,2023-10-28 00:41:30
פיסטוק,קו דיוח 453,21,0.26,2023-10-20 17:58:58
תפוז,נשק,27,0.69,2023-10-19 14:11:04
עוגה,אקדח,38,0.58,2023-10-28 16:39:11
שחור,טיל נגד טנקים,52,0.6,2023-10-16 15:47:33
שפן,בסיס צה״ל,76,0.41,2023-10-21 17:23:34
תפוז,ג׳בליה,46,0.16,2023-10-22 14:46:34
קודקוד,מוחמד דף,35,0.18,2023-10-25 18:28:17
עוגה,קו דיוח 162,62,0.66,2023-10-27 12:46:47
ציפור,רובה,65,0.77,2023-10-18 01:51:00
עוגה,קו דיוח 453,48,0.58,2023-10-12 06:13:16
חמניות,ג׳בליה,24,0.87,2023-10-27 23:11:38
שפן,קו דיוח 897,85,0.14,2023-10-26 01:16:59
דובדבן,ג׳בליה,86,0.4,2023-10-07 18:07:59
שחור,בסיס צה״ל,84,0.79,2023-10-24 22:03:13
דובדבן,טיל נגד טנקים,1,0.71,2023-10-25 22:59:19
שחור,קסאם,50,0.58,2023-10-07 13:47:16
כלב,קסאם,10,0.57,2023-10-25 04:56:26
פטריה,קו דיוח 453,66,0.89,2023-10-15 04:35:17
דובדבן,קסאם,92,0.19,2023-10-10 12:02:18
מחצבה,בסיס צה״ל,36,0.33,2023-10-18 07:29:35
תפוז,רקטה,81,0.87,2023-10-13 20:41:53
תפוז,קו דיוח 162,67,0.51,2023-10-20 18:47:54
פיסטוק,קו דיוח 453,43,0.69,2023-10-12 08:55:08
עץ,רפיח,88,0.37,2023-10-29 22:17:28
ציפור,רימונים,18,0.62,2023-10-19 09:21:06
דובדבן,ג׳בליה,45,0.58,2023-10-29 00:57:33
שפן,ג׳בליה,87,0.71,2023-10-24 04:34:55
דובדבן,טיל בליסטי,21,0.79,2023-10-28 15:05:34
דובדבן,קו דיוח 453,16,0.39,2023-10-07 19:47:50
פטריה,מוחמד דף,31,0.89,2023-10-23 20:55:24
בודד,טיל בליסטי,50,0.88,2023-10-07 06:49:07
עץ,רקטה,24,0.62,2023-10-27 12:33:12
ציפור,הגבול הדרומי,81,0.47,2023-10-27 07:27:27
תפוז,קסאם,89,0.73,2023-10-11 08:40:12
מחצבה,נשק,26,0.61,2023-10-10 16:43:26
פיסטוק,טיל נגד מטוסים,29,0.31,2023-10-09 02:13:12
כלב,נשק,74,0.81,2023-10-25 16:57:46
שחור,טיל נגד טנקים,46,0.76,2023-10-21 13:54:09
שפן,ג׳יפ,12,0.37,2023-10-23 11:41:31
עץ,רפיח,23,0.5,2023-10-21 06:30:24
פיסטוק,רובה,96,0.4,2023-10-11 12:00:48
פיסטוק,חיילים,63,0.4,2023-10-11 08:46:47
עץ,רימון,53,0.12,2023-10-13 21:39:41
דובדבן,טיל בליסטי,14,0.3,2023-10-25 00:07:25
עוגה,מוחמד דף,40,0.84,2023-10-27 19:10:43
דובדבן,טיל בליסטי,58,0.67,2023-10-28 13:00:26
צהובה,רובה,94,0.76,2023-10-09 03:59:30
ציפור,נשק,18,0.55,2023-10-13 08:01:15
תפוז,קו דיוח 453,56,0.31,2023-10-29 21:02:32
חמניות,חיילים,88,0.79,2023-10-19 20:28:34
קודקוד,ג׳בליה,74,0.55,2023-10-12 02:17:09
דובדבן,רקטה,47,0.57,2023-10-19 18:23:22
צהובה,קו דיוח 897,13,0.51,2023-10-19 14:11:16
עץ,מוחמד דף,88,0.84,2023-10-14 21:15:43
בודד,נשק,37,0.73,2023-10-14 09:44:49
צהובה,איסמעיל הנייה,6,0.18,2023-10-14 02:40:26
שחור,רימון,92,0.18,2023-10-24 18:18:18
דובדבן,תחמושת,45,0.68,2023-10-17 13:40:04
שפן,קו דיוח 897,51,0.17,2023-10-27 13:32:01
דובדבן,ג׳בליה,72,0.24,2023-10-22 17:01:17
תפוז,רקטה,97,0.88,2023-10-21 01:48:27
פיסטוק,איסמעיל הנייה,36,0.72,2023-10-28 03:22:09
פיסטוק,עזה,78,0.42,2023-10-22 18:59:28
עץ,רקטה,78,0.66,2023-10-16 10:14:39
פיסטוק,טיל נגד מטוסים,28,0.84,2023-10-26 07:36:34
פטריה,עזה,79,0.18,2023-10-26 02:41:03
חמניות,קו דיוח 897,20,0.41,2023-10-15 13:27:24
חמניות,קו דיוח 162,37,0.88,2023-10-22 07:19:33
פיסטוק,קו דיוח 162,64,0.75,2023-10-15 03:12:25
בודד,קו דיוח 162,56,0.76,2023-10-08 22:46:46
דובדבן,מוחמד דף,79,0.62,2023-10-29 23:41:03
קודקוד,קו דיוח 453,43,0.74,2023-10-15 00:47:50
מחצבה,נשק,66,0.73,2023-10-15 17:25:05
חמניות,תחמושת,46,0.23,2023-10-16 15:40:13
פטריה,נשק,5,0.15,2023-10-21 07:02:59
פיסטוק,תחמושת,23,0.55,2023-10-17 01:07:46
בודד,קו דיוח 897,72,0.53,2023-10-27 16:49:35
