Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
תפוז,הגבול הדרומי,80,0.74,2023-10-18 20:48:12
פטריה,נשק,7,0.23,2023-10-16 01:19:47
פיסטוק,רימון,19,0.47,2023-10-10 09:10:06
צהובה,טיל נגד מטוסים,80,0.62,2023-10-20 23:33:32
מחצבה,רימונים,20,0.83,2023-10-14 22:34:48
פטריה,רימון,48,0.72,2023-10-11 14:09:16
כלב,מוחמד דף,10,0.36,2023-10-20 22:56:43
ציפור,אקדח,87,0.22,2023-10-20 16:34:22
מחצבה,אקדח,1,0.16,2023-10-18 20:31:02
קודקוד,נשק,84,0.68,2023-10-26 00:00:09
פיסטוק,רפיח,61,0.6,2023-10-10 14:00:31
שפן,רימונים,12,0.18,2023-10-11 16:21:29
עוגה,רימון,93,0.42,2023-10-13 23:54:36
שפן,ג׳יפ,4,0.67,2023-10-17 20:12:03
צהובה,רפיח,46,0.67,2023-10-07 22:50:55
קודקוד,רובה,38,0.66,2023-10-21 13:27:25
כלב,ג׳בליה,64,0.35,2023-10-28 23:21:28
שפן,רקטה,40,0.85,2023-10-22 12:02:20
תפוז,ג׳יפ,73,0.69,2023-10-25 14:02:51
עוגה,עזה,78,0.13,2023-10-15 16:48:35
שחור,קו דיוח 453,74,0.54,2023-10-24 09:01:42
קודקוד,רימון,12,0.16,2023-10-28 21:32:01
שפן,רובה,42,0.84,2023-10-26 10:13:29
עץ,תחמושת,80,0.35,2023-10-22 14:20:28
מחצבה,ג׳יפ,7,0.88,2023-10-07 19:14:24
שפן,מוחמד דף,95,0.2,2023-10-11 05:34:02
עוגה,חיילים,24,0.84,2023-10-08 14:12:14
דובדבן,עזה,97,0.43,2023-10-14 11:29:58
תפוז,אקדח,38,0.27,2023-10-29 09:58:33
פיסטוק,בסיס צה״ל,22,0.68,2023-10-11 11:32:07
פיסטוק,תחמושת,1,0.39,2023-10-23 13:54:57
כלב,עזה,39,0.75,2023-10-25 20:32:00
ציפור,נשק,9,0.88,2023-10-18 02:45:13
עוגה,איסמעיל הנייה,27,0.33,2023-10-13 17:31:21
בודד,נשק,7,0.88,2023-10-25 17:21:16
עץ,תחמושת,1,0.26,2023-10-15 16:37:20
ציפור,קו דיוח 162,82,0.31,2023-10-21 05:37:04
חמניות,בסיס צה״ל,79,0.51,2023-10-07 06:24:44
שפן,חיילים,22,0.26,2023-10-29 11:32:42
עץ,רובה,26,0.69,2023-10-13 18:14:32
עוגה,ג׳בליה,99,0.64,2023-10-09 04:04:28
תפוז,תחמושת,89,0.53,2023-10-25 03:23:21
פיסטוק,טיל נגד מטוסים,42,0.33,2023-10-22 13:19:10
עץ,חיילים,38,0.62,2023-10-15 05:18:41
חמניות,קו דיוח 162,60,0.52,2023-10-08 15:47:54
שחור,טיל נגד מטוסים,12,0.68,2023-10-22 13:25:50
שחור,קו דיוח 162,80,0.32,2023-10-11 21:16:39
דובדבן,קו דיוח 897,34,0.31,2023-10-13 09:13:52
שחור,ג׳יפ,94,0.7,2023-10-24 07:28:05
קודקוד,מוחמד דף,98,0.76,2023-10-13 16:54:38
דובדבן,עזה,42,0.8,2023-10-19 19:31:58
חמניות,קו דיוח 453,88,0.5,2023-10-29 08:49:22
דובדבן,עזה,84,0.54,2023-10-18 13:37:35
צהובה,ג׳בליה,6,0.47,2023-10-22 19:18:16
עץ,קו דיוח 162,25,0.75,2023-10-12 12:37:59
עוגה,טיל בליסטי,28,0.35,2023-10-18 00:35:27
כלב,טיל נגד מטוסים,61,0.79,2023-10-28 06:02:12
עוגה,טיל נגד מטוסים,55,0.24,2023-10-25 05:57:05
ציפור,קסאם,12,0.61,2023-10-09 13:56:46
עוגה,רימונים,85,0.44,2023-10-24 07:30:33
שפן,רובה,66,0.35,2023-10-21 03:31:45
ציפור,רימון,85,0.8,2023-10-28 08:22:42
דובדבן,אקדח,4,0.2,2023-10-20 01:03:12
בודד,רקטה,74,0.6,2023-10-21 17:38:58
מחצבה,רימונים,97,0.84,2023-10-10 15:49:27
תפוז,חיילים,90,0.22,2023-10-08 19:54:12
קודקוד,ג׳בליה,82,0.23,2023-10-18 06:45:46
מחצבה,רפיח,82,0.33,2023-10-12 19:30:14
צהובה,קסאם,15,0.38,2023-10-08 15:59:52
קודקוד,רימונים,11,0.71,2023-10-28 12:16:06
צהובה,קו דיוח 453,17,0.59,2023-10-28 13:35:11
חמניות,ג׳בליה,92,0.3,2023-10-21 03:06:24
פטריה,רימונים,10,0.22,2023-10-29 12:40:02
חמניות,רובה,38,0.32,2023-10-11 22:38:43
כלב,עזה,59,0.79,2023-10-23 12:32:13
חמניות,ג׳יפ,11,0.53,2023-10-19 12:47:09
חמניות,אקדח,42,0.71,2023-10-27 08:02:47
צהובה,קו דיוח 897,50,0.19,2023-10-07 15:00:23
שחור,קו דיוח 453,26,0.49,2023-10-24 01:18:27
בודד,רקטה,62,0.81,2023-10-11 10:39:11
ציפור,ג׳יפ,89,0.22,2023-10-14 09:38:44
תפוז,רימונים,52,0.62,2023-10-17 16:47:28
בודד,בסיס צה״ל,55,0.46,2023-10-09 02:00:29
עוגה,הגבול הדרומי,4,0.39,2023-10-29 08:16:49
כלב,איסמעיל הנייה,8,0.65,2023-10-26 09:39:10
שחור,רימונים,80,0.71,2023-10-18 21:56:07
חמניות,אקדח,48,0.29,2023-10-28 14:28:22
כלב,ג׳יפ,48,0.82,2023-10-19 03:41:22
בודד,חיילים,66,0.58,2023-10-21 08:39:19
פטריה,טיל בליסטי,9,0.4,2023-10-25 07:41:42
פטריה,הגבול הדרומי,22,0.79,2023-10-17 14:23:52
מחצבה,מוחמד דף,48,0.39,2023-10-29 15:01:00
שחור,תחמושת,6,0.66,2023-10-19 10:25:29
עץ,איסמעיל הנייה,62,0.34,2023-10-11 02:04:00
בודד,קו דיוח 453,77,0.44,2023-10-18 08:25:44
בודד,אקדח,45,0.6,2023-10-17 05:44:11
תפוז,עזה,100,0.72,2023-10-17 15:55:36
שחור,רפיח,50,0.43,2023-10-13 09:51:32
דובדבן,קו דיוח 453,23,0.18,2023-10-12 15:29:33
תפוז,עזה,45,0.54,2023-10-25 12:44:36
