Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
שחור,בסיס צה״ל,82,0.44,2023-10-09 19:10:28
פיסטוק,חיילים,18,0.75,2023-10-16 19:11:11
עוגה,קו דיוח 897,61,0.21,2023-10-19 23:16:24
כלב,ג׳יפ,3,0.64,2023-10-07 20:58:43
שחור,קו דיוח 162,64,0.77,2023-10-08 15:54:58
פטריה,טיל נגד טנקים,22,0.38,2023-10-10 12:48:12
תפוז,תחמושת,76,0.4,2023-10-09 17:34:48
כלב,קסאם,80,0.1,2023-10-24 09:33:22
קודקוד,ג׳בליה,25,0.64,2023-10-12 16:12:33
פטריה,תחמושת,48,0.13,2023-10-25 06:36:08
עץ,איסמעיל הנייה,67,0.76,2023-10-07 12:32:44
בודד,קו דיוח 162,29,0.2,2023-10-19 15:23:50
עץ,קו דיוח 897,14,0.22,2023-10-17 10:42:53
שפן,רובה,98,0.76,2023-10-11 17:26:49
פיסטוק,טיל נגד טנקים,73,0.89,2023-10-26 08:13:05
ציפור,טיל נגד טנקים,63,0.1,2023-10-07 16:16:42
ציפור,הגבול הדרומי,20,0.89,2023-10-23 19:53:25
כלב,קו דיוח 897,76,0.27,2023-10-11 14:56:09
שחור,רימון,92,0.6,2023-10-28 14:53:27
תפוז,מוחמד דף,71,0.71,2023-10-24 05:13:15
תפוז,בסיס צה״ל,1,0.88,2023-10-08 18:36:03
שפן,רובה,51,0.31,2023-10-23 10:07:17
דובדבן,הגבול הדרומי,28,0.7,2023-10-07 19:40:05
חמניות,עזה,32,0.25,2023-10-18 18:22:23
חמניות,טיל בליסטי,55,0.66,2023-10-22 20:26:03
שפן,ג׳בליה,12,0.63,2023-10-12 06:32:22
עץ,ג׳בליה,22,0.38,2023-10-28 17:05:42
צהובה,הגבול הדרומי,11,0.71,2023-10-18 22:48:52
בודד,רימונים,11,0.58,2023-10-15 18:03:01
חמניות,רימון,41,0.2,2023-10-18 22:23:47
שחור,חיילים,41,0.57,2023-10-28 10:22:45
מחצבה,תחמושת,5,0.79,2023-10-12 01:11:32
כלב,תחמושת,73,0.64,2023-10-27 14:31:56
שפן,בסיס צה״ל,6,0.69,2023-10-15 02:35:34
בודד,הגבול הדרומי,45,0.82,2023-10-15 18:45:59
עץ,רובה,80,0.68,2023-10-24 15:56:50
שחור,טיל בליסטי,83,0.3,2023-10-08 07:34:10
צהובה,קו דיוח 162,47,0.24,2023-10-26 10:41:39
פטריה,רובה,14,0.26,2023-10-20 12:21:56
בודד,נשק,60,0.71,2023-10-26 13:09:45
פטריה,בסיס צה״ל,5,0.89,2023-10-28 07:54:32
ציפור,רימון,27,0.28,2023-10-22 13:30:00
פיסטוק,רקטה,52,0.77,2023-10-25 10:56:46
קודקוד,טיל נגד מטוסים,69,0.56,2023-10-16 13:46:13
עץ,קו דיוח 162,24,0.56,2023-10-09 20:02:15
קודקוד,קו דיוח 162,91,0.59,2023-10-21 20:32:39
שפן,הגבול הדרומי,15,0.17,2023-10-09 21:26:22
פטריה,רימונים,95,0.37,2023-10-23 11:08:15
בודד,הגבול הדרומי,77,0.85,2023-10-07 16:54:23
צהובה,הגבול הדרומי,17,0.56,2023-10-21 19:16:34
עוגה,תחמושת,32,0.48,2023-10-23 11:40:29
עוגה,חיילים,83,0.49,2023-10-18 11:16:49
קודקוד,קו דיוח 162,33,0.71,2023-10-29 13:08:34
דובדבן,טיל נגד מטוסים,92,0.36,2023-10-22 00:57:38
פיסטוק,נשק,90,0.6,2023-10-23 14:32:27
תפוז,חיילים,10,0.53,2023-10-20 13:33:27
שחור,רימון,29,0.83,2023-10-18 08:17:24
