Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
מחצבה,הגבול הדרומי,11,0.26,2023-10-26 13:48:00
תפוז,רפיח,21,0.84,2023-10-29 03:50:49
כלב,רפיח,30,0.44,2023-10-08 21:47:51
פיסטוק,קו דיוח 453,63,0.47,2023-10-15 06:49:29
צהובה,טיל נגד טנקים,91,0.14,2023-10-16 04:00:50
דובדבן,קו דיוח 897,78,0.76,2023-10-16 01:16:18
פיסטוק,איסמעיל הנייה,96,0.42,2023-10-21 20:02:48
תפוז,קו דיוח 453,38,0.24,2023-10-17 01:57:58
עוגה,קו דיוח 453,86,0.6,2023-10-15 19:03:59
מחצבה,קו דיוח 897,47,0.1,2023-10-19 23:56:27
דובדבן,טיל נגד טנקים,37,0.6,2023-10-20 14:58:05
שפן,נשק,44,0.46,2023-10-26 15:01:28
פיסטוק,רימון,72,0.84,2023-10-22 21:54:38
דובדבן,איסמעיל הנייה,8,0.79,2023-10-27 22:45:50
שחור,איסמעיל הנייה,4,0.5,2023-10-28 16:27:21
חמניות,קו דיוח 453,37,0.39,2023-10-14 01:47:15
פטריה,תחמושת,89,0.3,2023-10-26 17:28:09
שפן,קסאם,1,0.14,2023-10-13 19:44:21
חמניות,עזה,61,0.14,2023-10-11 11:49:41
קודקוד,נשק,31,0.51,2023-10-28 00:36:01
שפן,הגבול הדרומי,52,0.26,2023-10-19 21:30:09
פיסטוק,בסיס צה״ל,20,0.74,2023-10-08 11:37:59
מחצבה,רובה,31,0.28,2023-10-25 12:56:20
עוגה,בסיס צה״ל,71,0.64,2023-10-07 11:38:54
תפוז,רובה,92,0.51,2023-10-21 13:17:39
עץ,רקטה,56,0.65,2023-10-16 01:34:22
בודד,רקטה,19,0.33,2023-10-16 02:08:29
צהובה,עזה,91,0.52,2023-10-10 09:09:14
כלב,אקדח,84,0.49,2023-10-08 11:45:53
שפן,רקטה,25,0.43,2023-10-11 01:48:50
צהובה,רימון,57,0.78,2023-10-19 11:07:12
צהובה,רקטה,45,0.29,2023-10-21 03:41:58
שפן,בסיס צה״ל,92,0.9,2023-10-27 10:37:18
פיסטוק,עזה,9,0.3,2023-10-09 23:01:38
דובדבן,עזה,99,0.28,2023-10-08 07:20:41
עץ,קו דיוח 453,66,0.51,2023-10-23 02:26:54
ציפור,קו דיוח 162,19,0.57,2023-10-29 02:20:57
קודקוד,תחמושת,56,0.42,2023-10-19 21:01:21
שחור,נשק,16,0.63,2023-10-24 11:02:51
תפוז,קו דיוח 897,47,0.8,2023-10-28 22:10:16
בודד,רימון,47,0.65,2023-10-27 10:55:16
תפוז,רקטה,92,0.72,2023-10-13 19:20:55
