Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
בודד,טיל נגד מטוסים,56,0.4,2023-10-16 12:45:13
עוגה,בסיס צה״ל,54,0.7,2023-10-09 14:07:38
ציפור,רימונים,78,0.69,2023-10-08 10:41:51
תפוז,קו דיוח 162,31,0.78,2023-10-10 08:35:02
תפוז,ג׳בליה,51,0.11,2023-10-26 15:23:06
מחצבה,רימונים,100,0.11,2023-10-21 10:16:27
ציפור,בסיס צה״ל,24,0.3,2023-10-22 09:20:28
דובדבן,הגבול הדרומי,58,0.7,2023-10-27 10:15:59
פטריה,אקדח,43,0.38,2023-10-11 03:22:18
קודקוד,רובה,9,0.23,2023-10-22 08:42:39
בודד,קו דיוח 453,63,0.31,2023-10-21 20:02:11
שחור,עזה,40,0.4,2023-10-18 22:31:02
חמניות,איסמעיל הנייה,6,0.48,2023-10-16 12:13:28
מחצבה,איסמעיל הנייה,13,0.81,2023-10-19 09:12:37
דובדבן,חיילים,4,0.81,2023-10-08 16:14:28
שחור,איסמעיל הנייה,16,0.33,2023-10-27 08:34:18
קודקוד,רימונים,57,0.28,2023-10-26 15:21:56
כלב,רפיח,84,0.31,2023-10-15 12:05:41
כלב,רימונים,4,0.56,2023-10-28 11:12:51
דובדבן,ג׳בליה,28,0.42,2023-10-28 20:10:05
שחור,איסמעיל הנייה,2,0.88,2023-10-08 18:45:29
מחצבה,תחמושת,21,0.67,2023-10-19 05:34:57
דובדבן,מוחמד דף,83,0.75,2023-10-19 12:37:32
קודקוד,בסיס צה״ל,32,0.43,2023-10-25 00:12:10
עוגה,קו דיוח 162,1,0.48,2023-10-09 02:47:38
פיסטוק,נשק,16,0.74,2023-10-27 17:12:54
עוגה,קו דיוח 897,41,0.67,2023-10-23 10:09:03
עוגה,ג׳יפ,35,0.46,2023-10-29 17:24:12
תפוז,רימון,26,0.78,2023-10-21 17:40:16
ציפור,טיל בליסטי,43,0.67,2023-10-25 09:54:17
שפן,רימון,22,0.29,2023-10-08 13:34:27
צהובה,רפיח,39,0.67,2023-10-29 08:20:14
מחצבה,רימונים,6,0.59,2023-10-14 09:14:52
שחור,אקדח,20,0.39,2023-10-11 21:06:01
