Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
עוגה,רפיח,2,0.42,2023-10-23 00:31:27
עץ,נשק,79,0.58,2023-10-09 23:55:05
קודקוד,קסאם,99,0.2,2023-10-16 12:56:07
ציפור,תחמושת,67,0.55,2023-10-19 03:00:30
קודקוד,טיל בליסטי,70,0.86,2023-10-22 01:04:55
שפן,חיילים,73,0.14,2023-10-15 20:09:09
קודקוד,עזה,59,0.59,2023-10-14 06:02:11
פטריה,טיל בליסטי,21,0.69,2023-10-26 13:51:36
כלב,חיילים,74,0.35,2023-10-08 00:42:42
מחצבה,ג׳בליה,20,0.55,2023-10-10 21:48:40
מחצבה,רימון,32,0.87,2023-10-17 08:54:52
קודקוד,מוחמד דף,37,0.83,2023-10-21 09:30:45
תפוז,הגבול הדרומי,59,0.49,2023-10-22 16:41:49
עוגה,אקדח,79,0.21,2023-10-27 20:59:39
ציפור,קו דיוח 162,97,0.21,2023-10-19 16:20:29
שפן,טיל בליסטי,97,0.88,2023-10-17 03:03:32
בודד,רפיח,38,0.7,2023-10-23 02:36:06
חמניות,טיל בליסטי,82,0.32,2023-10-16 08:27:00
פטריה,בסיס צה״ל,58,0.76,2023-10-17 19:10:07
פיסטוק,רימונים,38,0.57,2023-10-28 15:46:21
בודד,רימונים,86,0.19,2023-10-20 05:58:40
קודקוד,אקדח,12,0.79,2023-10-20 02:46:56
שחור,מוחמד דף,8,0.67,2023-10-09 19:18:08
ציפור,עזה,15,0.52,2023-10-07 13:24:30
עץ,קו דיוח 453,60,0.16,2023-10-12 14:18:55
עוגה,חיילים,94,0.74,2023-10-22 11:51:29
חמניות,קו דיוח 162,77,0.35,2023-10-10 16:04:22
פטריה,אקדח,31,0.13,2023-10-28 05:50:39
קודקוד,טיל נגד טנקים,10,0.79,2023-10-16 03:36:37
כלב,עזה,47,0.76,2023-10-26 09:55:56
פטריה,רובה,11,0.48,2023-10-11 22:23:36
דובדבן,קו דיוח 897,24,0.74,2023-10-25 06:49:07
שחור,רקטה,77,0.43,2023-10-13 11:06:47
דובדבן,ג׳בליה,49,0.71,2023-10-20 14:50:15
ציפור,טיל נגד טנקים,71,0.79,2023-10-27 17:00:35
עץ,קו דיוח 453,82,0.57,2023-10-22 10:37:30
פטריה,רימונים,15,0.15,2023-10-19 05:12:10
קודקוד,ג׳בליה,70,0.7,2023-10-19 00:18:45
דובדבן,קו דיוח 453,50,0.37,2023-10-18 18:07:50
עוגה,עזה,54,0.65,2023-10-15 22:00:23
פטריה,ג׳בליה,71,0.63,2023-10-27 01:58:47
תפוז,חיילים,69,0.53,2023-10-21 15:04:36
פטריה,קסאם,67,0.31,2023-10-11 07:03:37
חמניות,קו דיוח 162,50,0.36,2023-10-15 21:22:49
פיסטוק,בסיס צה״ל,99,0.85,2023-10-09 06:22:22
ציפור,קו דיוח 162,24,0.4,2023-10-11 11:27:33
קודקוד,טיל נגד מטוסים,94,0.52,2023-10-29 17:25:50
עוגה,קו דיוח 453,73,0.18,2023-10-21 05:15:22
ציפור,בסיס צה״ל,73,0.66,2023-10-21 15:02:49
פיסטוק,ג׳בליה,53,0.68,2023-10-13 12:05:54
דובדבן,חיילים,91,0.63,2023-10-22 19:34:06
חמניות,טיל נגד טנקים,83,0.67,2023-10-23 19:51:22
שחור,קו דיוח 897,87,0.74,2023-10-16 11:40:01
פטריה,רימון,26,0.78,2023-10-29 21:37:48
כלב,קו דיוח 162,38,0.52,2023-10-16 12:46:55
עוגה,טיל בליסטי,82,0.46,2023-10-29 05:19:38
עץ,עזה,21,0.68,2023-10-12 16:02:10
ציפור,רקטה,1,0.66,2023-10-15 19:15:22
ציפור,אקדח,76,0.34,2023-10-22 11:23:49
ציפור,קו דיוח 453,11,0.29,2023-10-07 21:51:32
תפוז,רפיח,89,0.27,2023-10-09 16:22:16
פיסטוק,תחמושת,90,0.44,2023-10-26 17:39:36
כלב,טיל נגד מטוסים,77,0.37,2023-10-18 19:21:41
שחור,ג׳יפ,81,0.69,2023-10-13 09:39:42
ציפור,חיילים,82,0.19,2023-10-15 11:56:14
