Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
עץ,הגבול הדרומי,77,0.54,2023-10-21 20:23:40
דובדבן,הגבול הדרומי,91,0.57,2023-10-16 22:49:41
כלב,איסמעיל הנייה,95,0.48,2023-10-28 23:36:36
דובדבן,תחמושת,94,0.55,2023-10-19 18:59:37
קודקוד,קו דיוח 162,72,0.15,2023-10-10 02:19:24
תפוז,ג׳יפ,82,0.27,2023-10-26 09:22:58
בודד,רימונים,81,0.83,2023-10-12 10:55:05
תפוז,איסמעיל הנייה,7,0.65,2023-10-10 10:19:31
מחצבה,טיל בליסטי,54,0.6,2023-10-29 12:51:34
שחור,בסיס צה״ל,90,0.69,2023-10-25 08:51:18
עוגה,רקטה,26,0.25,2023-10-21 06:11:30
דובדבן,ג׳יפ,82,0.42,2023-10-08 21:11:28
קודקוד,קסאם,19,0.73,2023-10-23 16:18:26
קודקוד,רקטה,68,0.36,2023-10-07 19:48:23
ציפור,קו דיוח 162,74,0.22,2023-10-21 18:47:43
מחצבה,טיל בליסטי,82,0.73,2023-10-27 03:33:07
בודד,טיל בליסטי,49,0.5,2023-10-07 04:05:41
צהובה,קסאם,37,0.24,2023-10-09 14:14:20
עץ,ג׳יפ,66,0.14,2023-10-09 17:10:02
ציפור,טיל נגד טנקים,7,0.3,2023-10-18 10:51:37
חמניות,טיל נגד מטוסים,56,0.63,2023-10-15 16:11:25
פיסטוק,תחמושת,84,0.81,2023-10-09 01:28:18
עץ,ג׳יפ,63,0.79,2023-10-10 17:02:18
שפן,קו דיוח 897,38,0.3,2023-10-09 10:06:40
עץ,רימון,86,0.58,2023-10-16 05:44:33
ציפור,קו דיוח 162,90,0.84,2023-10-14 03:57:19
שפן,תחמושת,87,0.77,2023-10-28 02:02:26
דובדבן,נשק,79,0.79,2023-10-20 07:19:08
קודקוד,רקטה,45,0.13,2023-10-27 16:50:07
עוגה,רקטה,85,0.69,2023-10-21 07:28:36
פיסטוק,רובה,96,0.21,2023-10-23 08:16:25
צהובה,רקטה,10,0.33,2023-10-14 17:42:15
פיסטוק,איסמעיל הנייה,52,0.23,2023-10-10 04:50:26
מחצבה,קו דיוח 897,15,0.61,2023-10-13 03:24:17
פטריה,מוחמד דף,31,0.58,2023-10-08 08:28:22
עוגה,אקדח,53,0.28,2023-10-09 05:17:15
בודד,רימון,75,0.5,2023-10-22 14:15:22
כלב,אקדח,95,0.77,2023-10-24 12:39:56
צהובה,חיילים,26,0.74,2023-10-19 16:14:25
בודד,קו דיוח 897,95,0.12,2023-10-15 23:45:51
קודקוד,חיילים,99,0.9,2023-10-14 19:43:37
פיסטוק,קו דיוח 162,16,0.74,2023-10-18 22:17:18
צהובה,קו דיוח 897,31,0.59,2023-10-20 12:35:42
שחור,אקדח,87,0.46,2023-10-08 20:53:25
כלב,רימון,60,0.69,2023-10-24 10:30:10
קודקוד,קו דיוח 162,31,0.78,2023-10-26 01:29:02
דובדבן,מוחמד דף,78,0.7,2023-10-09 21:58:02
ציפור,קסאם,93,0.74,2023-10-22 12:14:35
קודקוד,רקטה,81,0.75,2023-10-28 05:23:59
פטריה,מוחמד דף,62,0.6,2023-10-26 16:06:27
פטריה,עזה,96,0.13,2023-10-27 14:48:34
עץ,רפיח,30,0.18,2023-10-17 00:21:04
ציפור,ג׳בליה,64,0.45,2023-10-25 05:42:03
פיסטוק,הגבול הדרומי,23,0.25,2023-10-18 10:18:57
צהובה,נשק,59,0.34,2023-10-25 17:37:23
ציפור,טיל בליסטי,77,0.65,2023-10-18 20:30:42
מחצבה,רקטה,57,0.28,2023-10-24 17:14:05
עץ,קו דיוח 897,36,0.8,2023-10-22 01:28:48
דובדבן,טיל נגד מטוסים,15,0.33,2023-10-29 09:52:16
דובדבן,רימון,82,0.29,2023-10-29 16:32:58
פיסטוק,אקדח,100,0.62,2023-10-15 16:24:08
חמניות,קסאם,52,0.13,2023-10-12 19:20:48
פיסטוק,רפיח,94,0.53,2023-10-10 04:42:12
מחצבה,ג׳בליה,97,0.1,2023-10-22 09:45:02
פיסטוק,עזה,84,0.48,2023-10-19 19:50:29
פטריה,טיל נגד טנקים,49,0.72,2023-10-22 20:55:14
עץ,תחמושת,78,0.79,2023-10-13 04:46:00
שחור,רקטה,20,0.12,2023-10-12 20:38:26
קודקוד,ג׳בליה,33,0.49,2023-10-26 22:01:13
עץ,קו דיוח 897,67,0.38,2023-10-20 09:16:07
פיסטוק,רימונים,45,0.56,2023-10-17 13:13:32
שפן,מוחמד דף,85,0.88,2023-10-11 04:58:41
קודקוד,טיל נגד מטוסים,9,0.5,2023-10-27 20:26:47
קודקוד,קו דיוח 162,40,0.2,2023-10-10 23:47:51
