Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
מחצבה,רקטה,15,0.82,2023-10-19 06:18:47
בודד,טיל נגד טנקים,1,0.23,2023-10-26 21:09:49
פיסטוק,טיל נגד טנקים,52,0.9,2023-10-08 01:39:34
תפוז,איסמעיל הנייה,55,0.41,2023-10-14 00:05:07
קודקוד,טיל בליסטי,14,0.73,2023-10-26 14:47:32
עץ,רפיח,29,0.21,2023-10-23 21:15:55
בודד,קו דיוח 162,5,0.59,2023-10-18 04:00:18
צהובה,רקטה,52,0.56,2023-10-21 06:09:58
חמניות,קו דיוח 897,62,0.73,2023-10-07 18:22:44
עץ,טיל בליסטי,98,0.17,2023-10-29 02:09:07
בודד,ג׳יפ,82,0.72,2023-10-10 22:53:55
חמניות,רימון,22,0.54,2023-10-22 05:27:24
בודד,ג׳יפ,50,0.56,2023-10-29 23:29:14
דובדבן,רובה,10,0.37,2023-10-22 18:30:01
פטריה,קו דיוח 162,29,0.86,2023-10-12 15:26:56
פטריה,אקדח,97,0.57,2023-10-13 05:34:02
פטריה,איסמעיל הנייה,50,0.38,2023-10-24 04:30:16
פטריה,ג׳יפ,28,0.44,2023-10-20 16:24:08
בודד,חיילים,41,0.65,2023-10-23 10:21:34
פטריה,הגבול הדרומי,45,0.65,2023-10-19 02:54:11
כלב,הגבול הדרומי,64,0.16,2023-10-23 12:55:02
קודקוד,אקדח,46,0.47,2023-10-16 04:35:54
פיסטוק,טיל בליסטי,54,0.23,2023-10-22 07:25:31
שפן,הגבול הדרומי,74,0.38,2023-10-08 18:21:42
פיסטוק,מוחמד דף,35,0.25,2023-10-26 10:08:56
בודד,קו דיוח 453,93,0.49,2023-10-16 20:42:13
עץ,עזה,33,0.29,2023-10-25 08:55:18
שפן,טיל נגד מטוסים,82,0.59,2023-10-14 12:53:24
ציפור,טיל בליסטי,79,0.19,2023-10-19 08:41:11
תפוז,עזה,28,0.34,2023-10-21 21:40:24
צהובה,רובה,83,0.85,2023-10-11 11:59:15
מחצבה,בסיס צה״ל,12,0.1,2023-10-20 01:00:00
כלב,קו דיוח 897,41,0.29,2023-10-12 12:43:46
עץ,רובה,29,0.77,2023-10-18 18:11:38
שחור,טיל נגד מטוסים,45,0.46,2023-10-19 03:33:19
תפוז,חיילים,11,0.73,2023-10-26 14:52:58
כלב,בסיס צה״ל,11,0.3,2023-10-17 09:21:07
שחור,נשק,86,0.83,2023-10-15 19:49:31
קודקוד,טיל נגד מטוסים,89,0.12,2023-10-24 00:21:02
שחור,טיל בליסטי,18,0.59,2023-10-17 07:35:13
עוגה,טיל נגד טנקים,80,0.69,2023-10-18 06:55:22
שפן,ג׳בליה,90,0.54,2023-10-23 17:30:05
בודד,קו דיוח 162,4,0.31,2023-10-08 18:59:18
שחור,הגבול הדרומי,24,0.9,2023-10-22 10:42:17
ציפור,חיילים,77,0.64,2023-10-26 01:10:49
עוגה,רימון,60,0.32,2023-10-18 22:42:56
דובדבן,מוחמד דף,35,0.79,2023-10-07 23:10:18
מחצבה,קסאם,47,0.83,2023-10-12 04:11:09
עוגה,קסאם,18,0.79,2023-10-13 17:55:52
מחצבה,ג׳יפ,76,0.34,2023-10-10 03:17:44
קודקוד,קו דיוח 162,99,0.44,2023-10-12 08:10:42
תפוז,ג׳בליה,50,0.42,2023-10-24 06:30:22
צהובה,תחמושת,100,0.79,2023-10-24 20:13:43
תפוז,קו דיוח 162,25,0.39,2023-10-23 01:25:37
פטריה,רפיח,3,0.11,2023-10-29 03:03:50
קודקוד,רקטה,73,0.41,2023-10-17 06:17:32
עץ,קו דיוח 897,68,0.19,2023-10-08 18:25:51
בודד,מוחמד דף,15,0.77,2023-10-28 01:28:50
מחצבה,תחמושת,97,0.55,2023-10-27 05:34:20
בודד,תחמושת,1,0.45,2023-10-08 05:40:12
כלב,אקדח,54,0.66,2023-10-13 22:29:18
חמניות,חיילים,84,0.24,2023-10-13 09:14:17
