Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
פיסטוק,חיילים,40,0.17,2023-10-21 06:46:03
דובדבן,טיל נגד טנקים,61,0.42,2023-10-17 11:15:50
פטריה,טיל נגד טנקים,3,0.5,2023-10-07 10:31:29
כלב,קו דיוח 453,20,0.46,2023-10-13 05:09:23
חמניות,טיל בליסטי,12,0.52,2023-10-20 00:14:47
פיסטוק,קסאם,77,0.58,2023-10-09 23:20:02
פטריה,תחמושת,55,0.78,2023-10-18 15:08:01
דובדבן,בסיס צה״ל,34,0.22,2023-10-21 10:27:27
בודד,בסיס צה״ל,22,0.38,2023-10-29 02:33:05
עץ,חיילים,79,0.61,2023-10-09 23:01:46
שחור,מוחמד דף,45,0.21,2023-10-12 21:39:08
עץ,בסיס צה״ל,84,0.45,2023-10-24 02:10:36
קודקוד,קו דיוח 162,70,0.42,2023-10-23 05:21:21
מחצבה,רובה,30,0.48,2023-10-23 12:32:41
שפן,נשק,83,0.45,2023-10-22 04:44:58
שפן,נשק,62,0.12,2023-10-24 03:37:32
חמניות,קסאם,42,0.86,2023-10-25 04:12:47
בודד,ג׳יפ,37,0.23,2023-10-18 01:33:26
דובדבן,איסמעיל הנייה,83,0.26,2023-10-10 17:44:52
שפן,רימון,3,0.54,2023-10-29 23:41:18
כלב,ג׳יפ,57,0.31,2023-10-15 06:35:12
עוגה,רימונים,60,0.2,2023-10-17 20:15:44
עץ,רימון,14,0.68,2023-10-14 12:35:18
תפוז,קו דיוח 897,25,0.65,2023-10-26 08:41:10
צהובה,ג׳יפ,71,0.83,2023-10-28 16:35:20
עוגה,תחמושת,49,0.5,2023-10-14 15:10:15
קודקוד,ג׳יפ,15,0.62,2023-10-16 18:43:01
ציפור,חיילים,65,0.37,2023-10-10 04:25:17
בודד,ג׳יפ,45,0.52,2023-10-16 15:48:26
קודקוד,קו דיוח 897,67,0.17,2023-10-12 10:21:47
ציפור,איסמעיל הנייה,78,0.48,2023-10-11 18:06:34
צהובה,טיל בליסטי,54,0.16,2023-10-12 13:18:42
עץ,איסמעיל הנייה,24,0.75,2023-10-19 10:54:03
מחצבה,רימונים,11,0.19,2023-10-15 21:40:25
מחצבה,קו דיוח 162,38,0.32,2023-10-07 21:05:00
קודקוד,ג׳יפ,63,0.87,2023-10-25 17:28:08
צהובה,קו דיוח 162,26,0.77,2023-10-15 01:19:39
פטריה,רימון,1,0.73,2023-10-16 08:07:55
פיסטוק,רקטה,55,0.25,2023-10-27 15:05:14
כלב,איסמעיל הנייה,64,0.39,2023-10-16 20:18:44
דובדבן,חיילים,93,0.15,2023-10-12 02:22:02
מחצבה,תחמושת,94,0.88,2023-10-10 11:03:53
כלב,רפיח,28,0.9,2023-10-18 23:23:05
פיסטוק,אקדח,49,0.81,2023-10-22 04:30:19
קודקוד,עזה,48,0.73,2023-10-28 14:36:16
דובדבן,רפיח,48,0.54,2023-10-16 00:13:33
פטריה,קסאם,93,0.51,2023-10-19 22:00:09
ציפור,תחמושת,19,0.55,2023-10-14 02:38:41
שחור,חיילים,32,0.24,2023-10-07 09:33:51
ציפור,עזה,27,0.66,2023-10-22 19:12:38
מחצבה,רובה,45,0.16,2023-10-13 23:27:58
דובדבן,אקדח,15,0.6,2023-10-15 14:28:25
עץ,טיל נגד מטוסים,26,0.19,2023-10-23 20:20:40
חמניות,טיל נגד טנקים,63,0.21,2023-10-14 23:00:30
עוגה,רקטה,50,0.69,2023-10-18 18:12:27
עוגה,ג׳בליה,92,0.42,2023-10-27 21:22:45
פיסטוק,בסיס צה״ל,60,0.26,2023-10-22 23:05:43
פיסטוק,מוחמד דף,95,0.88,2023-10-17 17:33:25
ציפור,קו דיוח 453,51,0.38,2023-10-20 01:42:12
צהובה,רקטה,11,0.89,2023-10-24 15:47:51
עץ,קסאם,67,0.61,2023-10-17 02:46:13
דובדבן,ג׳יפ,97,0.43,2023-10-08 15:40:15
שחור,רימון,76,0.46,2023-10-14 04:40:41
קודקוד,קו דיוח 897,29,0.66,2023-10-09 16:57:02
פטריה,איסמעיל הנייה,42,0.49,2023-10-12 14:59:19
עוגה,רקטה,97,0.18,2023-10-23 02:50:16
