Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
עוגה,טיל נגד מטוסים,85,0.47,2023-10-08 12:37:47
צהובה,נשק,70,0.31,2023-10-26 20:10:15
שחור,רובה,36,0.33,2023-10-12 00:15:27
קודקוד,נשק,21,0.45,2023-10-29 23:00:32
פטריה,קו דיוח 162,60,0.33,2023-10-21 01:06:10
שפן,מוחמד דף,44,0.68,2023-10-09 13:02:58
צהובה,נשק,86,0.8,2023-10-07 17:10:37
עוגה,טיל נגד מטוסים,37,0.52,2023-10-25 04:30:30
שחור,רובה,79,0.74,2023-10-23 02:54:57
עץ,בסיס צה״ל,36,0.3,2023-10-22 17:21:22
פיסטוק,רימון,13,0.81,2023-10-22 06:42:58
עץ,רובה,60,0.85,2023-10-20 22:09:57
שפן,רימונים,15,0.7,2023-10-25 00:19:26
עץ,חיילים,43,0.3,2023-10-25 08:05:53
צהובה,קו דיוח 453,13,0.85,2023-10-14 20:16:06
עץ,נשק,33,0.74,2023-10-15 20:57:20
צהובה,אקדח,18,0.48,2023-10-11 22:38:59
כלב,רימונים,75,0.25,2023-10-13 05:30:08
פטריה,רקטה,21,0.27,2023-10-23 15:40:30
צהובה,קו דיוח 162,73,0.67,2023-10-13 15:08:47
דובדבן,רפיח,3,0.34,2023-10-11 10:15:52
צהובה,קסאם,90,0.76,2023-10-18 11:52:55
ציפור,נשק,44,0.18,2023-10-12 07:32:11
תפוז,קסאם,75,0.74,2023-10-17 17:47:11
עץ,טיל בליסטי,73,0.14,2023-10-15 06:51:21
עץ,חיילים,84,0.72,2023-10-20 19:10:25
עוגה,רובה,22,0.87,2023-10-17 04:53:41
צהובה,מוחמד דף,74,0.85,2023-10-08 14:26:32
קודקוד,קו דיוח 897,30,0.2,2023-10-29 23:51:52
קודקוד,בסיס צה״ל,37,0.76,2023-10-20 00:28:11
בודד,הגבול הדרומי,5,0.37,2023-10-29 07:50:28
שחור,רפיח,75,0.87,2023-10-29 23:59:08
פטריה,רקטה,12,0.45,2023-10-25 06:41:30
פטריה,טיל בליסטי,16,0.2,2023-10-08 06:33:46
עץ,קו דיוח 162,94,0.19,2023-10-12 02:13:23
שחור,עזה,99,0.32,2023-10-27 23:44:15
בודד,קו דיוח 162,98,0.2,2023-10-19 01:05:06
כלב,איסמעיל הנייה,42,0.84,2023-10-11 05:56:37
ציפור,קסאם,72,0.16,2023-10-11 14:06:26
צהובה,רימונים,64,0.17,2023-10-14 16:00:23
מחצבה,רימונים,17,0.22,2023-10-26 19:14:12
מחצבה,קו דיוח 897,32,0.65,2023-10-17 18:10:13
מחצבה,בסיס צה״ל,55,0.51,2023-10-28 12:17:38
תפוז,עזה,84,0.45,2023-10-22 11:30:32
עץ,חיילים,26,0.46,2023-10-11 22:06:16
עוגה,רפיח,46,0.16,2023-10-21 17:59:18
ציפור,הגבול הדרומי,49,0.86,2023-10-23 17:50:54
צהובה,טיל נגד טנקים,41,0.47,2023-10-26 12:31:11
בודד,בסיס צה״ל,55,0.54,2023-10-23 12:31:32
פטריה,אקדח,70,0.28,2023-10-27 17:14:40
