Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
כלב,ג׳יפ,37,0.54,2023-10-09 01:38:35
צהובה,רימונים,66,0.18,2023-10-25 20:24:23
קודקוד,רובה,43,0.89,2023-10-15 07:14:46
דובדבן,ג׳יפ,73,0.18,2023-10-24 19:44:06
שחור,קו דיוח 897,39,0.2,2023-10-13 03:43:14
עוגה,טיל בליסטי,89,0.59,2023-10-20 02:40:12
תפוז,טיל נגד מטוסים,49,0.67,2023-10-23 03:53:06
חמניות,רקטה,45,0.31,2023-10-16 11:55:22
עץ,רימון,84,0.24,2023-10-17 16:13:13
תפוז,בסיס צה״ל,92,0.57,2023-10-29 02:05:57
קודקוד,טיל נגד טנקים,17,0.71,2023-10-15 17:04:47
דובדבן,טיל נגד טנקים,70,0.18,2023-10-14 17:38:28
צהובה,קו דיוח 453,21,0.56,2023-10-14 23:24:46
עוגה,טיל נגד טנקים,46,0.88,2023-10-07 13:07:04
בודד,רימון,32,0.13,2023-10-12 21:28:26
עוגה,טיל בליסטי,47,0.79,2023-10-15 01:23:42
צהובה,נשק,2,0.41,2023-10-09 06:08:49
ציפור,קו דיוח 897,9,0.15,2023-10-23 20:18:01
כלב,הגבול הדרומי,47,0.54,2023-10-24 22:31:30
קודקוד,רובה,15,0.3,2023-10-19 04:21:58
פטריה,חיילים,92,0.2,2023-10-16 14:21:14
קודקוד,רימון,65,0.45,2023-10-28 18:50:58
כלב,רימון,60,0.81,2023-10-18 20:27:12
כלב,טיל נגד טנקים,22,0.88,2023-10-11 01:42:53
פיסטוק,ג׳בליה,21,0.46,2023-10-23 12:02:09
עץ,מוחמד דף,21,0.82,2023-10-08 17:01:10
קודקוד,טיל נגד מטוסים,77,0.62,2023-10-29 07:52:21
עץ,קסאם,46,0.83,2023-10-16 15:59:07
שחור,קו דיוח 897,7,0.54,2023-10-27 20:05:55
ציפור,רימון,8,0.46,2023-10-28 16:52:26
מחצבה,קסאם,8,0.68,2023-10-13 20:24:21
עץ,עזה,81,0.12,2023-10-20 16:14:03
כלב,טיל בליסטי,28,0.43,2023-10-23 18:02:40
ציפור,מוחמד דף,90,0.63,2023-10-29 07:26:50
חמניות,ג׳יפ,35,0.63,2023-10-08 13:49:21
כלב,חיילים,5,0.52,2023-10-29 17:47:43
ציפור,טיל נגד טנקים,71,0.21,2023-10-12 20:08:41
עוגה,רימונים,29,0.17,2023-10-14 05:57:16
צהובה,תחמושת,73,0.44,2023-10-27 11:48:05
פיסטוק,תחמושת,42,0.37,2023-10-25 15:03:49
ציפור,קסאם,38,0.73,2023-10-22 18:19:10
קודקוד,טיל נגד טנקים,66,0.58,2023-10-10 23:58:49
כלב,קו דיוח 453,33,0.48,2023-10-12 14:40:50
חמניות,רימונים,89,0.68,2023-10-27 02:25:58
דובדבן,חיילים,93,0.5,2023-10-10 14:40:20
בודד,חיילים,42,0.84,2023-10-09 18:59:55
עץ,רקטה,78,0.54,2023-10-26 21:48:28
דובדבן,איסמעיל הנייה,40,0.84,2023-10-22 00:13:26
בודד,תחמושת,28,0.49,2023-10-15 03:13:10
עץ,איסמעיל הנייה,89,0.66,2023-10-29 15:32:51
ציפור,ג׳יפ,39,0.28,2023-10-26 07:04:56
פטריה,עזה,35,0.45,2023-10-18 02:16:24
דובדבן,קו דיוח 897,69,0.7,2023-10-28 03:35:03
פטריה,רימון,45,0.18,2023-10-16 23:14:41
קודקוד,נשק,83,0.72,2023-10-21 22:28:49
תפוז,קו דיוח 162,35,0.26,2023-10-12 22:29:10
תפוז,רפיח,17,0.38,2023-10-23 02:34:13
דובדבן,חיילים,36,0.14,2023-10-26 11:30:06
פטריה,טיל בליסטי,3,0.84,2023-10-19 21:41:46
שחור,קו דיוח 162,85,0.69,2023-10-23 10:09:06
תפוז,מוחמד דף,32,0.83,2023-10-09 09:16:38
תפוז,מוחמד דף,98,0.5,2023-10-14 14:09:24
קודקוד,קו דיוח 897,87,0.76,2023-10-15 19:07:40
עוגה,טיל נגד טנקים,57,0.1,2023-10-17 19:44:26
עץ,קו דיוח 897,44,0.51,2023-10-21 12:47:30
פטריה,הגבול הדרומי,26,0.33,2023-10-13 05:33:34
חמניות,הגבול הדרומי,99,0.59,2023-10-12 11:21:55
פיסטוק,קסאם,65,0.33,2023-10-08 06:10:47
שפן,איסמעיל הנייה,46,0.8,2023-10-12 00:58:37
שחור,ג׳יפ,39,0.76,2023-10-21 12:52:54
פטריה,קו דיוח 897,56,0.31,2023-10-23 18:16:26
פטריה,חיילים,27,0.3,2023-10-18 06:35:09
בודד,קו דיוח 162,59,0.25,2023-10-18 17:16:40
דובדבן,ג׳יפ,27,0.48,2023-10-11 23:50:11
חמניות,עזה,2,0.85,2023-10-10 11:14:31
ציפור,טיל נגד מטוסים,94,0.16,2023-10-17 15:26:53
שפן,ג׳יפ,23,0.83,2023-10-09 11:08:21
שפן,קו דיוח 453,39,0.1,2023-10-17 09:27:11
עוגה,קו דיוח 162,16,0.33,2023-10-27 00:11:35
מחצבה,תחמושת,55,0.49,2023-10-23 21:09:41
מחצבה,קו דיוח 897,44,0.68,2023-10-29 12:56:38
תפוז,טיל נגד טנקים,29,0.29,2023-10-25 15:14:47
עוגה,טיל נגד טנקים,38,0.89,2023-10-15 21:09:05
דובדבן,הגבול הדרומי,53,0.22,2023-10-10 07:13:36
קודקוד,טיל נגד מטוסים,19,0.34,2023-10-28 21:57:39
פטריה,קו דיוח 897,90,0.77,2023-10-28 04:11:58
פטריה,קו דיוח 897,8,0.5,2023-10-25 18:30:24
מחצבה,בסיס צה״ל,79,0.78,2023-10-22 14:16:00
תפוז,קו דיוח 897,94,0.6,2023-10-08 01:25:28
תפוז,קו דיוח 897,2,0.85,2023-10-26 22:58:23
פיסטוק,רקטה,73,0.86,2023-10-20 23:42:33
פטריה,קסאם,17,0.76,2023-10-08 05:37:04
שפן,עזה,92,0.85,2023-10-21 01:54:51
מחצבה,קסאם,77,0.68,2023-10-24 17:56:55
ציפור,נשק,43,0.15,2023-10-19 16:40:32
כלב,רובה,58,0.42,2023-10-26 20:55:57
ציפור,טיל בליסטי,3,0.25,2023-10-11 09:00:53
כלב,ג׳בליה,35,0.49,2023-10-12 11:24:58
פיסטוק,טיל נגד טנקים,39,0.78,2023-10-21 19:17:51
שחור,עזה,83,0.78,2023-10-24 08:26:52
