Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
קודקוד,טיל בליסטי,99,0.66,2023-10-22 04:31:00
תפוז,טיל נגד טנקים,85,0.71,2023-10-29 06:26:43
ציפור,טיל בליסטי,99,0.59,2023-10-20 09:56:20
שפן,נשק,54,0.37,2023-10-23 08:39:31
תפוז,טיל בליסטי,78,0.79,2023-10-16 19:13:41
קודקוד,אקדח,98,0.67,2023-10-13 02:14:01
דובדבן,ג׳יפ,99,0.44,2023-10-21 11:11:02
ציפור,רקטה,100,0.77,2023-10-20 00:31:25
עוגה,ג׳יפ,70,0.62,2023-10-18 02:23:44
פיסטוק,עזה,30,0.12,2023-10-23 21:44:28
פיסטוק,איסמעיל הנייה,84,0.2,2023-10-19 08:20:44
פיסטוק,עזה,38,0.17,2023-10-23 15:56:30
עץ,עזה,54,0.12,2023-10-21 12:35:06
פיסטוק,תחמושת,33,0.38,2023-10-29 11:38:43
דובדבן,ג׳בליה,39,0.79,2023-10-28 16:49:11
קודקוד,ג׳יפ,7,0.88,2023-10-22 05:01:37
קודקוד,רימון,95,0.28,2023-10-13 14:55:17
בודד,קסאם,86,0.62,2023-10-18 21:55:48
עוגה,טיל בליסטי,40,0.28,2023-10-11 01:30:18
תפוז,רקטה,4,0.37,2023-10-12 11:33:27
קודקוד,מוחמד דף,80,0.72,2023-10-21 07:01:24
צהובה,רימון,67,0.13,2023-10-23 03:52:09
מחצבה,מוחמד דף,51,0.5,2023-10-29 12:48:20
קודקוד,רימון,67,0.79,2023-10-17 02:48:51
עץ,רימון,94,0.58,2023-10-16 04:20:31
קודקוד,חיילים,54,0.18,2023-10-13 06:39:52
פיסטוק,חיילים,30,0.58,2023-10-22 09:19:31
שחור,קו דיוח 162,4,0.58,2023-10-26 17:19:43
כלב,טיל נגד מטוסים,57,0.49,2023-10-27 06:02:22
חמניות,תחמושת,6,0.41,2023-10-26 09:31:58
בודד,נשק,55,0.26,2023-10-17 23:30:43
קודקוד,ג׳בליה,58,0.77,2023-10-09 07:53:38
חמניות,קו דיוח 897,82,0.44,2023-10-21 08:16:27
עוגה,קו דיוח 162,93,0.56,2023-10-23 07:50:28
בודד,ג׳יפ,55,0.63,2023-10-19 08:36:03
פיסטוק,רובה,88,0.4,2023-10-25 11:46:54
מחצבה,חיילים,56,0.5,2023-10-12 22:54:56
קודקוד,מוחמד דף,7,0.45,2023-10-23 08:05:44
פיסטוק,טיל בליסטי,38,0.62,2023-10-18 07:27:52
עוגה,קסאם,60,0.88,2023-10-21 20:02:45
כלב,רובה,13,0.57,2023-10-10 13:24:56
צהובה,אקדח,82,0.27,2023-10-14 17:22:28
פטריה,איסמעיל הנייה,76,0.47,2023-10-19 02:40:57
בודד,אקדח,40,0.68,2023-10-18 11:18:55
פיסטוק,רובה,67,0.49,2023-10-19 05:27:19
