Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
בודד,קו דיוח 897,94,0.4,2023-10-08 13:02:06
פיסטוק,הגבול הדרומי,18,0.77,2023-10-28 08:59:02
קודקוד,מוחמד דף,42,0.68,2023-10-21 02:21:05
מחצבה,הגבול הדרומי,17,0.21,2023-10-13 22:51:03
שפן,אקדח,48,0.62,2023-10-16 04:19:59
כלב,רובה,60,0.44,2023-10-25 16:12:50
עוגה,אקדח,87,0.32,2023-10-15 18:26:05
עץ,קו דיוח 162,8,0.29,2023-10-07 11:04:32
מחצבה,טיל נגד מטוסים,66,0.61,2023-10-11 05:34:06
צהובה,קסאם,61,0.51,2023-10-07 00:33:55
מחצבה,קסאם,91,0.68,2023-10-12 23:33:15
כלב,בסיס צה״ל,88,0.8,2023-10-26 06:35:22
ציפור,רימון,62,0.19,2023-10-29 11:30:20
תפוז,רימונים,83,0.76,2023-10-10 21:05:17
שפן,תחמושת,8,0.75,2023-10-20 18:43:59
פיסטוק,חיילים,77,0.41,2023-10-07 10:24:35
כלב,טיל בליסטי,44,0.24,2023-10-16 05:59:05
עץ,קסאם,49,0.51,2023-10-19 01:26:11
בודד,הגבול הדרומי,2,0.89,2023-10-08 22:04:38
קודקוד,רימון,72,0.59,2023-10-23 19:37:12
עוגה,אקדח,46,0.28,2023-10-25 05:26:44
קודקוד,ג׳יפ,9,0.17,2023-10-29 02:09:06
חמניות,רימונים,63,0.31,2023-10-29 14:44:40
שפן,טיל בליסטי,100,0.72,2023-10-07 05:54:18
ציפור,רובה,100,0.24,2023-10-09 20:42:17
צהובה,קו דיוח 162,66,0.6,2023-10-25 02:41:22
קודקוד,עזה,12,0.68,2023-10-21 17:10:14
עץ,הגבול הדרומי,79,0.44,2023-10-12 01:27:46
דובדבן,אקדח,88,0.35,2023-10-19 04:09:06
ציפור,איסמעיל הנייה,100,0.53,2023-10-08 03:44:47
פטריה,ג׳יפ,44,0.41,2023-10-24 18:19:36
תפוז,טיל נגד טנקים,34,0.33,2023-10-07 14:00:18
עץ,אקדח,94,0.53,2023-10-07 04:34:55
עוגה,קסאם,62,0.41,2023-10-11 06:05:32
כלב,רובה,59,0.85,2023-10-19 23:41:01
שפן,קו דיוח 897,83,0.38,2023-10-10 03:19:12
צהובה,קו דיוח 453,90,0.1,2023-10-07 14:01:18
שחור,טיל נגד טנקים,35,0.58,2023-10-24 23:07:41
ציפור,טיל נגד טנקים,81,0.38,2023-10-24 06:37:02
שפן,קו דיוח 897,8,0.7,2023-10-08 05:18:15
פיסטוק,עזה,64,0.37,2023-10-11 11:46:26
צהובה,עזה,7,0.54,2023-10-28 21:15:52
דובדבן,עזה,19,0.85,2023-10-10 07:36:28
דובדבן,אקדח,8,0.44,2023-10-10 11:22:06
צהובה,הגבול הדרומי,97,0.88,2023-10-17 01:31:53
עץ,עזה,42,0.87,2023-10-28 00:36:26
קודקוד,ג׳בליה,67,0.78,2023-10-11 00:39:44
פיסטוק,איסמעיל הנייה,11,0.43,2023-10-07 08:24:15
תפוז,טיל נגד מטוסים,75,0.77,2023-10-24 16:09:20
חמניות,הגבול הדרומי,66,0.85,2023-10-16 14:43:42
עץ,טיל נגד טנקים,20,0.65,2023-10-22 12:41:49
שחור,ג׳יפ,90,0.64,2023-10-08 16:29:42
ציפור,בסיס צה״ל,84,0.32,2023-10-25 21:06:09
פטריה,טיל נגד מטוסים,58,0.39,2023-10-15 00:22:18
עוגה,טיל בליסטי,43,0.36,2023-10-16 03:32:27
שפן,חיילים,97,0.36,2023-10-07 07:24:15
צהובה,רובה,10,0.52,2023-10-09 04:56:17
שפן,ג׳יפ,80,0.5,2023-10-13 05:05:40
דובדבן,אקדח,77,0.18,2023-10-08 22:44:17
דובדבן,קו דיוח 162,68,0.14,2023-10-26 06:39:27
צהובה,נשק,34,0.3,2023-10-12 05:55:46
עוגה,רקטה,8,0.28,2023-10-23 09:04:28
עץ,קסאם,91,0.8,2023-10-25 05:37:06
ציפור,אקדח,67,0.6,2023-10-14 18:16:24
חמניות,מוחמד דף,20,0.62,2023-10-26 12:58:54
שחור,חיילים,25,0.2,2023-10-10 11:14:54
תפוז,רפיח,32,0.75,2023-10-18 16:52:22
עץ,קסאם,67,0.48,2023-10-11 17:04:00
תפוז,רקטה,37,0.79,2023-10-28 03:39:45
חמניות,אקדח,85,0.35,2023-10-29 04:56:45
חמניות,רפיח,75,0.54,2023-10-28 16:59:16
ציפור,טיל בליסטי,99,0.18,2023-10-13 20:11:40
פטריה,תחמושת,98,0.4,2023-10-07 12:14:16
שחור,הגבול הדרומי,48,0.5,2023-10-11 20:03:11
פטריה,ג׳בליה,23,0.82,2023-10-28 15:30:36
פיסטוק,טיל נגד טנקים,76,0.62,2023-10-28 00:26:55
מחצבה,קו דיוח 162,38,0.33,2023-10-29 03:56:39
שחור,איסמעיל הנייה,20,0.82,2023-10-29 10:29:04
ציפור,מוחמד דף,26,0.36,2023-10-22 16:15:29
דובדבן,מוחמד דף,11,0.37,2023-10-20 16:50:05
שפן,טיל נגד מטוסים,78,0.71,2023-10-26 12:17:00
מחצבה,מוחמד דף,7,0.19,2023-10-08 23:07:36
תפוז,קו דיוח 897,74,0.45,2023-10-12 10:21:11
עץ,תחמושת,15,0.35,2023-10-09 12:39:08
שפן,רפיח,5,0.41,2023-10-23 05:00:39
פטריה,איסמעיל הנייה,69,0.8,2023-10-20 02:38:49
שפן,קסאם,80,0.51,2023-10-29 21:00:08
פיסטוק,קו דיוח 897,15,0.78,2023-10-29 01:20:09
פטריה,רובה,15,0.57,2023-10-13 10:03:31
שפן,רימונים,89,0.15,2023-10-19 20:51:25
פיסטוק,נשק,29,0.79,2023-10-29 20:09:34
פיסטוק,רימון,65,0.39,2023-10-25 18:21:36
קודקוד,מוחמד דף,20,0.66,2023-10-22 14:03:14
מחצבה,קו דיוח 162,52,0.63,2023-10-23 12:19:59
קודקוד,טיל בליסטי,99,0.82,2023-10-12 08:32:32
חמניות,רימונים,24,0.9,2023-10-07 10:46:54
שפן,רקטה,94,0.57,2023-10-10 05:41:56
ציפור,קסאם,69,0.5,2023-10-13 07:20:45
שחור,רימון,85,0.54,2023-10-09 17:57:17
מחצבה,נשק,73,0.44,2023-10-10 02:01:36
