Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
בודד,קו דיוח 162,46,0.6,2023-10-11 09:40:08
בודד,עזה,69,0.56,2023-10-13 05:35:27
שחור,תחמושת,92,0.64,2023-10-18 00:55:53
קודקוד,חיילים,53,0.69,2023-10-07 07:43:59
מחצבה,ג׳בליה,42,0.86,2023-10-27 15:23:39
בודד,אקדח,49,0.28,2023-10-23 01:07:20
מחצבה,רימון,63,0.49,2023-10-13 18:05:26
חמניות,רפיח,79,0.22,2023-10-18 12:28:16
עוגה,קו דיוח 897,7,0.34,2023-10-28 09:23:36
שפן,ג׳בליה,19,0.86,2023-10-09 07:02:47
חמניות,קסאם,63,0.45,2023-10-15 23:09:31
ציפור,טיל נגד טנקים,16,0.36,2023-10-23 12:19:53
דובדבן,הגבול הדרומי,58,0.61,2023-10-15 02:35:18
פטריה,נשק,50,0.41,2023-10-26 17:13:17
עץ,תחמושת,44,0.88,2023-10-16 19:29:11
בודד,טיל בליסטי,7,0.58,2023-10-20 00:45:03
שחור,טיל בליסטי,1,0.54,2023-10-11 07:24:03
בודד,רובה,70,0.11,2023-10-17 03:22:07
חמניות,אקדח,27,0.43,2023-10-24 21:31:08
בודד,קו דיוח 162,56,0.67,2023-10-10 14:15:04
צהובה,קו דיוח 897,82,0.67,2023-10-26 22:42:20
עוגה,רובה,67,0.88,2023-10-28 04:40:12
שחור,רקטה,51,0.6,2023-10-25 16:44:20
קודקוד,בסיס צה״ל,17,0.24,2023-10-23 16:06:09
עוגה,רימון,25,0.85,2023-10-18 07:00:56
עץ,ג׳יפ,65,0.67,2023-10-17 12:05:59
צהובה,איסמעיל הנייה,48,0.26,2023-10-18 12:09:36
שחור,תחמושת,22,0.56,2023-10-07 09:32:17
תפוז,רובה,66,0.37,2023-10-27 11:43:07
פיסטוק,רובה,38,0.82,2023-10-10 14:48:25
דובדבן,רימון,47,0.46,2023-10-17 14:01:11
דובדבן,קו דיוח 453,53,0.53,2023-10-22 22:25:27
פיסטוק,ג׳בליה,4,0.36,2023-10-26 21:27:03
תפוז,ג׳יפ,34,0.13,2023-10-14 13:51:22
קודקוד,רקטה,67,0.1,2023-10-19 16:03:19
פטריה,מוחמד דף,57,0.17,2023-10-23 04:53:25
כלב,נשק,6,0.46,2023-10-08 11:21:49
