Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
שפן,רובה,62,0.88,2023-10-26 04:51:15
מחצבה,חיילים,29,0.14,2023-10-25 13:14:21
דובדבן,טיל בליסטי,95,0.34,2023-10-26 09:57:49
ציפור,קו דיוח 162,79,0.8,2023-10-14 07:55:44
דובדבן,איסמעיל הנייה,33,0.57,2023-10-27 01:58:44
בודד,קו דיוח 162,71,0.87,2023-10-26 00:30:39
שפן,איסמעיל הנייה,51,0.33,2023-10-25 05:32:32
בודד,ג׳בליה,51,0.85,2023-10-21 13:14:37
עוגה,נשק,92,0.2,2023-10-15 17:16:59
עץ,רימון,54,0.86,2023-10-12 08:43:46
פיסטוק,איסמעיל הנייה,97,0.52,2023-10-11 21:03:03
דובדבן,ג׳בליה,49,0.75,2023-10-19 21:13:36
מחצבה,הגבול הדרומי,60,0.59,2023-10-07 21:19:55
קודקוד,קו דיוח 897,94,0.14,2023-10-13 17:45:14
דובדבן,רובה,72,0.43,2023-10-10 14:04:29
עץ,תחמושת,7,0.69,2023-10-27 18:34:08
דובדבן,קו דיוח 162,42,0.45,2023-10-25 20:27:46
עוגה,תחמושת,97,0.21,2023-10-14 14:27:49
עץ,בסיס צה״ל,61,0.25,2023-10-15 10:13:58
קודקוד,ג׳יפ,53,0.11,2023-10-24 03:32:32
פיסטוק,רקטה,24,0.81,2023-10-10 01:48:16
בודד,איסמעיל הנייה,83,0.63,2023-10-18 22:25:50
ציפור,רובה,23,0.34,2023-10-17 02:22:10
צהובה,איסמעיל הנייה,41,0.12,2023-10-08 14:19:50
מחצבה,קסאם,81,0.78,2023-10-25 20:30:29
חמניות,הגבול הדרומי,53,0.81,2023-10-21 21:10:55
שחור,ג׳יפ,75,0.36,2023-10-25 18:37:18
פיסטוק,קו דיוח 897,7,0.16,2023-10-09 13:23:48
כלב,טיל נגד טנקים,87,0.4,2023-10-24 16:11:07
שפן,תחמושת,88,0.86,2023-10-09 07:27:39
פטריה,רקטה,34,0.34,2023-10-22 20:34:31
כלב,תחמושת,79,0.11,2023-10-23 04:11:49
בודד,טיל בליסטי,81,0.81,2023-10-11 20:39:00
מחצבה,טיל נגד טנקים,97,0.43,2023-10-20 20:35:59
מחצבה,רפיח,91,0.47,2023-10-23 18:04:49
ציפור,עזה,55,0.77,2023-10-20 03:29:16
ציפור,רפיח,42,0.36,2023-10-27 09:03:21
חמניות,חיילים,81,0.25,2023-10-23 00:08:34
מחצבה,רקטה,66,0.23,2023-10-12 06:51:26
שחור,קסאם,52,0.61,2023-10-12 01:29:32
חמניות,מוחמד דף,53,0.79,2023-10-20 11:47:15
תפוז,רקטה,65,0.58,2023-10-22 10:36:16
קודקוד,הגבול הדרומי,86,0.65,2023-10-29 14:44:35
פיסטוק,קסאם,61,0.62,2023-10-19 19:11:23
שחור,נשק,41,0.43,2023-10-07 11:09:07
חמניות,חיילים,56,0.62,2023-10-11 12:18:49
קודקוד,אקדח,78,0.55,2023-10-15 02:00:15
