Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
צהובה,ג׳יפ,65,0.33,2023-10-12 23:52:57
כלב,קו דיוח 162,7,0.59,2023-10-14 19:38:07
פטריה,רובה,23,0.59,2023-10-09 07:59:24
קודקוד,טיל נגד טנקים,84,0.77,2023-10-16 03:57:08
ציפור,חיילים,17,0.78,2023-10-19 10:54:03
ציפור,רימונים,40,0.28,2023-10-16 04:15:13
פיסטוק,קו דיוח 897,74,0.77,2023-10-13 03:33:53
מחצבה,ג׳יפ,26,0.5,2023-10-14 23:53:31
שפן,רובה,42,0.12,2023-10-19 23:01:05
מחצבה,רימון,53,0.5,2023-10-22 08:49:12
מחצבה,מוחמד דף,3,0.64,2023-10-18 20:04:27
שחור,רובה,95,0.62,2023-10-26 04:29:27
שפן,קו דיוח 453,65,0.85,2023-10-28 22:40:04
ציפור,טיל נגד מטוסים,91,0.37,2023-10-27 20:35:39
עוגה,קו דיוח 453,61,0.47,2023-10-08 16:55:22
דובדבן,רובה,37,0.8,2023-10-18 02:12:44
שחור,רפיח,36,0.69,2023-10-28 14:22:08
שפן,קו דיוח 162,4,0.36,2023-10-14 08:15:52
דובדבן,ג׳בליה,69,0.45,2023-10-09 21:12:02
צהובה,תחמושת,51,0.69,2023-10-14 04:17:51
בודד,רקטה,96,0.46,2023-10-09 07:26:12
ציפור,רובה,50,0.88,2023-10-23 00:16:45
כלב,טיל בליסטי,26,0.25,2023-10-23 06:31:33
קודקוד,תחמושת,7,0.32,2023-10-14 22:47:15
ציפור,טיל נגד מטוסים,30,0.19,2023-10-09 23:04:07
בודד,נשק,85,0.16,2023-10-11 10:56:10
דובדבן,רובה,61,0.74,2023-10-14 13:25:58
שחור,תחמושת,90,0.6,2023-10-27 09:39:48
דובדבן,רימונים,1,0.69,2023-10-12 12:07:25
כלב,טיל נגד מטוסים,32,0.35,2023-10-09 15:34:44
בודד,רימונים,48,0.13,2023-10-11 18:35:45
ציפור,קו דיוח 162,43,0.59,2023-10-13 19:22:16
כלב,בסיס צה״ל,9,0.56,2023-10-24 22:32:53
כלב,הגבול הדרומי,71,0.51,2023-10-10 23:35:28
מחצבה,הגבול הדרומי,40,0.24,2023-10-19 20:23:29
מחצבה,הגבול הדרומי,21,0.67,2023-10-29 15:14:25
פיסטוק,קסאם,9,0.33,2023-10-14 07:57:17
שפן,ג׳יפ,94,0.49,2023-10-26 21:58:52
ציפור,חיילים,77,0.2,2023-10-23 05:24:05
עץ,עזה,26,0.27,2023-10-13 23:35:12
תפוז,תחמושת,27,0.16,2023-10-15 16:18:17
דובדבן,רפיח,10,0.7,2023-10-08 08:30:56
פיסטוק,אקדח,64,0.47,2023-10-25 13:29:07
שחור,רפיח,22,0.54,2023-10-13 17:13:56
כלב,הגבול הדרומי,21,0.17,2023-10-20 12:50:23
דובדבן,רובה,8,0.46,2023-10-10 16:41:18
כלב,רימונים,52,0.41,2023-10-10 17:09:23
ציפור,טיל נגד מטוסים,25,0.8,2023-10-20 09:23:41
קודקוד,רימונים,59,0.36,2023-10-28 12:52:45
כלב,עזה,21,0.56,2023-10-29 07:56:32
ציפור,בסיס צה״ל,44,0.84,2023-10-14 14:06:50
פיסטוק,קסאם,62,0.6,2023-10-27 20:43:29
פיסטוק,טיל נגד מטוסים,7,0.13,2023-10-16 21:13:36
צהובה,טיל נגד מטוסים,36,0.41,2023-10-20 02:41:29
בודד,טיל בליסטי,68,0.47,2023-10-26 13:21:33
חמניות,רימונים,21,0.43,2023-10-18 06:35:05
ציפור,טיל נגד מטוסים,43,0.39,2023-10-14 08:54:04
תפוז,מוחמד דף,16,0.49,2023-10-12 08:27:29
דובדבן,קו דיוח 897,30,0.14,2023-10-14 01:57:34
שפן,הגבול הדרומי,84,0.57,2023-10-28 01:53:06
חמניות,רובה,15,0.23,2023-10-22 07:54:44
צהובה,טיל נגד טנקים,69,0.3,2023-10-16 00:06:35
פיסטוק,בסיס צה״ל,20,0.77,2023-10-26 19:07:09
ציפור,טיל נגד טנקים,96,0.53,2023-10-26 09:09:51
שחור,קו דיוח 162,56,0.57,2023-10-19 01:47:46
בודד,רפיח,19,0.17,2023-10-12 04:09:27
פטריה,עזה,70,0.69,2023-10-14 09:21:08
עוגה,ג׳יפ,60,0.38,2023-10-12 02:37:38
שפן,בסיס צה״ל,12,0.47,2023-10-14 11:07:48
קודקוד,ג׳יפ,94,0.53,2023-10-20 05:36:59
בודד,קו דיוח 897,26,0.66,2023-10-09 00:10:03
מחצבה,רימונים,27,0.49,2023-10-12 08:09:50
שפן,אקדח,78,0.66,2023-10-23 10:21:11
בודד,עזה,23,0.53,2023-10-09 08:53:02
מחצבה,קו דיוח 897,83,0.36,2023-10-16 22:24:29
עץ,עזה,84,0.72,2023-10-07 04:20:35
חמניות,ג׳בליה,31,0.56,2023-10-20 20:51:17
מחצבה,ג׳יפ,35,0.85,2023-10-09 13:10:15
שפן,תחמושת,56,0.32,2023-10-19 04:30:41
שפן,ג׳יפ,82,0.69,2023-10-12 21:58:06
צהובה,רפיח,100,0.37,2023-10-14 02:54:11
קודקוד,אקדח,87,0.79,2023-10-20 02:09:01
כלב,קסאם,12,0.17,2023-10-08 18:16:16
צהובה,רפיח,84,0.83,2023-10-11 20:34:01
חמניות,עזה,79,0.47,2023-10-24 17:39:01
כלב,טיל נגד טנקים,39,0.71,2023-10-09 03:13:21
פיסטוק,רובה,32,0.29,2023-10-15 07:14:45
עוגה,טיל בליסטי,54,0.39,2023-10-23 03:53:58
פטריה,איסמעיל הנייה,10,0.76,2023-10-07 23:50:30
ציפור,ג׳בליה,52,0.14,2023-10-28 07:29:50
ציפור,רובה,44,0.26,2023-10-15 10:24:52
פטריה,אקדח,32,0.82,2023-10-24 06:03:19
קודקוד,טיל נגד טנקים,40,0.25,2023-10-18 12:51:14
שפן,רימון,33,0.17,2023-10-09 17:28:26
בודד,קו דיוח 897,75,0.81,2023-10-25 23:58:53
חמניות,קו דיוח 162,22,0.23,2023-10-14 09:24:05
שחור,איסמעיל הנייה,23,0.87,2023-10-09 14:01:11
ציפור,בסיס צה״ל,67,0.26,2023-10-26 01:05:51
עץ,רימון,13,0.36,2023-10-22 12:25:58
עוגה,ג׳בליה,77,0.11,2023-10-29 11:06:32
