Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
מחצבה,רימון,1,0.72,2023-10-08 10:20:37
פיסטוק,רובה,28,0.82,2023-10-22 11:38:57
עוגה,בסיס צה״ל,55,0.69,2023-10-13 14:18:01
בודד,ג׳יפ,43,0.82,2023-10-21 14:50:12
תפוז,קו דיוח 162,97,0.33,2023-10-16 14:28:55
תפוז,קסאם,12,0.29,2023-10-11 18:58:44
שפן,איסמעיל הנייה,61,0.82,2023-10-15 21:43:51
תפוז,טיל נגד טנקים,27,0.71,2023-10-16 10:01:51
קודקוד,נשק,93,0.83,2023-10-14 01:05:29
ציפור,רימונים,60,0.89,2023-10-28 16:34:32
דובדבן,עזה,7,0.43,2023-10-13 13:30:40
חמניות,רימון,74,0.81,2023-10-24 10:46:57
פיסטוק,טיל נגד טנקים,52,0.65,2023-10-08 13:17:05
מחצבה,רימונים,69,0.4,2023-10-07 19:49:12
צהובה,קו דיוח 453,95,0.63,2023-10-13 13:52:56
שחור,טיל נגד טנקים,82,0.37,2023-10-15 09:09:44
דובדבן,טיל נגד מטוסים,45,0.13,2023-10-13 15:22:02
מחצבה,נשק,51,0.35,2023-10-17 10:33:20
קודקוד,רפיח,71,0.35,2023-10-25 16:06:29
שפן,טיל נגד מטוסים,77,0.12,2023-10-12 11:08:27
עץ,רובה,5,0.46,2023-10-17 22:09:57
שחור,טיל בליסטי,97,0.41,2023-10-22 20:45:44
שפן,טיל בליסטי,83,0.21,2023-10-21 00:35:16
פטריה,טיל נגד טנקים,12,0.75,2023-10-26 15:48:57
קודקוד,רובה,11,0.44,2023-10-19 09:20:52
כלב,איסמעיל הנייה,99,0.56,2023-10-18 02:34:50
פטריה,טיל בליסטי,81,0.39,2023-10-08 15:47:25
עוגה,חיילים,95,0.69,2023-10-26 06:31:11
שפן,קו דיוח 453,25,0.22,2023-10-16 13:07:06
בודד,טיל בליסטי,81,0.89,2023-10-14 01:20:00
עוגה,רקטה,32,0.69,2023-10-11 15:22:34
פיסטוק,הגבול הדרומי,99,0.24,2023-10-12 17:45:54
עץ,טיל בליסטי,96,0.39,2023-10-22 05:23:53
צהובה,רקטה,71,0.14,2023-10-10 11:32:17
שחור,קו דיוח 897,52,0.55,2023-10-15 12:48:00
קודקוד,רובה,42,0.84,2023-10-16 02:07:30
שחור,ג׳בליה,34,0.4,2023-10-24 11:12:16
בודד,נשק,42,0.2,2023-10-27 17:29:50
עוגה,עזה,44,0.29,2023-10-09 08:00:08
