Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
קודקוד,חיילים,69,0.21,2023-10-24 14:47:56
בודד,טיל נגד טנקים,94,0.67,2023-10-14 17:20:06
פטריה,מוחמד דף,98,0.39,2023-10-24 06:38:48
שחור,אקדח,25,0.22,2023-10-07 22:34:20
שחור,מוחמד דף,6,0.82,2023-10-21 23:39:58
חמניות,הגבול הדרומי,14,0.84,2023-10-14 14:44:07
עץ,בסיס צה״ל,29,0.28,2023-10-20 18:35:37
בודד,רקטה,3,0.36,2023-10-18 21:11:51
שפן,עזה,58,0.18,2023-10-19 21:50:30
שפן,טיל בליסטי,84,0.8,2023-10-25 03:47:00
עץ,מוחמד דף,5,0.25,2023-10-22 15:58:34
פטריה,מוחמד דף,66,0.75,2023-10-27 20:31:36
דובדבן,רפיח,65,0.18,2023-10-18 17:43:13
מחצבה,חיילים,27,0.69,2023-10-18 03:19:03
חמניות,ג׳בליה,28,0.27,2023-10-28 23:51:49
כלב,קו דיוח 453,28,0.89,2023-10-23 15:56:41
כלב,רובה,32,0.52,2023-10-27 21:03:46
עץ,טיל בליסטי,90,0.14,2023-10-20 11:39:09
שפן,טיל נגד טנקים,98,0.73,2023-10-29 12:49:38
מחצבה,טיל בליסטי,85,0.25,2023-10-09 20:37:23
פיסטוק,נשק,92,0.6,2023-10-28 14:54:50
בודד,קו דיוח 162,66,0.82,2023-10-17 09:30:36
פיסטוק,קו דיוח 162,10,0.83,2023-10-16 18:54:08
תפוז,תחמושת,80,0.67,2023-10-25 16:05:33
שחור,בסיס צה״ל,5,0.88,2023-10-15 07:38:18
פיסטוק,מוחמד דף,25,0.29,2023-10-08 07:55:12
חמניות,תחמושת,45,0.41,2023-10-21 09:46:32
שפן,ג׳יפ,80,0.7,2023-10-24 08:04:48
שפן,אקדח,34,0.53,2023-10-14 23:50:46
מחצבה,קו דיוח 897,45,0.5,2023-10-28 04:21:36
חמניות,רימונים,52,0.56,2023-10-15 11:30:23
עוגה,רקטה,4,0.15,2023-10-24 21:58:42
בודד,עזה,53,0.69,2023-10-26 02:38:55
שחור,הגבול הדרומי,74,0.23,2023-10-25 20:14:21
חמניות,אקדח,89,0.8,2023-10-16 22:37:11
בודד,נשק,74,0.56,2023-10-25 06:48:13
קודקוד,רימון,60,0.74,2023-10-22 23:15:43
פטריה,ג׳בליה,53,0.24,2023-10-09 19:27:06
עץ,טיל נגד מטוסים,90,0.19,2023-10-28 11:54:19
בודד,רובה,86,0.39,2023-10-13 10:54:42
דובדבן,הגבול הדרומי,61,0.16,2023-10-29 06:17:27
עוגה,קו דיוח 162,50,0.59,2023-10-28 18:48:55
קודקוד,טיל נגד מטוסים,47,0.4,2023-10-28 20:02:16
עץ,נשק,69,0.31,2023-10-11 10:15:36
ציפור,רקטה,84,0.42,2023-10-27 00:11:43
פיסטוק,תחמושת,54,0.85,2023-10-07 16:06:26
שפן,קו דיוח 897,10,0.85,2023-10-19 11:51:20
קודקוד,קו דיוח 897,21,0.25,2023-10-24 22:01:33
שחור,קו דיוח 453,91,0.83,2023-10-13 18:17:07
כלב,תחמושת,84,0.68,2023-10-12 15:02:19
שפן,תחמושת,19,0.44,2023-10-16 06:22:23
תפוז,רפיח,84,0.53,2023-10-23 03:17:03
פיסטוק,רפיח,22,0.81,2023-10-22 08:48:40
שחור,רפיח,12,0.78,2023-10-29 22:31:17
קודקוד,ג׳יפ,16,0.16,2023-10-23 07:31:10
עוגה,ג׳בליה,9,0.15,2023-10-16 09:48:32
קודקוד,רובה,17,0.62,2023-10-29 01:53:44
דובדבן,מוחמד דף,54,0.61,2023-10-14 03:53:12
פיסטוק,בסיס צה״ל,76,0.81,2023-10-15 14:45:14
מחצבה,נשק,47,0.72,2023-10-13 11:03:10
עץ,אקדח,47,0.38,2023-10-23 00:50:15
ציפור,ג׳יפ,44,0.85,2023-10-07 19:53:06
שפן,חיילים,76,0.35,2023-10-08 23:34:39
עוגה,רימון,93,0.79,2023-10-22 11:42:13
תפוז,רובה,60,0.31,2023-10-29 23:53:02
בודד,קו דיוח 162,40,0.89,2023-10-19 15:17:30
פטריה,קו דיוח 453,30,0.38,2023-10-19 22:27:51
מחצבה,רקטה,14,0.14,2023-10-13 07:03:22
פטריה,נשק,46,0.66,2023-10-24 09:27:39
תפוז,ג׳יפ,9,0.15,2023-10-08 11:46:09
בודד,בסיס צה״ל,52,0.61,2023-10-14 23:15:09
דובדבן,איסמעיל הנייה,6,0.14,2023-10-10 13:08:02
שחור,רובה,4,0.48,2023-10-13 16:47:30
צהובה,אקדח,66,0.47,2023-10-21 13:46:32
ציפור,טיל נגד מטוסים,39,0.58,2023-10-23 07:00:49
מחצבה,מוחמד דף,34,0.87,2023-10-11 15:07:22
צהובה,טיל נגד טנקים,94,0.7,2023-10-15 11:57:30
בודד,רימון,90,0.85,2023-10-09 04:00:44
ציפור,עזה,39,0.86,2023-10-20 05:25:30
מחצבה,קסאם,98,0.73,2023-10-09 20:07:48
שחור,רימון,97,0.66,2023-10-13 16:43:32
חמניות,רקטה,45,0.33,2023-10-08 10:57:27
צהובה,קו דיוח 162,6,0.11,2023-10-23 03:55:00
בודד,טיל נגד מטוסים,56,0.29,2023-10-21 02:10:27
בודד,עזה,50,0.4,2023-10-09 06:42:11
שפן,רימון,70,0.44,2023-10-18 07:45:29
תפוז,רימון,81,0.64,2023-10-09 17:03:03
עוגה,קסאם,44,0.11,2023-10-20 03:15:39
עץ,רימונים,44,0.54,2023-10-08 17:45:27
כלב,קו דיוח 162,88,0.41,2023-10-24 15:16:42
תפוז,הגבול הדרומי,70,0.13,2023-10-28 16:07:40
תפוז,רובה,76,0.46,2023-10-09 06:22:09
פטריה,רובה,40,0.67,2023-10-07 21:55:55
בודד,רקטה,62,0.16,2023-10-29 18:10:34
שחור,רימונים,44,0.32,2023-10-08 16:15:05
צהובה,טיל נגד טנקים,96,0.71,2023-10-13 06:43:34
מחצבה,תחמושת,19,0.47,2023-10-08 18:20:04
תפוז,תחמושת,1,0.59,2023-10-28 13:22:46
צהובה,ג׳יפ,11,0.29,2023-10-23 01:31:04
עוגה,רימונים,22,0.28,2023-10-23 17:48:49
