Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
שחור,אקדח,52,0.36,2023-10-20 01:04:34
דובדבן,איסמעיל הנייה,38,0.66,2023-10-17 02:11:20
עץ,קו דיוח 897,4,0.79,2023-10-14 08:55:35
פיסטוק,טיל נגד טנקים,60,0.67,2023-10-10 12:48:06
עוגה,ג׳בליה,8,0.81,2023-10-13 19:45:25
חמניות,חיילים,31,0.55,2023-10-23 12:21:35
שפן,מוחמד דף,49,0.37,2023-10-18 09:36:39
דובדבן,טיל נגד מטוסים,78,0.17,2023-10-14 02:01:19
תפוז,אקדח,98,0.61,2023-10-26 14:30:33
ציפור,טיל בליסטי,92,0.89,2023-10-12 08:50:27
שפן,הגבול הדרומי,52,0.88,2023-10-26 11:10:06
קודקוד,עזה,56,0.43,2023-10-09 07:00:41
עץ,טיל נגד טנקים,49,0.83,2023-10-09 13:13:37
חמניות,מוחמד דף,10,0.85,2023-10-10 13:34:38
פיסטוק,טיל נגד מטוסים,17,0.42,2023-10-10 05:02:47
קודקוד,חיילים,60,0.38,2023-10-24 15:12:00
בודד,רקטה,1,0.85,2023-10-08 11:30:06
דובדבן,הגבול הדרומי,29,0.69,2023-10-24 04:39:00
כלב,קסאם,99,0.12,2023-10-18 11:44:56
שחור,איסמעיל הנייה,20,0.56,2023-10-24 20:16:44
פטריה,רובה,19,0.4,2023-10-07 04:23:09
עוגה,רקטה,49,0.36,2023-10-17 02:06:12
קודקוד,מוחמד דף,91,0.27,2023-10-28 04:07:34
שפן,קו דיוח 162,19,0.85,2023-10-22 20:20:56
תפוז,בסיס צה״ל,15,0.44,2023-10-09 22:38:24
עץ,בסיס צה״ל,100,0.84,2023-10-18 14:49:22
ציפור,איסמעיל הנייה,75,0.88,2023-10-08 07:23:22
מחצבה,טיל נגד מטוסים,48,0.57,2023-10-22 20:14:54
ציפור,רובה,42,0.64,2023-10-17 02:41:52
צהובה,ג׳בליה,20,0.86,2023-10-25 12:47:44
בודד,רפיח,81,0.39,2023-10-28 16:49:53
חמניות,נשק,71,0.8,2023-10-20 06:58:35
עץ,רימונים,93,0.54,2023-10-17 20:09:35
כלב,רפיח,37,0.61,2023-10-25 08:33:07
בודד,ג׳יפ,79,0.14,2023-10-09 13:07:21
מחצבה,מוחמד דף,88,0.57,2023-10-13 21:48:35
שפן,אקדח,100,0.78,2023-10-14 19:58:36
ציפור,אקדח,49,0.49,2023-10-21 14:35:21
צהובה,קו דיוח 162,15,0.58,2023-10-23 14:22:33
קודקוד,טיל בליסטי,86,0.72,2023-10-12 15:31:40
עץ,הגבול הדרומי,48,0.65,2023-10-10 20:54:02
קודקוד,ג׳יפ,22,0.39,2023-10-16 22:39:15
צהובה,קו דיוח 453,48,0.12,2023-10-11 08:55:16
בודד,ג׳יפ,27,0.72,2023-10-07 01:30:34
קודקוד,רימון,98,0.14,2023-10-27 11:41:04
שחור,חיילים,94,0.59,2023-10-18 12:50:35
תפוז,טיל נגד מטוסים,73,0.2,2023-10-17 16:31:22
מחצבה,קסאם,9,0.86,2023-10-18 02:22:25
פיסטוק,קסאם,8,0.36,2023-10-08 04:07:58
צהובה,אקדח,35,0.85,2023-10-07 23:27:15
דובדבן,רובה,14,0.15,2023-10-08 02:30:23
קודקוד,מוחמד דף,68,0.61,2023-10-27 03:38:29
פטריה,קו דיוח 453,21,0.11,2023-10-28 18:38:57
בודד,מוחמד דף,83,0.34,2023-10-12 06:49:10
תפוז,נשק,10,0.61,2023-10-17 17:26:27
צהובה,ג׳בליה,74,0.8,2023-10-25 11:19:05
ציפור,איסמעיל הנייה,79,0.18,2023-10-22 04:36:24
עוגה,טיל בליסטי,30,0.59,2023-10-28 20:26:15
מחצבה,אקדח,68,0.83,2023-10-27 10:29:03
כלב,חיילים,64,0.3,2023-10-19 00:13:44
פיסטוק,נשק,78,0.56,2023-10-13 02:54:42
קודקוד,עזה,65,0.33,2023-10-21 15:13:18
כלב,רפיח,57,0.7,2023-10-25 11:05:39
פיסטוק,איסמעיל הנייה,27,0.46,2023-10-28 13:50:28
בודד,רפיח,23,0.57,2023-10-22 13:08:58
תפוז,איסמעיל הנייה,70,0.46,2023-10-08 07:04:59
חמניות,עזה,12,0.13,2023-10-17 04:25:29
מחצבה,קו דיוח 453,16,0.41,2023-10-13 06:16:54
חמניות,חיילים,42,0.58,2023-10-15 16:07:22
ציפור,מוחמד דף,100,0.18,2023-10-11 13:19:36
כלב,איסמעיל הנייה,59,0.66,2023-10-14 16:13:46
מחצבה,חיילים,78,0.46,2023-10-08 13:47:03
דובדבן,קו דיוח 162,39,0.8,2023-10-28 02:44:53
דובדבן,תחמושת,80,0.1,2023-10-18 10:05:17
כלב,קו דיוח 897,82,0.35,2023-10-12 00:53:17
עוגה,חיילים,4,0.1,2023-10-28 18:17:59
חמניות,איסמעיל הנייה,48,0.12,2023-10-11 05:50:16
שחור,טיל נגד מטוסים,24,0.14,2023-10-18 01:47:21
כלב,רובה,68,0.85,2023-10-23 10:54:36
פיסטוק,טיל נגד מטוסים,71,0.79,2023-10-11 02:55:56
ציפור,עזה,20,0.5,2023-10-14 20:38:49
עץ,בסיס צה״ל,34,0.74,2023-10-07 23:35:06
שפן,רימונים,94,0.15,2023-10-13 03:36:04
עוגה,איסמעיל הנייה,99,0.58,2023-10-14 05:39:54
כלב,איסמעיל הנייה,78,0.59,2023-10-28 03:42:59
חמניות,ג׳יפ,8,0.78,2023-10-23 00:02:43
חמניות,רקטה,33,0.16,2023-10-14 21:03:47
עוגה,תחמושת,79,0.33,2023-10-19 11:11:43
תפוז,טיל נגד טנקים,49,0.51,2023-10-10 09:26:48
מחצבה,ג׳בליה,23,0.81,2023-10-14 04:13:58
בודד,רקטה,8,0.3,2023-10-12 16:03:59
כלב,טיל בליסטי,67,0.38,2023-10-23 06:24:51
ציפור,נשק,74,0.75,2023-10-08 06:12:36
פטריה,קו דיוח 453,6,0.36,2023-10-19 21:31:11
פיסטוק,נשק,38,0.59,2023-10-22 11:09:56
בודד,קו דיוח 162,18,0.9,2023-10-18 02:06:49
פיסטוק,תחמושת,12,0.84,2023-10-20 18:32:35
שפן,תחמושת,17,0.73,2023-10-27 04:03:21
כלב,קסאם,22,0.86,2023-10-19 16:36:44
כלב,טיל בליסטי,86,0.66,2023-10-28 14:55:44
