Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
בודד,טיל נגד מטוסים,27,0.57,2023-10-24 02:41:22
בודד,טיל בליסטי,20,0.67,2023-10-20 12:15:28
כלב,עזה,47,0.11,2023-10-18 04:44:31
כלב,רקטה,99,0.68,2023-10-18 05:56:37
בודד,טיל נגד טנקים,10,0.18,2023-10-16 17:32:37
עוגה,מוחמד דף,79,0.12,2023-10-24 23:32:10
קודקוד,קו דיוח 162,98,0.28,2023-10-21 13:38:41
חמניות,בסיס צה״ל,79,0.66,2023-10-27 11:22:47
עוגה,תחמושת,16,0.86,2023-10-13 03:30:02
מחצבה,קסאם,36,0.2,2023-10-15 19:25:47
קודקוד,הגבול הדרומי,78,0.74,2023-10-08 05:13:50
פיסטוק,טיל נגד מטוסים,76,0.75,2023-10-07 16:22:41
פטריה,רקטה,85,0.49,2023-10-25 09:13:20
שחור,עזה,40,0.35,2023-10-19 02:38:28
עץ,ג׳בליה,22,0.77,2023-10-11 21:41:05
תפוז,טיל בליסטי,27,0.31,2023-10-15 10:24:10
שפן,חיילים,79,0.62,2023-10-14 08:45:56
דובדבן,טיל נגד מטוסים,41,0.47,2023-10-24 20:59:49
קודקוד,קו דיוח 162,37,0.61,2023-10-15 04:26:41
חמניות,טיל נגד מטוסים,28,0.2,2023-10-10 07:10:53
שחור,קסאם,66,0.38,2023-10-19 18:19:46
כלב,ג׳בליה,19,0.72,2023-10-17 16:38:17
תפוז,קו דיוח 162,35,0.18,2023-10-16 17:32:13
פיסטוק,איסמעיל הנייה,60,0.66,2023-10-09 03:52:01
שפן,אקדח,74,0.79,2023-10-14 08:38:48
קודקוד,טיל בליסטי,81,0.48,2023-10-08 20:11:04
כלב,הגבול הדרומי,72,0.11,2023-10-28 18:07:41
עץ,ג׳יפ,66,0.58,2023-10-18 12:20:32
חמניות,רפיח,45,0.67,2023-10-14 20:02:01
פטריה,רימונים,81,0.7,2023-10-22 02:35:42
שפן,איסמעיל הנייה,68,0.39,2023-10-16 17:30:47
קודקוד,טיל נגד מטוסים,42,0.47,2023-10-18 10:14:50
בודד,קו דיוח 162,43,0.66,2023-10-16 01:55:28
שפן,תחמושת,92,0.68,2023-10-12 16:51:42
דובדבן,ג׳בליה,9,0.78,2023-10-27 22:11:11
בודד,ג׳יפ,27,0.89,2023-10-29 06:07:26
מחצבה,טיל בליסטי,79,0.31,2023-10-09 10:13:23
ציפור,רימונים,57,0.53,2023-10-28 20:14:25
דובדבן,קו דיוח 897,16,0.3,2023-10-07 16:21:00
דובדבן,קסאם,23,0.89,2023-10-27 16:30:18
עץ,קסאם,59,0.35,2023-10-11 16:25:44
חמניות,רימון,6,0.46,2023-10-19 16:59:45
ציפור,חיילים,85,0.79,2023-10-14 11:58:57
חמניות,רקטה,64,0.32,2023-10-23 19:04:42
שפן,תחמושת,3,0.14,2023-10-29 07:59:33
בודד,רובה,84,0.8,2023-10-07 18:54:45
צהובה,טיל בליסטי,2,0.58,2023-10-07 20:23:03
פטריה,קסאם,84,0.17,2023-10-26 22:56:36
כלב,רובה,52,0.44,2023-10-09 23:31:50
שחור,רקטה,4,0.19,2023-10-20 22:09:11
פיסטוק,חיילים,72,0.49,2023-10-29 06:37:40
שחור,תחמושת,79,0.77,2023-10-09 11:25:56
עוגה,טיל בליסטי,8,0.11,2023-10-08 11:11:18
כלב,נשק,91,0.66,2023-10-29 06:58:03
תפוז,חיילים,100,0.74,2023-10-25 17:24:23
כלב,עזה,92,0.51,2023-10-11 16:13:22
מחצבה,קו דיוח 897,5,0.19,2023-10-19 20:26:21
בודד,קו דיוח 162,43,0.77,2023-10-18 09:06:03
בודד,תחמושת,3,0.22,2023-10-10 20:16:37
חמניות,רובה,21,0.57,2023-10-07 20:33:25
פטריה,רימון,94,0.18,2023-10-19 11:33:51
פטריה,עזה,75,0.45,2023-10-10 21:33:12
שחור,רפיח,4,0.22,2023-10-28 04:19:03
מחצבה,טיל נגד מטוסים,73,0.44,2023-10-25 10:16:51
עץ,נשק,10,0.84,2023-10-25 12:21:40
קודקוד,קו דיוח 162,54,0.48,2023-10-12 07:39:03
דובדבן,אקדח,43,0.53,2023-10-25 17:07:04
תפוז,נשק,87,0.43,2023-10-10 17:30:25
תפוז,קו דיוח 453,47,0.84,2023-10-12 21:36:13
עוגה,בסיס צה״ל,77,0.2,2023-10-17 05:26:52
שפן,הגבול הדרומי,50,0.78,2023-10-17 00:16:07
תפוז,הגבול הדרומי,82,0.79,2023-10-15 08:31:45
פטריה,רפיח,67,0.48,2023-10-13 09:11:39
חמניות,רובה,57,0.86,2023-10-15 03:08:42
תפוז,מוחמד דף,6,0.79,2023-10-10 16:33:50
פטריה,קו דיוח 162,40,0.38,2023-10-21 16:46:20
פטריה,מוחמד דף,67,0.31,2023-10-17 04:52:42
תפוז,רובה,43,0.28,2023-10-29 04:48:50
צהובה,קו דיוח 897,25,0.43,2023-10-09 15:08:43
כלב,איסמעיל הנייה,88,0.49,2023-10-13 13:50:27
חמניות,רימון,36,0.35,2023-10-11 11:43:10
כלב,עזה,84,0.15,2023-10-23 10:23:21
כלב,קו דיוח 453,70,0.35,2023-10-23 16:33:50
צהובה,רפיח,9,0.24,2023-10-23 16:16:17
שחור,טיל נגד טנקים,42,0.29,2023-10-22 13:24:01
עץ,קו דיוח 897,80,0.73,2023-10-28 08:27:43
