Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
מחצבה,רפיח,85,0.31,2023-10-26 00:10:09
תפוז,טיל בליסטי,4,0.25,2023-10-28 08:48:58
פיסטוק,מוחמד דף,26,0.68,2023-10-13 09:41:53
עץ,טיל נגד מטוסים,6,0.59,2023-10-15 06:52:07
בודד,מוחמד דף,28,0.43,2023-10-29 08:55:12
עוגה,רימונים,84,0.74,2023-10-23 15:46:21
עוגה,טיל נגד מטוסים,56,0.52,2023-10-16 19:01:24
עוגה,קסאם,52,0.31,2023-10-25 21:39:45
כלב,רפיח,100,0.61,2023-10-14 07:35:07
ציפור,קו דיוח 162,91,0.16,2023-10-27 02:12:25
חמניות,חיילים,96,0.28,2023-10-08 11:31:55
פיסטוק,ג׳יפ,37,0.71,2023-10-23 15:52:21
צהובה,נשק,99,0.56,2023-10-29 21:28:00
שחור,חיילים,84,0.54,2023-10-13 00:18:36
כלב,ג׳בליה,49,0.82,2023-10-12 18:20:44
שפן,קו דיוח 897,44,0.84,2023-10-27 03:49:44
פטריה,טיל נגד טנקים,98,0.61,2023-10-25 17:20:48
עוגה,טיל בליסטי,1,0.83,2023-10-11 20:42:45
חמניות,הגבול הדרומי,51,0.38,2023-10-29 10:35:45
מחצבה,קו דיוח 453,29,0.6,2023-10-28 00:03:10
דובדבן,מוחמד דף,21,0.39,2023-10-15 09:59:33
ציפור,טיל בליסטי,37,0.49,2023-10-29 06:26:11
עץ,קו דיוח 162,93,0.28,2023-10-23 06:26:26
כלב,קו דיוח 897,69,0.1,2023-10-18 10:44:50
בודד,קו דיוח 162,82,0.15,2023-10-21 13:01:44
צהובה,ג׳יפ,85,0.48,2023-10-08 11:10:19
שחור,איסמעיל הנייה,52,0.38,2023-10-24 15:16:10
חמניות,רימון,72,0.29,2023-10-13 04:05:38
שחור,טיל נגד מטוסים,17,0.27,2023-10-11 10:20:37
צהובה,טיל נגד מטוסים,23,0.8,2023-10-16 04:20:39
עוגה,נשק,1,0.46,2023-10-09 17:15:21
צהובה,רפיח,94,0.76,2023-10-08 19:20:44
דובדבן,קו דיוח 162,30,0.16,2023-10-17 01:16:27
חמניות,רקטה,52,0.61,2023-10-16 11:02:48
מחצבה,טיל נגד טנקים,91,0.25,2023-10-17 15:26:29
פטריה,רימון,29,0.33,2023-10-14 02:08:17
