Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
מחצבה,חיילים,30,0.11,2023-10-25 12:47:50
שחור,בסיס צה״ל,19,0.61,2023-10-16 07:34:22
בודד,נשק,43,0.3,2023-10-16 04:15:33
בודד,טיל נגד מטוסים,6,0.69,2023-10-15 01:21:09
פטריה,טיל נגד טנקים,19,0.54,2023-10-24 13:09:33
כלב,רקטה,43,0.67,2023-10-28 01:49:33
עץ,חיילים,46,0.79,2023-10-16 15:26:57
מחצבה,טיל נגד מטוסים,54,0.2,2023-10-28 01:23:16
בודד,אקדח,27,0.56,2023-10-22 18:27:31
צהובה,רימון,100,0.14,2023-10-15 18:31:16
מחצבה,ג׳יפ,37,0.42,2023-10-10 01:15:05
עץ,נשק,44,0.83,2023-10-29 23:26:45
בודד,מוחמד דף,71,0.8,2023-10-21 12:46:50
פיסטוק,נשק,94,0.51,2023-10-15 04:40:18
ציפור,קו דיוח 897,42,0.82,2023-10-10 20:39:22
חמניות,עזה,14,0.59,2023-10-23 00:19:17
בודד,רפיח,42,0.59,2023-10-07 10:47:24
תפוז,רפיח,34,0.27,2023-10-15 15:29:44
עוגה,טיל נגד טנקים,30,0.82,2023-10-10 03:31:11
עוגה,נשק,73,0.55,2023-10-10 08:28:37
עוגה,רפיח,44,0.13,2023-10-16 23:50:11
בודד,רפיח,41,0.27,2023-10-18 17:05:36
פטריה,ג׳יפ,18,0.89,2023-10-23 01:16:19
כלב,בסיס צה״ל,84,0.39,2023-10-25 14:30:40
צהובה,מוחמד דף,70,0.89,2023-10-17 05:27:50
עוגה,ג׳בליה,46,0.67,2023-10-14 00:02:54
מחצבה,טיל בליסטי,69,0.75,2023-10-11 10:53:16
כלב,קו דיוח 897,6,0.66,2023-10-23 12:40:34
בודד,בסיס צה״ל,83,0.28,2023-10-24 13:29:20
עץ,איסמעיל הנייה,99,0.85,2023-10-20 04:58:15
חמניות,רפיח,7,0.77,2023-10-28 20:52:55
בודד,נשק,64,0.68,2023-10-07 08:03:50
תפוז,ג׳יפ,42,0.38,2023-10-09 17:48:29
פיסטוק,אקדח,50,0.4,2023-10-29 14:38:20
ציפור,קו דיוח 162,30,0.12,2023-10-15 18:25:05
שחור,קו דיוח 897,42,0.67,2023-10-17 05:07:37
מחצבה,קו דיוח 897,56,0.42,2023-10-23 22:34:47
ציפור,קו דיוח 897,42,0.55,2023-10-07 02:07:51
עץ,קו דיוח 453,53,0.38,2023-10-16 00:23:28
חמניות,ג׳יפ,39,0.47,2023-10-11 04:13:17
בודד,חיילים,55,0.41,2023-10-24 04:46:29
שחור,בסיס צה״ל,84,0.45,2023-10-22 01:21:29
כלב,הגבול הדרומי,2,0.2,2023-10-18 05:46:24
כלב,טיל נגד טנקים,46,0.19,2023-10-19 07:46:27
בודד,אקדח,28,0.76,2023-10-23 14:15:57
שחור,בסיס צה״ל,100,0.37,2023-10-07 20:20:52
עוגה,קו דיוח 453,96,0.29,2023-10-21 06:20:42
מחצבה,עזה,33,0.84,2023-10-22 07:54:47
שחור,קסאם,95,0.51,2023-10-20 22:43:23
פיסטוק,טיל נגד טנקים,48,0.29,2023-10-27 14:18:44
עוגה,קסאם,89,0.37,2023-10-12 02:40:06
שפן,חיילים,38,0.15,2023-10-22 04:03:48
שפן,טיל בליסטי,93,0.79,2023-10-14 01:24:14
חמניות,תחמושת,5,0.17,2023-10-09 00:20:12
מחצבה,אקדח,34,0.54,2023-10-18 01:45:41
פטריה,קו דיוח 162,88,0.68,2023-10-08 16:01:15
שפן,רימונים,54,0.29,2023-10-21 17:50:33
כלב,חיילים,3,0.12,2023-10-23 16:40:54
דובדבן,נשק,94,0.37,2023-10-10 16:22:35
פיסטוק,עזה,45,0.9,2023-10-22 16:08:23
צהובה,רובה,46,0.55,2023-10-12 16:31:50
שפן,רובה,13,0.24,2023-10-22 08:55:15
דובדבן,קו דיוח 897,49,0.41,2023-10-27 18:30:41
מחצבה,אקדח,62,0.49,2023-10-08 10:55:10
בודד,רובה,12,0.49,2023-10-25 05:58:47
כלב,קו דיוח 897,48,0.76,2023-10-18 11:21:46
עוגה,תחמושת,27,0.44,2023-10-22 08:32:34
פיסטוק,טיל נגד מטוסים,98,0.2,2023-10-21 12:06:42
שפן,קו דיוח 453,86,0.71,2023-10-29 12:25:00
תפוז,רימונים,100,0.36,2023-10-12 15:15:49
פטריה,קו דיוח 897,22,0.27,2023-10-09 07:36:35
כלב,רובה,91,0.81,2023-10-13 09:02:37
תפוז,רימונים,8,0.51,2023-10-20 05:18:24
עץ,חיילים,83,0.27,2023-10-12 19:54:14
חמניות,איסמעיל הנייה,94,0.51,2023-10-12 00:57:33
דובדבן,רובה,86,0.83,2023-10-25 05:15:22
עץ,רימונים,1,0.35,2023-10-24 09:10:05
תפוז,עזה,78,0.68,2023-10-26 04:48:24
ציפור,תחמושת,80,0.14,2023-10-23 19:19:55
פטריה,קו דיוח 897,10,0.13,2023-10-17 17:28:08
חמניות,אקדח,37,0.65,2023-10-18 07:56:58
קודקוד,קו דיוח 453,2,0.52,2023-10-08 19:53:21
שפן,קו דיוח 897,71,0.56,2023-10-23 22:55:44
שפן,טיל נגד טנקים,46,0.25,2023-10-08 10:12:37
ציפור,רימון,79,0.71,2023-10-21 10:59:08
קודקוד,נשק,2,0.28,2023-10-26 02:32:18
שפן,תחמושת,63,0.22,2023-10-13 05:46:58
דובדבן,קו דיוח 897,65,0.57,2023-10-19 20:43:17
ציפור,ג׳יפ,86,0.52,2023-10-25 17:13:13
