Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
שחור,טיל נגד טנקים,65,0.12,2023-10-19 17:58:47
עץ,רימון,63,0.62,2023-10-20 11:56:14
בודד,חיילים,14,0.49,2023-10-22 07:50:37
דובדבן,טיל נגד מטוסים,24,0.11,2023-10-22 23:55:49
פטריה,קו דיוח 897,99,0.22,2023-10-14 10:32:40
ציפור,ג׳בליה,52,0.23,2023-10-23 02:47:17
כלב,ג׳יפ,23,0.81,2023-10-15 01:47:11
דובדבן,רקטה,78,0.29,2023-10-15 19:32:56
תפוז,בסיס צה״ל,22,0.56,2023-10-15 23:40:16
חמניות,הגבול הדרומי,50,0.67,2023-10-28 20:17:48
שפן,עזה,15,0.1,2023-10-09 11:22:41
כלב,קו דיוח 453,54,0.87,2023-10-23 02:08:19
צהובה,הגבול הדרומי,84,0.59,2023-10-13 16:20:24
שחור,רקטה,33,0.77,2023-10-17 16:38:39
עץ,איסמעיל הנייה,73,0.26,2023-10-19 02:30:11
שפן,רפיח,55,0.31,2023-10-09 00:49:35
קודקוד,הגבול הדרומי,41,0.87,2023-10-14 18:31:49
שחור,רקטה,70,0.56,2023-10-26 22:20:36
פטריה,קו דיוח 897,32,0.45,2023-10-29 20:23:35
צהובה,טיל בליסטי,37,0.41,2023-10-18 07:49:09
מחצבה,בסיס צה״ל,39,0.44,2023-10-25 02:01:34
עוגה,הגבול הדרומי,93,0.39,2023-10-19 08:42:03
תפוז,ג׳בליה,24,0.39,2023-10-26 15:48:23
שפן,עזה,95,0.3,2023-10-16 17:05:37
פטריה,ג׳בליה,88,0.62,2023-10-09 07:19:07
בודד,רפיח,61,0.51,2023-10-25 14:41:55
בודד,מוחמד דף,100,0.56,2023-10-23 10:51:17
ציפור,חיילים,39,0.85,2023-10-17 07:54:00
מחצבה,רובה,81,0.24,2023-10-13 14:04:09
קודקוד,ג׳בליה,39,0.48,2023-10-12 03:15:38
תפוז,טיל נגד טנקים,4,0.43,2023-10-26 07:30:01
קודקוד,איסמעיל הנייה,20,0.27,2023-10-26 00:48:46
מחצבה,תחמושת,83,0.15,2023-10-16 03:51:37
ציפור,רימונים,76,0.42,2023-10-07 18:42:45
תפוז,תחמושת,83,0.35,2023-10-08 00:54:40
