Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
צהובה,טיל נגד מטוסים,85,0.7,2023-10-09 13:33:13
חמניות,מוחמד דף,58,0.32,2023-10-12 00:49:26
חמניות,ג׳יפ,28,0.45,2023-10-21 22:33:55
בודד,עזה,71,0.86,2023-10-23 11:50:52
קודקוד,נשק,66,0.2,2023-10-07 19:30:13
חמניות,ג׳בליה,86,0.31,2023-10-29 21:11:12
שחור,רימונים,4,0.71,2023-10-23 08:21:34
כלב,קו דיוח 897,17,0.46,2023-10-19 12:45:56
שחור,נשק,49,0.35,2023-10-09 02:54:03
שפן,טיל בליסטי,20,0.66,2023-10-13 23:43:31
שפן,חיילים,19,0.55,2023-10-09 10:22:23
צהובה,טיל בליסטי,20,0.82,2023-10-19 09:05:12
עץ,נשק,13,0.59,2023-10-14 05:45:28
קודקוד,הגבול הדרומי,39,0.28,2023-10-14 09:21:15
בודד,ג׳בליה,57,0.28,2023-10-22 15:25:09
עץ,טיל נגד מטוסים,55,0.15,2023-10-18 00:50:42
שחור,טיל בליסטי,86,0.78,2023-10-20 21:51:12
פטריה,רקטה,29,0.47,2023-10-25 20:05:54
שפן,רימון,69,0.69,2023-10-10 08:46:32
ציפור,רקטה,26,0.16,2023-10-16 06:39:28
מחצבה,קו דיוח 453,11,0.58,2023-10-29 13:38:30
שחור,קסאם,20,0.38,2023-10-18 16:16:17
פיסטוק,טיל נגד מטוסים,20,0.41,2023-10-16 09:20:10
שפן,קו דיוח 453,7,0.11,2023-10-24 01:33:10
פיסטוק,קו דיוח 453,64,0.18,2023-10-15 22:38:46
בודד,נשק,44,0.35,2023-10-13 01:49:27
צהובה,אקדח,99,0.65,2023-10-18 10:31:20
חמניות,ג׳יפ,48,0.53,2023-10-28 11:28:34
חמניות,רובה,2,0.44,2023-10-28 23:28:57
פטריה,הגבול הדרומי,84,0.33,2023-10-26 10:43:53
ציפור,רימונים,21,0.4,2023-10-21 20:57:08
מחצבה,רובה,35,0.76,2023-10-09 01:02:23
דובדבן,תחמושת,98,0.43,2023-10-16 22:59:10
בודד,טיל נגד מטוסים,57,0.56,2023-10-13 03:32:54
ציפור,קו דיוח 453,50,0.77,2023-10-29 20:54:36
ציפור,טיל נגד טנקים,17,0.22,2023-10-16 13:53:12
ציפור,איסמעיל הנייה,12,0.54,2023-10-24 10:34:04
שחור,רפיח,21,0.84,2023-10-22 18:21:57
בודד,איסמעיל הנייה,11,0.31,2023-10-29 03:39:52
ציפור,קסאם,88,0.6,2023-10-11 13:13:06
דובדבן,קו דיוח 162,20,0.49,2023-10-24 20:49:18
קודקוד,רובה,78,0.34,2023-10-29 19:29:54
כלב,רקטה,11,0.56,2023-10-17 19:28:02
עץ,רפיח,8,0.73,2023-10-22 02:50:07
תפוז,טיל נגד טנקים,38,0.51,2023-10-13 05:41:27
פטריה,בסיס צה״ל,19,0.83,2023-10-26 06:36:13
שחור,רימונים,17,0.41,2023-10-14 13:35:23
כלב,מוחמד דף,86,0.55,2023-10-15 06:40:05
פיסטוק,ג׳בליה,71,0.73,2023-10-11 01:47:45
פיסטוק,אקדח,81,0.63,2023-10-17 16:36:23
כלב,קו דיוח 162,73,0.34,2023-10-24 15:56:43
מחצבה,אקדח,63,0.54,2023-10-16 01:00:54
ציפור,רובה,27,0.34,2023-10-22 23:21:23
עוגה,רובה,97,0.77,2023-10-17 15:57:59
עוגה,טיל בליסטי,46,0.31,2023-10-17 16:23:47
תפוז,נשק,75,0.16,2023-10-28 18:52:23
בודד,חיילים,40,0.59,2023-10-14 10:13:40
חמניות,עזה,25,0.62,2023-10-13 00:19:24
חמניות,רובה,96,0.33,2023-10-19 12:15:58
שחור,ג׳יפ,37,0.73,2023-10-26 01:48:49
פיסטוק,מוחמד דף,13,0.16,2023-10-26 19:32:19
עץ,עזה,4,0.54,2023-10-15 13:08:49
שפן,טיל נגד טנקים,56,0.55,2023-10-19 09:28:42
פיסטוק,עזה,57,0.88,2023-10-08 10:52:34
חמניות,טיל נגד מטוסים,84,0.63,2023-10-18 10:49:22
ציפור,רפיח,14,0.36,2023-10-18 00:38:03
עוגה,רימון,5,0.44,2023-10-19 14:32:51
חמניות,רפיח,64,0.46,2023-10-28 22:14:12
פיסטוק,טיל נגד מטוסים,55,0.24,2023-10-11 07:01:35
כלב,טיל בליסטי,99,0.6,2023-10-10 18:50:11
חמניות,מוחמד דף,34,0.55,2023-10-25 06:01:45
דובדבן,הגבול הדרומי,1,0.65,2023-10-17 01:37:09
חמניות,רימונים,2,0.19,2023-10-12 02:16:30
פיסטוק,נשק,75,0.19,2023-10-20 05:22:44
בודד,אקדח,83,0.89,2023-10-17 01:01:52
חמניות,חיילים,41,0.83,2023-10-15 10:33:19
שפן,נשק,5,0.38,2023-10-16 14:28:48
עץ,אקדח,78,0.65,2023-10-11 04:43:44
ציפור,הגבול הדרומי,36,0.56,2023-10-18 00:43:35
מחצבה,ג׳יפ,49,0.84,2023-10-10 01:30:45
כלב,תחמושת,12,0.67,2023-10-18 16:09:54
דובדבן,ג׳בליה,26,0.29,2023-10-23 09:34:33
שפן,טיל נגד מטוסים,17,0.73,2023-10-23 21:01:28
תפוז,נשק,97,0.7,2023-10-20 23:05:19
