Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
פטריה,טיל נגד מטוסים,15,0.71,2023-10-14 15:53:49
שפן,חיילים,30,0.75,2023-10-23 13:05:10
תפוז,רקטה,12,0.52,2023-10-11 00:42:49
שפן,טיל נגד טנקים,80,0.71,2023-10-17 19:58:08
עוגה,בסיס צה״ל,7,0.88,2023-10-22 04:17:03
קודקוד,מוחמד דף,4,0.42,2023-10-17 23:50:40
חמניות,טיל בליסטי,80,0.2,2023-10-24 11:14:29
מחצבה,הגבול הדרומי,74,0.61,2023-10-28 19:06:45
בודד,מוחמד דף,58,0.14,2023-10-23 23:31:15
שפן,רימון,13,0.52,2023-10-23 18:59:53
פטריה,קו דיוח 897,63,0.67,2023-10-22 15:35:32
דובדבן,נשק,54,0.44,2023-10-10 03:29:38
שפן,רובה,69,0.13,2023-10-14 13:54:23
חמניות,חיילים,81,0.32,2023-10-28 10:11:31
עץ,טיל נגד מטוסים,33,0.67,2023-10-18 22:07:46
עוגה,ג׳בליה,50,0.56,2023-10-23 09:41:19
כלב,איסמעיל הנייה,4,0.72,2023-10-08 14:37:20
כלב,ג׳יפ,8,0.67,2023-10-14 07:52:10
עץ,אקדח,49,0.28,2023-10-28 15:09:28
חמניות,טיל נגד טנקים,1,0.88,2023-10-08 02:09:02
ציפור,ג׳יפ,68,0.28,2023-10-29 20:22:40
עץ,רובה,9,0.49,2023-10-20 08:31:47
פיסטוק,נשק,5,0.88,2023-10-28 08:31:12
מחצבה,קו דיוח 453,14,0.15,2023-10-08 20:17:47
פיסטוק,ג׳בליה,25,0.64,2023-10-27 09:41:02
שחור,מוחמד דף,85,0.62,2023-10-18 02:25:40
כלב,תחמושת,81,0.75,2023-10-26 10:34:32
צהובה,נשק,65,0.33,2023-10-23 10:31:12
חמניות,קו דיוח 453,85,0.68,2023-10-19 09:02:25
מחצבה,עזה,64,0.12,2023-10-25 02:13:54
עוגה,קו דיוח 897,60,0.54,2023-10-15 21:25:56
פטריה,קו דיוח 897,6,0.19,2023-10-10 18:50:28
פיסטוק,נשק,15,0.67,2023-10-18 13:38:03
כלב,רובה,75,0.44,2023-10-12 20:14:20
שחור,טיל נגד טנקים,51,0.37,2023-10-21 07:16:54
ציפור,טיל נגד טנקים,90,0.47,2023-10-12 06:35:19
