Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
שפן,רפיח,98,0.85,2023-10-18 03:18:45
בודד,ג׳יפ,84,0.43,2023-10-10 23:47:03
שפן,נשק,34,0.71,2023-10-12 15:27:19
פיסטוק,טיל נגד מטוסים,44,0.75,2023-10-14 14:09:42
עוגה,ג׳בליה,39,0.59,2023-10-19 09:10:11
דובדבן,הגבול הדרומי,97,0.52,2023-10-09 01:05:45
עץ,קו דיוח 897,54,0.34,2023-10-21 22:20:08
תפוז,רקטה,13,0.62,2023-10-26 10:22:18
ציפור,הגבול הדרומי,40,0.19,2023-10-17 12:16:17
קודקוד,מוחמד דף,59,0.58,2023-10-19 05:59:33
חמניות,קו דיוח 453,4,0.55,2023-10-09 21:36:41
עוגה,רפיח,87,0.78,2023-10-16 07:12:22
צהובה,מוחמד דף,5,0.58,2023-10-29 18:10:40
בודד,קו דיוח 453,42,0.5,2023-10-24 21:55:47
שפן,רימונים,57,0.16,2023-10-16 00:14:24
שפן,קו דיוח 453,51,0.66,2023-10-12 17:00:01
עוגה,ג׳יפ,93,0.57,2023-10-29 08:39:36
בודד,קו דיוח 897,67,0.83,2023-10-14 12:46:34
ציפור,נשק,79,0.14,2023-10-27 18:08:14
מחצבה,חיילים,83,0.8,2023-10-23 20:37:18
פטריה,טיל נגד טנקים,67,0.42,2023-10-29 01:00:18
פטריה,עזה,25,0.5,2023-10-07 18:44:01
פטריה,ג׳יפ,90,0.26,2023-10-29 15:30:23
דובדבן,קו דיוח 453,65,0.23,2023-10-27 12:09:19
שחור,קו דיוח 453,14,0.61,2023-10-14 20:42:05
פטריה,רימונים,38,0.89,2023-10-24 02:20:02
עוגה,רימונים,20,0.74,2023-10-16 01:57:48
שחור,טיל נגד מטוסים,56,0.21,2023-10-19 22:27:34
מחצבה,רקטה,91,0.82,2023-10-24 17:00:44
שחור,איסמעיל הנייה,57,0.65,2023-10-24 16:03:52
בודד,טיל נגד טנקים,60,0.75,2023-10-28 12:33:33
צהובה,חיילים,37,0.49,2023-10-14 06:32:01
בודד,איסמעיל הנייה,51,0.28,2023-10-09 15:32:43
צהובה,קסאם,55,0.51,2023-10-27 22:35:48
כלב,רקטה,70,0.36,2023-10-27 08:10:56
חמניות,טיל בליסטי,44,0.13,2023-10-28 12:54:04
דובדבן,ג׳בליה,13,0.71,2023-10-14 17:14:33
עוגה,הגבול הדרומי,37,0.79,2023-10-08 12:27:00
פטריה,עזה,2,0.35,2023-10-13 21:44:54
מחצבה,נשק,85,0.72,2023-10-12 17:55:48
שחור,איסמעיל הנייה,33,0.64,2023-10-20 16:04:09
עוגה,רובה,34,0.69,2023-10-14 22:28:26
תפוז,קו דיוח 897,8,0.64,2023-10-27 04:55:08
עץ,בסיס צה״ל,37,0.9,2023-10-07 08:10:57
קודקוד,קו דיוח 162,66,0.2,2023-10-11 16:43:55
דובדבן,אקדח,85,0.51,2023-10-17 05:45:04
שפן,ג׳בליה,37,0.13,2023-10-21 17:42:28
עוגה,נשק,20,0.56,2023-10-14 13:43:22
בודד,עזה,25,0.85,2023-10-24 06:27:24
חמניות,נשק,12,0.4,2023-10-17 16:46:52
עוגה,קסאם,94,0.57,2023-10-10 17:42:15
עץ,ג׳בליה,26,0.32,2023-10-16 11:42:09
עץ,ג׳בליה,55,0.66,2023-10-25 14:35:38
שפן,קו דיוח 897,7,0.42,2023-10-28 04:22:50
פטריה,עזה,90,0.4,2023-10-20 05:17:19
פטריה,מוחמד דף,46,0.53,2023-10-16 17:30:28
