Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
צהובה,קו דיוח 162,38,0.52,2023-10-27 13:38:11
עוגה,עזה,25,0.54,2023-10-22 00:58:09
דובדבן,איסמעיל הנייה,48,0.41,2023-10-16 07:01:09
שחור,נשק,57,0.64,2023-10-28 05:58:53
ציפור,ג׳בליה,39,0.14,2023-10-14 15:09:54
חמניות,מוחמד דף,74,0.31,2023-10-11 03:01:31
תפוז,תחמושת,88,0.24,2023-10-26 08:08:14
עוגה,ג׳בליה,71,0.19,2023-10-15 02:30:27
כלב,מוחמד דף,44,0.25,2023-10-16 16:27:19
תפוז,רפיח,21,0.38,2023-10-12 03:39:19
קודקוד,רפיח,14,0.85,2023-10-09 18:09:07
תפוז,אקדח,51,0.29,2023-10-20 06:07:18
פיסטוק,קו דיוח 897,25,0.33,2023-10-09 00:05:14
פטריה,טיל בליסטי,4,0.42,2023-10-11 04:21:06
פיסטוק,מוחמד דף,32,0.31,2023-10-14 13:26:25
דובדבן,עזה,11,0.21,2023-10-28 03:00:41
ציפור,טיל נגד טנקים,51,0.69,2023-10-16 00:50:33
שחור,טיל נגד טנקים,66,0.72,2023-10-15 15:59:35
עוגה,הגבול הדרומי,24,0.59,2023-10-07 14:14:44
כלב,חיילים,55,0.48,2023-10-08 02:14:31
פיסטוק,אקדח,40,0.46,2023-10-17 03:09:57
שפן,טיל נגד מטוסים,50,0.87,2023-10-27 11:18:59
פיסטוק,ג׳בליה,24,0.19,2023-10-29 15:25:06
תפוז,אקדח,61,0.14,2023-10-08 09:27:11
צהובה,קו דיוח 897,15,0.78,2023-10-16 13:52:02
שחור,קו דיוח 162,40,0.67,2023-10-07 14:58:39
שפן,עזה,2,0.19,2023-10-09 10:52:11
תפוז,ג׳בליה,79,0.84,2023-10-28 17:22:59
עץ,קסאם,11,0.78,2023-10-19 12:04:20
חמניות,תחמושת,53,0.53,2023-10-13 18:38:51
דובדבן,ג׳בליה,58,0.43,2023-10-18 03:04:37
עוגה,טיל בליסטי,79,0.89,2023-10-23 08:57:51
תפוז,רימונים,24,0.33,2023-10-22 01:42:00
תפוז,אקדח,78,0.71,2023-10-16 18:14:09
בודד,רפיח,90,0.47,2023-10-22 11:30:30
פטריה,בסיס צה״ל,68,0.86,2023-10-28 02:06:35
פטריה,אקדח,61,0.23,2023-10-29 03:38:28
מחצבה,איסמעיל הנייה,29,0.5,2023-10-24 03:24:27
בודד,קו דיוח 453,46,0.52,2023-10-21 14:04:16
חמניות,קו דיוח 162,76,0.3,2023-10-28 14:18:43
ציפור,קו דיוח 897,21,0.77,2023-10-17 12:24:58
כלב,בסיס צה״ל,7,0.41,2023-10-14 12:46:52
עץ,תחמושת,58,0.74,2023-10-11 12:54:45
בודד,רימון,93,0.14,2023-10-07 08:59:14
ציפור,ג׳יפ,38,0.5,2023-10-22 15:47:36
שפן,נשק,12,0.79,2023-10-20 18:09:17
צהובה,נשק,75,0.34,2023-10-26 18:35:32
בודד,קו דיוח 453,11,0.56,2023-10-23 06:31:21
ציפור,טיל נגד מטוסים,65,0.17,2023-10-16 04:24:40
עוגה,נשק,34,0.48,2023-10-26 03:04:45
עוגה,חיילים,11,0.81,2023-10-11 21:03:44
מחצבה,ג׳יפ,43,0.48,2023-10-14 06:17:11
ציפור,טיל נגד טנקים,2,0.1,2023-10-13 08:55:56
חמניות,רקטה,46,0.79,2023-10-20 10:22:12
עץ,אקדח,77,0.1,2023-10-14 10:20:54
עץ,תחמושת,27,0.11,2023-10-07 06:45:39
שחור,ג׳בליה,25,0.55,2023-10-15 09:50:03
בודד,קסאם,50,0.62,2023-10-26 16:50:34
פיסטוק,רובה,37,0.6,2023-10-15 17:29:22
דובדבן,בסיס צה״ל,38,0.17,2023-10-08 12:45:46
שחור,מוחמד דף,59,0.41,2023-10-20 21:03:56
צהובה,טיל נגד טנקים,29,0.6,2023-10-28 12:27:08
צהובה,איסמעיל הנייה,80,0.25,2023-10-15 03:53:35
עוגה,קסאם,58,0.13,2023-10-17 19:13:12
פיסטוק,רימונים,78,0.32,2023-10-10 22:07:19
פטריה,עזה,46,0.4,2023-10-16 18:26:09
דובדבן,קו דיוח 897,60,0.88,2023-10-23 03:53:33
פיסטוק,טיל נגד מטוסים,75,0.55,2023-10-29 23:58:16
קודקוד,בסיס צה״ל,95,0.5,2023-10-27 15:25:33
פיסטוק,רקטה,63,0.84,2023-10-20 16:49:56
ציפור,חיילים,16,0.26,2023-10-28 10:51:25
שחור,בסיס צה״ל,98,0.87,2023-10-24 03:40:29
שפן,טיל נגד מטוסים,37,0.12,2023-10-17 15:11:51
