Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
דובדבן,נשק,86,0.57,2023-10-11 11:07:34
שפן,איסמעיל הנייה,67,0.44,2023-10-29 20:18:02
בודד,הגבול הדרומי,99,0.28,2023-10-18 19:50:01
תפוז,מוחמד דף,39,0.26,2023-10-15 08:58:13
שחור,רימון,28,0.46,2023-10-22 17:45:33
בודד,קו דיוח 162,75,0.83,2023-10-16 16:54:32
עץ,קסאם,87,0.35,2023-10-10 10:35:11
עוגה,רובה,84,0.37,2023-10-22 04:52:50
שחור,טיל נגד טנקים,90,0.32,2023-10-12 03:10:10
מחצבה,תחמושת,82,0.4,2023-10-25 02:37:02
עוגה,קו דיוח 897,7,0.4,2023-10-13 22:26:19
חמניות,קסאם,23,0.13,2023-10-15 16:25:04
עוגה,קסאם,39,0.51,2023-10-28 19:06:00
מחצבה,קו דיוח 162,34,0.46,2023-10-20 19:17:45
צהובה,חיילים,19,0.26,2023-10-10 06:25:25
עץ,טיל נגד טנקים,3,0.1,2023-10-09 20:16:01
פטריה,רימונים,94,0.84,2023-10-18 22:05:44
עוגה,קו דיוח 162,31,0.33,2023-10-19 08:40:47
תפוז,עזה,23,0.25,2023-10-07 04:20:05
תפוז,רובה,10,0.44,2023-10-13 14:21:34
ציפור,טיל בליסטי,30,0.69,2023-10-28 01:48:58
ציפור,ג׳בליה,61,0.39,2023-10-16 05:05:46
צהובה,רקטה,31,0.11,2023-10-26 02:56:21
שפן,תחמושת,30,0.21,2023-10-14 12:43:49
מחצבה,חיילים,46,0.36,2023-10-14 08:29:04
שחור,טיל נגד מטוסים,32,0.48,2023-10-24 17:28:05
פיסטוק,טיל בליסטי,87,0.65,2023-10-24 00:45:27
מחצבה,איסמעיל הנייה,11,0.61,2023-10-16 13:45:05
פיסטוק,רימונים,86,0.67,2023-10-15 05:21:10
כלב,קו דיוח 453,34,0.46,2023-10-13 11:44:29
פטריה,רקטה,26,0.63,2023-10-11 13:46:12
דובדבן,טיל בליסטי,100,0.65,2023-10-26 00:05:10
כלב,רובה,55,0.45,2023-10-29 11:46:21
כלב,איסמעיל הנייה,93,0.2,2023-10-25 19:21:11
פיסטוק,קו דיוח 453,47,0.66,2023-10-27 08:18:52
צהובה,ג׳יפ,32,0.72,2023-10-08 18:43:50
ציפור,טיל נגד מטוסים,98,0.65,2023-10-24 09:01:54
בודד,רקטה,49,0.13,2023-10-22 07:29:17
תפוז,טיל בליסטי,6,0.35,2023-10-22 14:21:31
חמניות,בסיס צה״ל,13,0.15,2023-10-10 19:32:36
כלב,רפיח,84,0.59,2023-10-07 03:24:13
ציפור,רפיח,68,0.62,2023-10-09 20:25:34
בודד,ג׳יפ,46,0.36,2023-10-29 18:33:34
פיסטוק,רקטה,47,0.4,2023-10-12 19:16:31
חמניות,מוחמד דף,43,0.48,2023-10-28 08:04:08
עוגה,טיל בליסטי,53,0.44,2023-10-21 03:02:30
תפוז,איסמעיל הנייה,9,0.15,2023-10-27 09:54:41
שפן,תחמושת,42,0.89,2023-10-16 01:34:39
ציפור,עזה,90,0.16,2023-10-17 09:13:40
קודקוד,תחמושת,24,0.65,2023-10-26 18:31:44
בודד,קו דיוח 162,14,0.81,2023-10-15 13:02:14
דובדבן,אקדח,64,0.49,2023-10-26 03:36:46
פיסטוק,הגבול הדרומי,4,0.61,2023-10-15 14:13:02
מחצבה,רפיח,53,0.18,2023-10-24 00:32:39
ציפור,חיילים,47,0.38,2023-10-29 08:58:25
