Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
קודקוד,קו דיוח 162,38,0.21,2023-10-29 03:22:27
קודקוד,רובה,17,0.17,2023-10-18 00:48:19
עוגה,ג׳בליה,41,0.84,2023-10-17 00:10:54
צהובה,עזה,85,0.6,2023-10-25 17:03:57
עץ,נשק,86,0.19,2023-10-23 04:37:56
תפוז,רפיח,59,0.15,2023-10-11 02:39:09
כלב,נשק,77,0.76,2023-10-24 19:51:30
עוגה,קסאם,10,0.14,2023-10-08 04:18:52
תפוז,עזה,23,0.8,2023-10-24 21:16:55
עץ,הגבול הדרומי,64,0.76,2023-10-08 16:18:50
פיסטוק,קסאם,29,0.81,2023-10-29 10:25:07
כלב,אקדח,24,0.77,2023-10-15 21:43:39
עץ,טיל נגד מטוסים,13,0.69,2023-10-12 16:43:56
חמניות,טיל נגד טנקים,18,0.39,2023-10-27 15:57:52
צהובה,טיל בליסטי,17,0.47,2023-10-20 03:20:31
כלב,קו דיוח 897,12,0.31,2023-10-09 11:35:12
דובדבן,רקטה,99,0.74,2023-10-21 04:30:48
שפן,קו דיוח 897,97,0.27,2023-10-11 07:24:31
מחצבה,רפיח,85,0.32,2023-10-28 09:38:29
בודד,טיל נגד טנקים,26,0.42,2023-10-18 17:09:18
דובדבן,תחמושת,62,0.31,2023-10-26 11:09:13
כלב,קו דיוח 897,23,0.87,2023-10-12 05:07:21
שחור,טיל בליסטי,100,0.51,2023-10-23 04:17:38
צהובה,רקטה,98,0.72,2023-10-25 13:22:00
קודקוד,נשק,43,0.56,2023-10-25 04:40:17
דובדבן,תחמושת,68,0.36,2023-10-09 07:26:03
בודד,טיל נגד טנקים,63,0.22,2023-10-10 00:06:22
תפוז,קסאם,80,0.64,2023-10-11 20:22:59
דובדבן,נשק,12,0.6,2023-10-19 11:36:37
עץ,ג׳בליה,3,0.34,2023-10-21 06:54:53
פיסטוק,הגבול הדרומי,66,0.87,2023-10-16 11:22:33
כלב,רקטה,90,0.62,2023-10-23 20:44:08
עוגה,רקטה,47,0.81,2023-10-27 15:43:39
דובדבן,רימונים,39,0.77,2023-10-21 19:26:23
כלב,טיל נגד טנקים,40,0.51,2023-10-29 13:00:01
חמניות,רובה,8,0.61,2023-10-08 14:52:53
שחור,קו דיוח 453,58,0.39,2023-10-19 11:08:09
פיסטוק,קו דיוח 453,24,0.55,2023-10-14 06:34:45
כלב,טיל נגד מטוסים,73,0.12,2023-10-19 16:31:33
פטריה,טיל בליסטי,77,0.71,2023-10-27 18:39:59
חמניות,קסאם,14,0.46,2023-10-28 09:53:43
שפן,רימונים,33,0.69,2023-10-17 12:34:17
שפן,אקדח,39,0.18,2023-10-12 08:17:25
עוגה,אקדח,8,0.64,2023-10-29 10:21:47
קודקוד,ג׳יפ,64,0.71,2023-10-27 22:18:53
פיסטוק,רובה,76,0.39,2023-10-28 17:35:59
