Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
דובדבן,הגבול הדרומי,42,0.58,2023-10-13 02:42:05
עץ,טיל נגד טנקים,55,0.36,2023-10-11 00:41:51
פיסטוק,טיל בליסטי,62,0.78,2023-10-13 04:10:54
ציפור,רפיח,95,0.77,2023-10-13 04:40:18
פטריה,ג׳יפ,88,0.38,2023-10-17 20:30:08
דובדבן,רימון,42,0.69,2023-10-21 06:52:30
שפן,טיל נגד מטוסים,64,0.78,2023-10-20 16:51:00
פטריה,נשק,91,0.25,2023-10-15 18:23:10
צהובה,רובה,19,0.69,2023-10-17 12:01:02
שפן,קסאם,36,0.32,2023-10-22 08:19:03
פיסטוק,קו דיוח 897,32,0.48,2023-10-18 02:33:43
דובדבן,חיילים,45,0.45,2023-10-20 03:37:11
עץ,קו דיוח 453,9,0.33,2023-10-07 12:31:21
ציפור,קו דיוח 897,42,0.5,2023-10-28 13:51:10
דובדבן,בסיס צה״ל,21,0.63,2023-10-14 02:36:16
חמניות,איסמעיל הנייה,29,0.72,2023-10-28 21:49:16
מחצבה,אקדח,16,0.58,2023-10-16 16:06:46
קודקוד,איסמעיל הנייה,19,0.77,2023-10-24 16:46:58
מחצבה,עזה,53,0.83,2023-10-14 12:34:57
חמניות,טיל נגד טנקים,43,0.68,2023-10-24 11:27:17
דובדבן,טיל נגד טנקים,34,0.23,2023-10-28 20:26:13
שחור,רובה,97,0.36,2023-10-23 23:15:29
מחצבה,קו דיוח 453,47,0.34,2023-10-29 04:23:44
חמניות,עזה,13,0.4,2023-10-14 23:56:14
צהובה,טיל בליסטי,90,0.68,2023-10-26 04:18:07
קודקוד,קו דיוח 453,70,0.7,2023-10-07 12:53:24
חמניות,ג׳בליה,3,0.7,2023-10-20 22:30:33
צהובה,חיילים,37,0.49,2023-10-21 13:44:29
ציפור,ג׳יפ,73,0.42,2023-10-07 13:04:27
חמניות,רקטה,24,0.84,2023-10-22 22:18:24
שחור,טיל נגד מטוסים,24,0.74,2023-10-12 02:10:59
עץ,בסיס צה״ל,80,0.78,2023-10-14 12:44:48
קודקוד,רפיח,60,0.47,2023-10-09 12:46:52
צהובה,רימונים,22,0.26,2023-10-21 10:03:32
דובדבן,רפיח,33,0.14,2023-10-07 12:30:16
בודד,רקטה,3,0.61,2023-10-07 03:01:05
בודד,קסאם,26,0.32,2023-10-25 11:08:44
דובדבן,חיילים,27,0.78,2023-10-18 16:45:03
ציפור,קו דיוח 897,91,0.34,2023-10-20 05:45:54
צהובה,רפיח,80,0.23,2023-10-25 11:27:12
שחור,קו דיוח 162,22,0.36,2023-10-21 23:17:09
קודקוד,טיל בליסטי,6,0.6,2023-10-12 00:04:47
בודד,רובה,6,0.73,2023-10-18 18:22:25
קודקוד,רקטה,65,0.49,2023-10-27 03:46:52
מחצבה,טיל נגד טנקים,39,0.89,2023-10-28 16:38:53
בודד,נשק,24,0.77,2023-10-08 17:44:27
שחור,ג׳בליה,52,0.6,2023-10-09 08:16:16
ציפור,רימון,86,0.21,2023-10-10 07:11:49
בודד,אקדח,8,0.34,2023-10-26 23:42:31
בודד,ג׳בליה,16,0.6,2023-10-12 13:34:51
בודד,קו דיוח 453,59,0.38,2023-10-10 08:39:12
תפוז,מוחמד דף,37,0.56,2023-10-13 12:55:30
פיסטוק,מוחמד דף,26,0.81,2023-10-25 13:11:23
פיסטוק,טיל נגד טנקים,95,0.31,2023-10-20 20:37:08
שחור,טיל נגד טנקים,57,0.89,2023-10-29 00:30:55
שפן,בסיס צה״ל,5,0.8,2023-10-11 17:59:50
פטריה,רימון,89,0.25,2023-10-12 16:51:58
