Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
עוגה,מוחמד דף,59,0.73,2023-10-09 16:03:58
שפן,רפיח,43,0.36,2023-10-08 02:16:47
פיסטוק,הגבול הדרומי,39,0.46,2023-10-24 10:22:04
תפוז,ג׳יפ,89,0.42,2023-10-07 14:48:04
דובדבן,רימון,44,0.45,2023-10-13 03:36:03
ציפור,טיל בליסטי,17,0.75,2023-10-24 07:27:38
צהובה,טיל נגד טנקים,12,0.88,2023-10-21 11:12:35
חמניות,הגבול הדרומי,36,0.27,2023-10-14 18:34:19
שפן,הגבול הדרומי,77,0.86,2023-10-15 16:31:59
צהובה,טיל נגד מטוסים,88,0.5,2023-10-23 10:08:23
ציפור,טיל בליסטי,69,0.57,2023-10-27 14:11:31
קודקוד,ג׳יפ,91,0.88,2023-10-07 16:04:17
שחור,רימונים,47,0.61,2023-10-18 12:58:32
עץ,תחמושת,97,0.77,2023-10-29 00:46:47
שחור,נשק,73,0.76,2023-10-17 23:11:15
עץ,קו דיוח 162,64,0.18,2023-10-29 20:44:06
בודד,עזה,47,0.36,2023-10-28 11:26:44
תפוז,חיילים,16,0.68,2023-10-10 11:40:36
עוגה,קסאם,91,0.44,2023-10-13 10:55:55
פטריה,עזה,11,0.4,2023-10-20 18:44:25
ציפור,תחמושת,61,0.49,2023-10-09 18:04:51
פטריה,קו דיוח 162,36,0.77,2023-10-16 03:13:01
צהובה,רימון,2,0.83,2023-10-26 09:14:17
שפן,ג׳יפ,56,0.74,2023-10-10 05:34:21
פיסטוק,בסיס צה״ל,40,0.35,2023-10-28 11:45:23
עץ,טיל נגד מטוסים,11,0.54,2023-10-20 03:27:42
קודקוד,רפיח,57,0.58,2023-10-16 05:31:17
כלב,איסמעיל הנייה,26,0.24,2023-10-07 08:53:43
בודד,קו דיוח 453,29,0.45,2023-10-11 18:29:50
עץ,קו דיוח 897,9,0.42,2023-10-23 15:02:41
כלב,תחמושת,49,0.65,2023-10-25 21:27:15
תפוז,מוחמד דף,66,0.85,2023-10-28 07:09:47
תפוז,קו דיוח 453,34,0.37,2023-10-08 00:01:28
עץ,תחמושת,91,0.67,2023-10-17 00:39:44
חמניות,רימונים,56,0.8,2023-10-11 08:13:53
תפוז,טיל נגד טנקים,9,0.88,2023-10-24 12:05:05
קודקוד,רובה,68,0.4,2023-10-19 02:38:33
עץ,רימונים,100,0.23,2023-10-14 10:24:16
ציפור,רפיח,13,0.77,2023-10-25 01:51:13
עץ,נשק,89,0.68,2023-10-17 17:59:29
קודקוד,תחמושת,45,0.76,2023-10-11 02:14:01
חמניות,רימונים,34,0.69,2023-10-14 11:48:41
מחצבה,טיל בליסטי,74,0.37,2023-10-11 16:02:19
פטריה,איסמעיל הנייה,6,0.83,2023-10-28 22:47:33
צהובה,טיל בליסטי,13,0.55,2023-10-07 21:17:22
תפוז,נשק,60,0.12,2023-10-29 19:20:54
עץ,נשק,45,0.25,2023-10-14 17:07:36
פיסטוק,טיל נגד טנקים,92,0.67,2023-10-14 14:00:19
פטריה,ג׳בליה,31,0.81,2023-10-07 09:06:19
בודד,רימונים,64,0.49,2023-10-18 04:25:32
חמניות,קו דיוח 162,17,0.5,2023-10-24 19:59:57
עוגה,בסיס צה״ל,97,0.64,2023-10-29 05:24:35
חמניות,קו דיוח 897,80,0.46,2023-10-24 00:31:30
דובדבן,רפיח,85,0.73,2023-10-28 08:26:01
צהובה,אקדח,49,0.36,2023-10-08 13:52:51
כלב,טיל נגד טנקים,23,0.12,2023-10-20 05:39:23
עץ,רקטה,34,0.28,2023-10-10 15:43:59
צהובה,איסמעיל הנייה,34,0.41,2023-10-07 18:01:09
קודקוד,טיל נגד טנקים,6,0.87,2023-10-08 07:23:45
חמניות,תחמושת,51,0.5,2023-10-07 07:18:17
בודד,מוחמד דף,35,0.17,2023-10-19 16:58:39
תפוז,ג׳בליה,22,0.16,2023-10-25 23:18:42
עוגה,טיל נגד טנקים,35,0.23,2023-10-12 01:58:50
פטריה,רימונים,72,0.64,2023-10-20 00:46:45
פטריה,רימונים,49,0.54,2023-10-22 15:34:19
פיסטוק,הגבול הדרומי,93,0.57,2023-10-15 00:13:05
ציפור,רובה,28,0.18,2023-10-24 07:41:43
כלב,ג׳בליה,4,0.64,2023-10-09 18:29:06
מחצבה,חיילים,25,0.3,2023-10-12 14:43:56
דובדבן,נשק,67,0.85,2023-10-27 10:08:21
קודקוד,קו דיוח 453,70,0.78,2023-10-08 23:22:52
פטריה,קו דיוח 897,56,0.33,2023-10-17 15:37:10
דובדבן,קו דיוח 897,55,0.83,2023-10-28 17:40:21
כלב,קו דיוח 897,22,0.67,2023-10-09 09:10:00
פטריה,בסיס צה״ל,88,0.14,2023-10-28 02:13:41
מחצבה,מוחמד דף,58,0.34,2023-10-15 19:18:27
צהובה,איסמעיל הנייה,44,0.14,2023-10-20 15:15:43
קודקוד,איסמעיל הנייה,16,0.89,2023-10-27 19:55:24
כלב,ג׳בליה,86,0.34,2023-10-28 00:17:11
שחור,טיל נגד מטוסים,30,0.83,2023-10-08 09:24:12
צהובה,קו דיוח 897,10,0.26,2023-10-23 08:19:02
פיסטוק,רפיח,85,0.73,2023-10-28 08:41:02
קודקוד,עזה,78,0.32,2023-10-08 23:54:57
פטריה,ג׳יפ,69,0.75,2023-10-22 15:29:46
צהובה,איסמעיל הנייה,25,0.28,2023-10-24 05:55:59
פיסטוק,טיל נגד טנקים,41,0.22,2023-10-15 07:49:44
מחצבה,חיילים,21,0.33,2023-10-22 17:39:14
תפוז,טיל נגד מטוסים,70,0.23,2023-10-07 17:59:52
פטריה,אקדח,45,0.13,2023-10-17 11:49:18
בודד,קסאם,58,0.67,2023-10-13 13:40:48
מחצבה,הגבול הדרומי,98,0.46,2023-10-26 15:10:37
דובדבן,טיל נגד טנקים,19,0.57,2023-10-08 02:47:11
חמניות,רימון,21,0.18,2023-10-19 11:33:33
צהובה,רימונים,96,0.55,2023-10-12 01:13:12
כלב,קו דיוח 162,68,0.67,2023-10-21 10:47:36
פיסטוק,רקטה,16,0.27,2023-10-23 07:33:58
פיסטוק,קו דיוח 162,38,0.66,2023-10-24 14:03:42
בודד,רפיח,33,0.16,2023-10-27 13:17:10
קודקוד,טיל נגד מטוסים,44,0.85,2023-10-24 05:25:41
כלב,טיל בליסטי,95,0.41,2023-10-16 05:15:49
