Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
צהובה,בסיס צה״ל,94,0.23,2023-10-23 20:27:25
קודקוד,רובה,56,0.14,2023-10-22 23:31:48
דובדבן,קו דיוח 453,47,0.71,2023-10-16 05:12:11
חמניות,ג׳בליה,91,0.1,2023-10-12 03:57:52
עוגה,רובה,89,0.31,2023-10-09 11:50:01
עץ,קו דיוח 897,86,0.77,2023-10-08 03:39:12
דובדבן,רימון,75,0.22,2023-10-24 20:41:26
דובדבן,תחמושת,24,0.55,2023-10-18 02:44:07
דובדבן,תחמושת,82,0.18,2023-10-15 07:42:06
עוגה,איסמעיל הנייה,21,0.82,2023-10-11 14:41:06
מחצבה,איסמעיל הנייה,81,0.18,2023-10-16 20:58:14
ציפור,קו דיוח 162,29,0.5,2023-10-18 18:49:57
דובדבן,הגבול הדרומי,75,0.67,2023-10-25 05:44:43
פיסטוק,נשק,19,0.3,2023-10-16 22:45:37
פטריה,רפיח,56,0.64,2023-10-21 04:55:27
דובדבן,קסאם,35,0.29,2023-10-28 14:16:00
עץ,רובה,76,0.66,2023-10-17 02:05:52
שפן,נשק,34,0.35,2023-10-11 11:40:19
פיסטוק,רפיח,95,0.75,2023-10-12 06:33:02
בודד,תחמושת,44,0.58,2023-10-12 14:59:27
עוגה,רובה,85,0.47,2023-10-11 16:17:16
תפוז,חיילים,49,0.48,2023-10-13 08:20:25
תפוז,טיל בליסטי,93,0.32,2023-10-14 10:32:54
ציפור,רפיח,91,0.28,2023-10-29 03:16:41
פטריה,טיל בליסטי,12,0.27,2023-10-10 06:11:57
ציפור,טיל נגד טנקים,40,0.55,2023-10-28 00:50:11
חמניות,חיילים,6,0.49,2023-10-28 00:27:00
עץ,רקטה,50,0.46,2023-10-14 18:30:06
קודקוד,ג׳בליה,62,0.6,2023-10-12 08:52:43
עוגה,עזה,58,0.53,2023-10-21 04:47:55
כלב,חיילים,44,0.89,2023-10-23 01:19:41
חמניות,מוחמד דף,17,0.84,2023-10-12 10:55:05
קודקוד,רקטה,11,0.44,2023-10-09 01:51:36
ציפור,ג׳יפ,93,0.81,2023-10-20 04:41:52
בודד,איסמעיל הנייה,49,0.68,2023-10-21 23:01:47
ציפור,טיל בליסטי,23,0.71,2023-10-21 22:31:44
תפוז,תחמושת,16,0.52,2023-10-12 02:34:54
פטריה,קו דיוח 897,95,0.22,2023-10-25 13:22:03
חמניות,טיל נגד מטוסים,19,0.52,2023-10-25 05:33:13
תפוז,רימון,98,0.34,2023-10-22 14:28:15
ציפור,ג׳יפ,27,0.21,2023-10-27 20:55:39
תפוז,קו דיוח 453,27,0.51,2023-10-08 02:23:54
חמניות,קסאם,62,0.24,2023-10-12 13:05:53
שחור,טיל נגד מטוסים,70,0.62,2023-10-09 08:30:54
עוגה,טיל נגד מטוסים,67,0.29,2023-10-17 19:28:00
שחור,רימון,75,0.27,2023-10-10 13:51:02
צהובה,קו דיוח 162,94,0.84,2023-10-11 01:02:51
בודד,נשק,48,0.26,2023-10-22 15:54:16
בודד,אקדח,34,0.7,2023-10-14 17:48:51
שחור,אקדח,48,0.14,2023-10-08 06:42:19
שחור,אקדח,93,0.34,2023-10-15 12:47:49
תפוז,טיל נגד טנקים,63,0.89,2023-10-17 10:56:55
דובדבן,ג׳בליה,44,0.35,2023-10-08 05:13:48
דובדבן,איסמעיל הנייה,46,0.89,2023-10-22 00:02:49
מחצבה,קו דיוח 897,98,0.48,2023-10-07 05:46:47
עץ,תחמושת,14,0.58,2023-10-13 15:45:07
פיסטוק,רפיח,88,0.68,2023-10-20 15:52:37
קודקוד,טיל נגד טנקים,9,0.7,2023-10-21 03:39:08
ציפור,טיל נגד טנקים,24,0.48,2023-10-19 06:43:54
צהובה,מוחמד דף,6,0.87,2023-10-23 08:04:45
דובדבן,בסיס צה״ל,9,0.52,2023-10-22 21:26:26
בודד,רפיח,48,0.79,2023-10-08 14:46:03
כלב,רפיח,81,0.81,2023-10-17 00:48:50
כלב,ג׳יפ,79,0.88,2023-10-11 22:34:59
פטריה,טיל נגד טנקים,95,0.82,2023-10-21 18:38:50
קודקוד,רימון,27,0.3,2023-10-13 04:15:26
עוגה,ג׳בליה,66,0.19,2023-10-17 02:37:21
מחצבה,הגבול הדרומי,93,0.56,2023-10-19 06:37:51
מחצבה,טיל נגד מטוסים,79,0.23,2023-10-18 04:51:07
שחור,רפיח,26,0.28,2023-10-13 11:27:00
תפוז,קו דיוח 162,12,0.13,2023-10-15 07:55:15
תפוז,עזה,15,0.13,2023-10-10 13:57:18
תפוז,רימונים,42,0.35,2023-10-29 11:48:14
חמניות,איסמעיל הנייה,85,0.38,2023-10-14 16:17:45
קודקוד,ג׳בליה,28,0.79,2023-10-16 14:16:36
קודקוד,איסמעיל הנייה,45,0.53,2023-10-08 20:04:53
ציפור,קסאם,5,0.67,2023-10-13 00:17:49
עוגה,איסמעיל הנייה,26,0.38,2023-10-22 06:02:07
צהובה,איסמעיל הנייה,67,0.89,2023-10-10 03:18:18
דובדבן,קסאם,28,0.46,2023-10-13 20:24:55
עץ,איסמעיל הנייה,59,0.73,2023-10-22 05:33:24
עץ,רובה,9,0.31,2023-10-08 03:40:27
פטריה,עזה,55,0.88,2023-10-16 05:54:00
מחצבה,רובה,14,0.7,2023-10-24 21:25:11
שחור,הגבול הדרומי,55,0.12,2023-10-10 18:05:02
חמניות,טיל בליסטי,26,0.39,2023-10-24 16:12:06
שפן,חיילים,29,0.55,2023-10-11 05:33:52
תפוז,רובה,3,0.44,2023-10-26 10:50:36
צהובה,איסמעיל הנייה,70,0.12,2023-10-18 01:30:20
תפוז,בסיס צה״ל,89,0.6,2023-10-27 05:26:50
פטריה,עזה,15,0.31,2023-10-08 06:39:40
פטריה,טיל נגד טנקים,57,0.56,2023-10-26 16:49:14
תפוז,רפיח,52,0.54,2023-10-10 10:48:42
דובדבן,עזה,7,0.25,2023-10-17 14:57:53
חמניות,עזה,74,0.25,2023-10-11 03:46:24
בודד,תחמושת,61,0.28,2023-10-12 10:25:39
שחור,מוחמד דף,53,0.65,2023-10-11 19:20:47
בודד,בסיס צה״ל,64,0.65,2023-10-22 13:56:10
שחור,טיל בליסטי,27,0.54,2023-10-17 16:04:20
ציפור,טיל בליסטי,49,0.77,2023-10-20 00:40:24
