Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
פיסטוק,אקדח,41,0.8,2023-10-21 12:04:45
שפן,בסיס צה״ל,87,0.23,2023-10-24 00:22:16
דובדבן,עזה,39,0.87,2023-10-21 11:53:45
מחצבה,טיל בליסטי,9,0.42,2023-10-16 04:17:16
כלב,אקדח,11,0.57,2023-10-25 19:56:09
פטריה,נשק,44,0.5,2023-10-11 07:18:13
כלב,אקדח,80,0.72,2023-10-21 04:25:52
כלב,ג׳בליה,95,0.53,2023-10-09 04:12:49
פטריה,טיל נגד מטוסים,38,0.23,2023-10-18 14:02:49
שחור,קו דיוח 897,83,0.67,2023-10-20 02:58:22
צהובה,עזה,45,0.72,2023-10-09 08:48:38
חמניות,חיילים,66,0.1,2023-10-11 00:48:09
עוגה,נשק,1,0.8,2023-10-12 01:56:58
בודד,תחמושת,42,0.73,2023-10-10 15:37:57
חמניות,רימון,53,0.51,2023-10-24 23:27:33
חמניות,קסאם,48,0.75,2023-10-17 11:15:59
דובדבן,קסאם,51,0.17,2023-10-19 04:31:42
בודד,טיל בליסטי,92,0.26,2023-10-17 22:32:52
דובדבן,הגבול הדרומי,84,0.85,2023-10-29 20:37:49
תפוז,קו דיוח 162,70,0.83,2023-10-16 00:04:09
דובדבן,רקטה,27,0.68,2023-10-27 22:31:12
צהובה,טיל נגד טנקים,92,0.53,2023-10-21 21:16:34
שחור,ג׳יפ,65,0.66,2023-10-29 12:51:10
פטריה,ג׳בליה,15,0.64,2023-10-18 04:20:08
קודקוד,חיילים,58,0.2,2023-10-07 14:58:47
פיסטוק,ג׳בליה,13,0.22,2023-10-07 16:58:19
צהובה,קו דיוח 897,96,0.41,2023-10-20 07:39:21
עץ,חיילים,65,0.79,2023-10-09 14:20:06
חמניות,אקדח,65,0.18,2023-10-22 05:54:38
פטריה,קסאם,92,0.4,2023-10-21 04:10:00
כלב,הגבול הדרומי,20,0.87,2023-10-12 04:40:37
עץ,ג׳יפ,30,0.72,2023-10-13 07:15:19
צהובה,טיל נגד מטוסים,21,0.59,2023-10-27 08:48:28
דובדבן,רובה,92,0.76,2023-10-12 19:03:18
כלב,טיל נגד טנקים,21,0.49,2023-10-19 12:50:43
מחצבה,אקדח,57,0.55,2023-10-26 04:52:33
ציפור,רקטה,76,0.39,2023-10-17 07:24:22
שפן,קסאם,58,0.81,2023-10-26 06:28:06
שפן,רימונים,23,0.9,2023-10-15 21:17:39
שפן,עזה,41,0.55,2023-10-28 18:40:46
שחור,קסאם,31,0.21,2023-10-12 03:53:02
תפוז,רקטה,46,0.13,2023-10-07 06:40:00
בודד,רימון,62,0.89,2023-10-20 17:26:38
תפוז,תחמושת,54,0.37,2023-10-09 16:49:21
חמניות,קו דיוח 453,55,0.73,2023-10-18 23:48:14
חמניות,תחמושת,42,0.9,2023-10-24 01:54:28
דובדבן,טיל נגד מטוסים,15,0.22,2023-10-24 01:19:00
שחור,קו דיוח 162,84,0.58,2023-10-18 03:10:55
בודד,קו דיוח 162,66,0.58,2023-10-23 16:35:05
שפן,רימון,100,0.61,2023-10-28 18:26:30
קודקוד,הגבול הדרומי,86,0.45,2023-10-15 22:00:52
תפוז,הגבול הדרומי,45,0.3,2023-10-23 03:00:59
חמניות,חיילים,21,0.55,2023-10-19 20:40:05
בודד,קו דיוח 453,64,0.73,2023-10-11 10:19:48
עץ,נשק,16,0.38,2023-10-20 22:02:05
שפן,רובה,70,0.26,2023-10-22 04:54:23
מחצבה,רימונים,67,0.24,2023-10-27 03:24:38
פטריה,בסיס צה״ל,52,0.29,2023-10-20 03:40:26
מחצבה,עזה,3,0.67,2023-10-27 01:37:15
ציפור,נשק,29,0.17,2023-10-10 04:51:15
תפוז,תחמושת,69,0.15,2023-10-20 14:16:10
שפן,אקדח,92,0.64,2023-10-15 07:01:19
תפוז,טיל נגד טנקים,77,0.38,2023-10-18 19:52:59
תפוז,עזה,13,0.37,2023-10-16 06:25:15
בודד,קו דיוח 453,27,0.87,2023-10-08 12:05:06
דובדבן,ג׳בליה,20,0.37,2023-10-28 01:19:22
חמניות,קו דיוח 897,7,0.18,2023-10-26 00:20:17
כלב,הגבול הדרומי,50,0.69,2023-10-29 04:10:16
שחור,רקטה,5,0.64,2023-10-18 07:19:32
עץ,ג׳בליה,99,0.44,2023-10-28 12:59:09
בודד,רימון,21,0.35,2023-10-07 20:56:01
חמניות,הגבול הדרומי,81,0.15,2023-10-25 05:51:00
שחור,תחמושת,10,0.2,2023-10-27 11:22:23
עוגה,חיילים,26,0.29,2023-10-22 09:30:38
בודד,ג׳יפ,33,0.41,2023-10-21 02:22:23
שפן,בסיס צה״ל,100,0.24,2023-10-16 04:37:47
תפוז,איסמעיל הנייה,17,0.35,2023-10-24 10:31:02
חמניות,רפיח,16,0.16,2023-10-14 13:08:40
תפוז,רימונים,58,0.78,2023-10-25 23:04:55
פטריה,טיל נגד טנקים,21,0.88,2023-10-22 03:15:07
בודד,ג׳יפ,85,0.88,2023-10-09 23:37:20
עוגה,רקטה,42,0.25,2023-10-19 17:59:23
פיסטוק,טיל בליסטי,17,0.52,2023-10-12 21:48:08
ציפור,איסמעיל הנייה,97,0.76,2023-10-19 13:41:14
שחור,רובה,40,0.57,2023-10-20 03:48:01
תפוז,רימונים,99,0.25,2023-10-22 14:51:57
מחצבה,טיל נגד טנקים,69,0.78,2023-10-09 19:49:08
עץ,רימונים,80,0.6,2023-10-10 03:22:46
