Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
ציפור,קו דיוח 453,29,0.12,2023-10-21 06:13:23
עץ,הגבול הדרומי,33,0.57,2023-10-16 00:20:18
חמניות,טיל נגד טנקים,41,0.51,2023-10-21 06:16:34
כלב,קו דיוח 162,13,0.7,2023-10-13 18:24:01
קודקוד,קו דיוח 453,70,0.78,2023-10-18 02:21:06
עוגה,הגבול הדרומי,74,0.2,2023-10-17 19:10:03
מחצבה,רפיח,82,0.75,2023-10-12 05:43:10
חמניות,עזה,98,0.47,2023-10-25 11:22:00
דובדבן,קו דיוח 897,60,0.46,2023-10-22 17:10:33
שפן,תחמושת,41,0.42,2023-10-22 23:57:50
צהובה,בסיס צה״ל,7,0.11,2023-10-16 17:48:50
מחצבה,טיל בליסטי,35,0.71,2023-10-20 10:40:16
תפוז,רקטה,42,0.23,2023-10-23 19:39:03
קודקוד,חיילים,65,0.65,2023-10-21 07:44:10
חמניות,קו דיוח 162,2,0.89,2023-10-17 14:01:41
תפוז,רקטה,83,0.59,2023-10-20 08:20:09
עץ,קו דיוח 453,78,0.2,2023-10-14 13:04:17
שפן,חיילים,72,0.81,2023-10-12 21:14:31
ציפור,נשק,24,0.87,2023-10-26 21:19:12
עוגה,רימונים,83,0.67,2023-10-28 20:33:27
עוגה,נשק,51,0.48,2023-10-19 16:51:58
פטריה,תחמושת,90,0.74,2023-10-14 14:14:50
עוגה,נשק,92,0.47,2023-10-12 10:13:30
מחצבה,טיל נגד מטוסים,46,0.68,2023-10-16 06:38:22
חמניות,טיל בליסטי,92,0.44,2023-10-15 10:22:33
חמניות,איסמעיל הנייה,21,0.29,2023-10-25 16:31:49
מחצבה,נשק,57,0.25,2023-10-15 01:19:17
מחצבה,טיל נגד טנקים,16,0.7,2023-10-11 17:49:36
פטריה,קו דיוח 162,80,0.4,2023-10-29 22:13:58
פטריה,הגבול הדרומי,53,0.5,2023-10-18 02:57:39
צהובה,טיל נגד מטוסים,37,0.37,2023-10-07 16:01:39
דובדבן,הגבול הדרומי,18,0.29,2023-10-23 23:22:59
פיסטוק,מוחמד דף,84,0.44,2023-10-21 17:02:54
קודקוד,הגבול הדרומי,34,0.73,2023-10-10 03:17:18
קודקוד,רקטה,50,0.32,2023-10-25 14:27:20
עץ,רפיח,83,0.79,2023-10-22 11:15:42
שפן,קסאם,61,0.41,2023-10-26 02:04:34
כלב,נשק,93,0.22,2023-10-13 21:07:39
צהובה,ג׳בליה,3,0.67,2023-10-10 11:27:05
תפוז,רפיח,44,0.28,2023-10-13 14:50:56
צהובה,איסמעיל הנייה,11,0.83,2023-10-17 04:13:06
קודקוד,מוחמד דף,44,0.46,2023-10-13 10:38:48
פיסטוק,רובה,24,0.89,2023-10-26 15:15:19
כלב,רקטה,4,0.59,2023-10-18 17:56:06
עוגה,טיל נגד מטוסים,20,0.61,2023-10-20 02:25:23
פיסטוק,עזה,28,0.59,2023-10-22 20:06:54
ציפור,בסיס צה״ל,3,0.46,2023-10-22 06:00:26
דובדבן,מוחמד דף,88,0.88,2023-10-12 07:50:16
עץ,טיל נגד מטוסים,46,0.44,2023-10-28 16:18:47
שחור,נשק,55,0.29,2023-10-07 06:13:33
מחצבה,טיל נגד מטוסים,14,0.84,2023-10-19 04:44:05
פיסטוק,ג׳יפ,69,0.26,2023-10-29 18:01:10
פטריה,קסאם,92,0.37,2023-10-09 13:35:17
תפוז,תחמושת,13,0.33,2023-10-20 09:10:00
עץ,הגבול הדרומי,100,0.26,2023-10-08 03:31:55
כלב,נשק,17,0.86,2023-10-10 13:17:46
קודקוד,רפיח,9,0.72,2023-10-22 11:10:51
ציפור,נשק,3,0.51,2023-10-07 02:14:17
פטריה,רימונים,61,0.47,2023-10-28 19:15:11
כלב,איסמעיל הנייה,90,0.17,2023-10-21 03:08:56
חמניות,עזה,58,0.35,2023-10-15 11:57:47
קודקוד,טיל נגד מטוסים,81,0.71,2023-10-08 05:18:40
דובדבן,קסאם,82,0.8,2023-10-29 04:57:47
פיסטוק,עזה,14,0.75,2023-10-26 15:18:01
שחור,טיל נגד טנקים,67,0.84,2023-10-29 06:06:46
כלב,חיילים,88,0.33,2023-10-12 02:37:31
פטריה,תחמושת,58,0.55,2023-10-26 21:57:03
מחצבה,איסמעיל הנייה,32,0.17,2023-10-11 22:59:36
עץ,רימונים,58,0.56,2023-10-24 08:39:03
כלב,רימונים,41,0.5,2023-10-21 19:02:39
פטריה,קו דיוח 897,27,0.4,2023-10-13 12:53:39
חמניות,קו דיוח 897,84,0.22,2023-10-15 08:23:50
תפוז,בסיס צה״ל,52,0.61,2023-10-14 09:59:20
שפן,ג׳בליה,35,0.65,2023-10-13 04:11:00
קודקוד,נשק,65,0.54,2023-10-12 09:08:39
שחור,בסיס צה״ל,44,0.64,2023-10-12 02:05:38
פטריה,רימון,16,0.18,2023-10-18 13:23:32
צהובה,עזה,41,0.69,2023-10-13 18:06:10
ציפור,קו דיוח 453,38,0.71,2023-10-25 09:01:46
מחצבה,קו דיוח 897,47,0.17,2023-10-07 17:01:20
עוגה,טיל נגד טנקים,93,0.23,2023-10-27 07:11:33
צהובה,אקדח,65,0.13,2023-10-26 19:40:28
פיסטוק,רימונים,73,0.61,2023-10-26 09:06:21
צהובה,טיל נגד טנקים,41,0.13,2023-10-27 04:02:38
צהובה,איסמעיל הנייה,74,0.31,2023-10-14 02:30:02
צהובה,עזה,93,0.62,2023-10-08 12:28:23
תפוז,טיל בליסטי,29,0.66,2023-10-17 12:16:44
ציפור,קו דיוח 897,95,0.14,2023-10-20 17:06:53
