Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
קודקוד,טיל נגד מטוסים,53,0.38,2023-10-09 04:33:22
עץ,ג׳יפ,23,0.8,2023-10-11 05:42:45
כלב,רקטה,73,0.3,2023-10-23 04:33:13
תפוז,רפיח,76,0.8,2023-10-20 23:51:07
כלב,הגבול הדרומי,15,0.1,2023-10-25 02:19:58
שפן,רימונים,4,0.84,2023-10-22 13:31:05
דובדבן,ג׳בליה,71,0.12,2023-10-21 18:25:59
מחצבה,עזה,61,0.39,2023-10-22 13:10:24
דובדבן,עזה,95,0.75,2023-10-28 23:26:27
פיסטוק,ג׳יפ,42,0.86,2023-10-16 06:56:39
ציפור,רפיח,13,0.47,2023-10-13 18:37:22
ציפור,טיל בליסטי,62,0.73,2023-10-14 13:14:38
מחצבה,רפיח,99,0.85,2023-10-22 12:39:29
תפוז,טיל בליסטי,95,0.47,2023-10-28 20:15:58
חמניות,קו דיוח 453,67,0.86,2023-10-29 21:54:20
בודד,איסמעיל הנייה,35,0.87,2023-10-15 17:32:30
עוגה,קסאם,37,0.45,2023-10-22 17:48:54
שפן,מוחמד דף,96,0.24,2023-10-23 23:56:33
כלב,טיל נגד טנקים,65,0.77,2023-10-17 23:00:59
חמניות,רפיח,19,0.82,2023-10-10 19:26:58
פיסטוק,נשק,94,0.6,2023-10-23 23:05:06
בודד,ג׳בליה,29,0.82,2023-10-24 20:43:28
מחצבה,בסיס צה״ל,74,0.47,2023-10-11 21:31:14
עוגה,חיילים,2,0.3,2023-10-07 20:06:40
חמניות,חיילים,80,0.54,2023-10-22 22:41:50
קודקוד,איסמעיל הנייה,91,0.2,2023-10-21 14:36:47
פטריה,הגבול הדרומי,79,0.58,2023-10-11 06:54:47
שחור,אקדח,54,0.61,2023-10-10 04:34:10
צהובה,רקטה,42,0.65,2023-10-25 20:03:46
עץ,אקדח,94,0.74,2023-10-13 16:36:52
קודקוד,תחמושת,56,0.81,2023-10-16 13:19:02
צהובה,טיל בליסטי,26,0.17,2023-10-28 16:52:27
מחצבה,חיילים,9,0.41,2023-10-24 22:02:23
עץ,קסאם,11,0.63,2023-10-11 15:48:29
שפן,נשק,83,0.6,2023-10-10 20:47:27
פיסטוק,ג׳יפ,58,0.5,2023-10-27 13:09:27
ציפור,קסאם,46,0.7,2023-10-26 21:45:52
תפוז,רימון,73,0.14,2023-10-28 22:59:08
קודקוד,קו דיוח 453,65,0.6,2023-10-13 13:17:18
פיסטוק,רימון,77,0.77,2023-10-25 04:31:48
תפוז,איסמעיל הנייה,8,0.28,2023-10-14 17:40:07
מחצבה,חיילים,44,0.13,2023-10-16 21:08:44
שחור,קסאם,38,0.64,2023-10-27 22:20:26
תפוז,רקטה,88,0.7,2023-10-07 12:29:59
בודד,קו דיוח 162,78,0.45,2023-10-22 20:20:26
עץ,קסאם,89,0.7,2023-10-25 12:26:02
פיסטוק,רובה,85,0.55,2023-10-28 18:09:30
בודד,ג׳בליה,79,0.29,2023-10-29 22:06:29
פטריה,תחמושת,5,0.84,2023-10-12 21:41:56
דובדבן,רקטה,17,0.47,2023-10-20 23:24:02
פיסטוק,מוחמד דף,86,0.4,2023-10-11 10:46:50
בודד,נשק,79,0.74,2023-10-08 12:03:26
עוגה,קו דיוח 453,62,0.77,2023-10-21 09:06:47
שחור,ג׳בליה,52,0.23,2023-10-26 07:46:15
קודקוד,טיל בליסטי,3,0.73,2023-10-18 19:05:59
ציפור,נשק,44,0.12,2023-10-24 13:35:35
ציפור,בסיס צה״ל,15,0.41,2023-10-13 07:07:39
פטריה,קו דיוח 453,51,0.31,2023-10-25 05:13:27
פיסטוק,רובה,80,0.85,2023-10-27 07:05:30
עץ,קו דיוח 162,83,0.32,2023-10-10 20:04:24
בודד,בסיס צה״ל,20,0.72,2023-10-20 11:25:24
עוגה,רימונים,60,0.84,2023-10-24 17:36:58
