Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
ציפור,מוחמד דף,41,0.34,2023-10-23 22:56:58
תפוז,רובה,70,0.85,2023-10-12 09:17:35
חמניות,ג׳בליה,33,0.39,2023-10-29 19:46:47
פיסטוק,רימון,23,0.32,2023-10-17 19:21:43
שחור,רובה,67,0.43,2023-10-17 06:11:44
עץ,ג׳יפ,82,0.34,2023-10-10 08:37:37
עץ,אקדח,89,0.32,2023-10-20 18:45:30
חמניות,קו דיוח 897,39,0.67,2023-10-11 13:18:44
עץ,תחמושת,78,0.72,2023-10-21 18:43:06
פטריה,קסאם,97,0.27,2023-10-27 22:18:41
שפן,רקטה,78,0.62,2023-10-14 10:43:52
שחור,קסאם,63,0.7,2023-10-15 01:59:18
כלב,הגבול הדרומי,39,0.29,2023-10-25 13:35:19
בודד,נשק,68,0.51,2023-10-21 01:03:43
פטריה,קו דיוח 453,26,0.47,2023-10-23 04:12:16
כלב,רימון,63,0.64,2023-10-18 07:21:01
בודד,טיל בליסטי,14,0.64,2023-10-26 20:47:22
מחצבה,רקטה,20,0.63,2023-10-27 21:30:02
בודד,תחמושת,68,0.71,2023-10-09 12:12:12
מחצבה,טיל נגד טנקים,2,0.49,2023-10-08 12:14:41
פטריה,אקדח,74,0.22,2023-10-22 06:10:24
בודד,אקדח,3,0.2,2023-10-07 16:59:52
בודד,רובה,97,0.33,2023-10-20 19:25:26
ציפור,קו דיוח 453,16,0.24,2023-10-21 14:39:43
צהובה,טיל נגד מטוסים,23,0.24,2023-10-28 03:01:16
שחור,איסמעיל הנייה,51,0.74,2023-10-10 01:49:24
עץ,טיל נגד מטוסים,16,0.74,2023-10-13 16:47:24
שפן,נשק,92,0.84,2023-10-16 19:38:12
בודד,קסאם,69,0.53,2023-10-16 12:55:33
ציפור,רימונים,31,0.89,2023-10-15 02:36:05
תפוז,קו דיוח 897,31,0.22,2023-10-18 19:17:14
מחצבה,אקדח,6,0.47,2023-10-16 16:29:06
דובדבן,רימונים,80,0.34,2023-10-11 10:58:29
כלב,מוחמד דף,19,0.13,2023-10-09 05:30:18
שחור,אקדח,54,0.84,2023-10-20 22:20:17
פטריה,בסיס צה״ל,85,0.59,2023-10-16 22:01:05
דובדבן,רימון,10,0.76,2023-10-23 05:58:22
מחצבה,טיל בליסטי,65,0.23,2023-10-29 17:45:50
מחצבה,ג׳בליה,9,0.82,2023-10-28 11:31:40
בודד,אקדח,39,0.34,2023-10-09 18:11:00
צהובה,בסיס צה״ל,54,0.82,2023-10-25 03:00:08
חמניות,בסיס צה״ל,34,0.14,2023-10-22 08:31:00
עץ,רובה,78,0.55,2023-10-07 11:45:28
ציפור,רימונים,87,0.76,2023-10-15 15:02:23
ציפור,קו דיוח 897,23,0.24,2023-10-17 13:49:13
עץ,חיילים,46,0.85,2023-10-10 05:03:24
דובדבן,רובה,48,0.3,2023-10-26 19:06:47
פיסטוק,טיל נגד מטוסים,7,0.85,2023-10-27 10:37:33
חמניות,קסאם,25,0.41,2023-10-15 11:42:16
ציפור,איסמעיל הנייה,21,0.64,2023-10-22 16:48:43
חמניות,הגבול הדרומי,38,0.89,2023-10-13 11:29:16
דובדבן,קו דיוח 453,35,0.67,2023-10-26 06:26:38
בודד,תחמושת,36,0.64,2023-10-17 14:22:18
פטריה,ג׳בליה,69,0.85,2023-10-17 08:13:49
דובדבן,קסאם,31,0.79,2023-10-20 07:28:17
בודד,חיילים,92,0.61,2023-10-11 02:41:32
תפוז,רובה,19,0.36,2023-10-10 00:15:17
עוגה,טיל נגד מטוסים,12,0.7,2023-10-24 12:54:32
עץ,קסאם,22,0.45,2023-10-18 08:35:09
עוגה,בסיס צה״ל,64,0.22,2023-10-21 16:14:56
פטריה,קו דיוח 162,15,0.5,2023-10-11 07:03:26
חמניות,טיל בליסטי,60,0.89,2023-10-10 04:04:04
עוגה,ג׳יפ,15,0.77,2023-10-22 01:00:45
קודקוד,ג׳יפ,42,0.37,2023-10-09 08:32:55
כלב,טיל בליסטי,11,0.22,2023-10-22 13:35:23
בודד,אקדח,78,0.88,2023-10-29 10:17:05
בודד,אקדח,84,0.16,2023-10-20 03:55:48
עץ,קו דיוח 897,75,0.29,2023-10-23 14:46:27
פטריה,קו דיוח 897,96,0.56,2023-10-17 13:42:42
בודד,ג׳יפ,26,0.15,2023-10-23 04:13:41
דובדבן,טיל נגד מטוסים,83,0.44,2023-10-15 14:45:42
שפן,מוחמד דף,82,0.68,2023-10-09 10:39:28
שחור,רימונים,82,0.19,2023-10-21 18:32:41
קודקוד,קסאם,52,0.82,2023-10-17 19:13:20
דובדבן,קסאם,16,0.2,2023-10-18 08:07:41
תפוז,הגבול הדרומי,23,0.34,2023-10-08 01:02:21
עוגה,נשק,93,0.71,2023-10-26 11:58:41
דובדבן,נשק,72,0.39,2023-10-26 13:41:36
בודד,רפיח,28,0.89,2023-10-23 06:03:19
עץ,טיל נגד טנקים,20,0.64,2023-10-28 08:07:15
כלב,רימון,80,0.43,2023-10-12 11:30:12
שחור,ג׳בליה,65,0.81,2023-10-17 16:50:45
מחצבה,טיל נגד טנקים,56,0.35,2023-10-25 08:56:23
שחור,רימון,15,0.39,2023-10-10 16:39:15
שפן,רפיח,30,0.22,2023-10-21 10:09:06
חמניות,מוחמד דף,14,0.27,2023-10-28 10:38:01
שחור,נשק,39,0.88,2023-10-15 02:31:45
שפן,בסיס צה״ל,8,0.4,2023-10-09 01:33:57
