Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
מחצבה,נשק,26,0.31,2023-10-13 15:57:54
דובדבן,רימונים,49,0.17,2023-10-08 02:04:58
פיסטוק,קסאם,42,0.47,2023-10-11 21:23:39
תפוז,קסאם,9,0.42,2023-10-13 07:41:18
ציפור,איסמעיל הנייה,71,0.61,2023-10-19 07:13:47
תפוז,חיילים,80,0.78,2023-10-16 12:59:52
פטריה,קו דיוח 897,22,0.46,2023-10-26 05:27:00
פטריה,הגבול הדרומי,80,0.26,2023-10-15 22:45:37
פטריה,רקטה,94,0.7,2023-10-21 15:13:39
קודקוד,עזה,48,0.71,2023-10-28 14:03:24
צהובה,רקטה,78,0.53,2023-10-17 02:06:53
שפן,רימונים,76,0.14,2023-10-22 20:36:04
שחור,ג׳בליה,85,0.72,2023-10-21 07:13:57
חמניות,טיל נגד טנקים,15,0.56,2023-10-12 16:13:36
חמניות,חיילים,37,0.28,2023-10-26 09:09:01
צהובה,תחמושת,8,0.79,2023-10-23 00:22:19
תפוז,איסמעיל הנייה,36,0.29,2023-10-08 14:17:34
ציפור,עזה,83,0.35,2023-10-14 11:50:16
עץ,רימונים,9,0.13,2023-10-16 02:17:27
כלב,מוחמד דף,5,0.56,2023-10-27 07:29:54
קודקוד,מוחמד דף,38,0.74,2023-10-23 21:00:16
ציפור,רקטה,60,0.51,2023-10-14 10:26:02
דובדבן,הגבול הדרומי,49,0.64,2023-10-08 08:44:55
שפן,אקדח,20,0.62,2023-10-28 10:15:31
עץ,קו דיוח 897,90,0.13,2023-10-23 23:13:40
חמניות,הגבול הדרומי,83,0.71,2023-10-10 10:28:40
שפן,נשק,48,0.73,2023-10-12 14:16:26
קודקוד,חיילים,21,0.41,2023-10-29 20:36:06
שחור,טיל בליסטי,54,0.26,2023-10-16 09:42:58
שחור,נשק,69,0.24,2023-10-17 20:34:46
פיסטוק,טיל נגד מטוסים,70,0.55,2023-10-10 15:03:09
עוגה,קו דיוח 162,17,0.68,2023-10-13 06:37:43
שפן,קו דיוח 162,58,0.83,2023-10-16 18:44:50
עוגה,רימונים,40,0.77,2023-10-25 20:29:05
פיסטוק,רקטה,70,0.44,2023-10-28 09:56:31
קודקוד,חיילים,67,0.24,2023-10-17 09:16:32
תפוז,קו דיוח 453,14,0.76,2023-10-10 21:44:11
כלב,ג׳יפ,3,0.44,2023-10-27 13:18:47
תפוז,קו דיוח 453,80,0.25,2023-10-22 08:10:25
בודד,רפיח,52,0.41,2023-10-18 02:54:22
בודד,טיל בליסטי,24,0.87,2023-10-20 07:13:35
חמניות,טיל נגד טנקים,53,0.3,2023-10-29 15:08:08
מחצבה,קו דיוח 897,45,0.68,2023-10-22 03:51:38
צהובה,רובה,30,0.59,2023-10-16 08:58:06
עוגה,בסיס צה״ל,84,0.87,2023-10-16 04:40:32
דובדבן,בסיס צה״ל,100,0.25,2023-10-19 10:54:50
שפן,רימון,31,0.23,2023-10-16 02:34:03
