Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
מחצבה,טיל נגד מטוסים,35,0.83,2023-10-10 23:45:32
דובדבן,טיל בליסטי,7,0.69,2023-10-21 18:07:43
צהובה,נשק,24,0.68,2023-10-14 05:21:21
כלב,בסיס צה״ל,82,0.22,2023-10-07 13:41:53
ציפור,טיל נגד מטוסים,65,0.47,2023-10-11 17:00:40
דובדבן,בסיס צה״ל,40,0.16,2023-10-23 00:26:54
עוגה,טיל נגד טנקים,68,0.41,2023-10-25 09:05:36
דובדבן,עזה,63,0.71,2023-10-19 04:25:00
שחור,קו דיוח 453,85,0.83,2023-10-17 20:29:10
עוגה,אקדח,83,0.29,2023-10-16 07:50:13
עוגה,איסמעיל הנייה,88,0.19,2023-10-20 20:31:28
עוגה,רקטה,66,0.47,2023-10-10 01:57:03
תפוז,עזה,34,0.82,2023-10-23 13:45:44
פיסטוק,ג׳בליה,34,0.64,2023-10-27 07:55:32
פיסטוק,קו דיוח 897,11,0.74,2023-10-15 07:02:52
חמניות,רובה,73,0.35,2023-10-15 11:14:30
שחור,קו דיוח 162,77,0.87,2023-10-16 16:56:23
תפוז,קו דיוח 453,26,0.45,2023-10-10 18:10:13
פיסטוק,קו דיוח 162,47,0.71,2023-10-24 17:30:01
פטריה,טיל נגד מטוסים,51,0.47,2023-10-29 09:25:31
עוגה,ג׳בליה,47,0.25,2023-10-11 10:48:15
פיסטוק,קו דיוח 897,65,0.58,2023-10-23 21:34:41
דובדבן,רימון,37,0.79,2023-10-26 05:40:08
פיסטוק,הגבול הדרומי,68,0.39,2023-10-07 06:50:26
דובדבן,אקדח,87,0.12,2023-10-23 03:43:40
דובדבן,מוחמד דף,39,0.11,2023-10-07 07:27:49
קודקוד,טיל נגד טנקים,89,0.42,2023-10-17 19:41:39
צהובה,אקדח,85,0.84,2023-10-08 10:24:40
פטריה,חיילים,6,0.66,2023-10-19 02:40:25
עוגה,נשק,69,0.72,2023-10-13 05:19:43
תפוז,טיל בליסטי,45,0.38,2023-10-28 02:52:13
מחצבה,הגבול הדרומי,22,0.61,2023-10-13 20:56:29
כלב,נשק,13,0.13,2023-10-23 06:59:37
חמניות,קו דיוח 453,19,0.74,2023-10-29 17:12:18
שפן,קו דיוח 453,77,0.65,2023-10-28 03:27:30
תפוז,ג׳בליה,9,0.22,2023-10-10 20:38:43
צהובה,אקדח,29,0.12,2023-10-17 11:35:29
עוגה,הגבול הדרומי,61,0.71,2023-10-09 12:46:26
מחצבה,אקדח,90,0.13,2023-10-19 17:33:46
קודקוד,איסמעיל הנייה,41,0.1,2023-10-24 23:31:48
כלב,רימון,89,0.74,2023-10-21 21:01:58
שפן,הגבול הדרומי,28,0.73,2023-10-29 17:21:20
בודד,קו דיוח 453,13,0.77,2023-10-21 10:06:46
דובדבן,קו דיוח 453,76,0.55,2023-10-28 18:48:32
צהובה,קו דיוח 453,55,0.85,2023-10-10 13:11:41
קודקוד,אקדח,67,0.7,2023-10-29 22:18:04
קודקוד,קו דיוח 162,31,0.39,2023-10-15 13:41:23
עוגה,טיל בליסטי,68,0.73,2023-10-15 15:18:41
פיסטוק,אקדח,45,0.33,2023-10-19 23:57:07
מחצבה,ג׳יפ,63,0.16,2023-10-26 07:47:40
קודקוד,חיילים,81,0.54,2023-10-19 22:59:14
עוגה,רקטה,17,0.37,2023-10-12 06:47:18
פיסטוק,קסאם,51,0.72,2023-10-26 10:03:45
חמניות,בסיס צה״ל,41,0.22,2023-10-13 11:57:04
פיסטוק,מוחמד דף,50,0.27,2023-10-12 03:28:39
עוגה,רקטה,16,0.64,2023-10-18 08:35:34
צהובה,רימון,67,0.24,2023-10-17 18:19:25
בודד,ג׳בליה,44,0.75,2023-10-24 21:55:27
פטריה,אקדח,95,0.54,2023-10-13 16:11:18
ציפור,מוחמד דף,83,0.14,2023-10-28 22:34:30
דובדבן,קו דיוח 453,38,0.42,2023-10-13 23:00:12
חמניות,הגבול הדרומי,69,0.61,2023-10-13 18:38:57
חמניות,אקדח,51,0.5,2023-10-15 11:13:11
תפוז,חיילים,27,0.77,2023-10-25 22:54:18
שפן,מוחמד דף,99,0.28,2023-10-08 16:11:11
צהובה,טיל בליסטי,30,0.42,2023-10-15 00:19:44
פיסטוק,טיל נגד טנקים,38,0.25,2023-10-17 01:20:27
מחצבה,אקדח,59,0.44,2023-10-12 10:26:46
תפוז,חיילים,36,0.82,2023-10-12 12:38:40
צהובה,קו דיוח 453,83,0.14,2023-10-07 10:24:40
חמניות,נשק,33,0.84,2023-10-20 08:06:40
חמניות,קו דיוח 162,78,0.34,2023-10-09 04:37:17
ציפור,הגבול הדרומי,68,0.51,2023-10-09 14:49:49
כלב,מוחמד דף,58,0.2,2023-10-22 03:22:25
עוגה,רקטה,96,0.69,2023-10-25 20:02:59
כלב,רימונים,52,0.81,2023-10-23 03:09:51
שפן,קו דיוח 453,58,0.31,2023-10-25 00:56:03
דובדבן,חיילים,2,0.88,2023-10-10 22:00:50
פטריה,תחמושת,44,0.25,2023-10-15 22:45:33
עוגה,טיל נגד מטוסים,61,0.37,2023-10-07 16:13:51
שפן,קו דיוח 453,34,0.52,2023-10-14 18:15:13
פיסטוק,טיל בליסטי,72,0.21,2023-10-16 18:17:21
דובדבן,קו דיוח 453,36,0.89,2023-10-22 04:08:24
קודקוד,רימון,20,0.47,2023-10-19 18:31:30
קודקוד,נשק,84,0.67,2023-10-07 04:14:16
ציפור,ג׳בליה,39,0.8,2023-10-18 07:04:21
צהובה,ג׳יפ,80,0.49,2023-10-21 20:03:44
שחור,תחמושת,97,0.61,2023-10-18 07:27:58
עוגה,נשק,89,0.41,2023-10-28 15:12:31
כלב,קו דיוח 453,77,0.47,2023-10-27 17:51:16
ציפור,רקטה,63,0.89,2023-10-07 09:18:21
פטריה,קו דיוח 162,92,0.23,2023-10-16 19:44:46
פטריה,הגבול הדרומי,62,0.9,2023-10-24 04:34:07
שפן,טיל נגד טנקים,80,0.14,2023-10-26 14:43:21
דובדבן,ג׳יפ,63,0.62,2023-10-08 19:08:14
ציפור,טיל נגד מטוסים,5,0.54,2023-10-17 13:25:24
