Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
צהובה,בסיס צה״ל,97,0.45,2023-10-10 13:29:16
פיסטוק,בסיס צה״ל,68,0.52,2023-10-22 13:27:35
קודקוד,איסמעיל הנייה,49,0.15,2023-10-15 22:40:20
עוגה,נשק,73,0.17,2023-10-12 12:16:24
עץ,אקדח,37,0.78,2023-10-17 21:01:18
עץ,תחמושת,20,0.62,2023-10-22 16:29:21
מחצבה,רובה,84,0.25,2023-10-15 00:28:47
תפוז,איסמעיל הנייה,42,0.24,2023-10-08 11:15:04
כלב,הגבול הדרומי,18,0.71,2023-10-24 23:03:20
מחצבה,ג׳בליה,59,0.15,2023-10-28 20:22:22
תפוז,קסאם,68,0.57,2023-10-15 14:51:36
שחור,קו דיוח 453,96,0.65,2023-10-27 12:13:37
עוגה,רובה,52,0.76,2023-10-22 23:09:57
פטריה,קו דיוח 453,32,0.59,2023-10-08 13:35:36
קודקוד,קו דיוח 162,22,0.77,2023-10-24 21:51:39
בודד,רימונים,2,0.82,2023-10-13 16:22:58
תפוז,קו דיוח 453,77,0.71,2023-10-11 12:21:27
שחור,ג׳יפ,30,0.78,2023-10-25 16:01:51
שפן,רימון,17,0.84,2023-10-21 20:42:21
עוגה,קו דיוח 162,11,0.18,2023-10-26 12:26:22
מחצבה,רובה,69,0.16,2023-10-24 23:20:21
פיסטוק,עזה,45,0.87,2023-10-19 07:48:03
פיסטוק,ג׳בליה,98,0.84,2023-10-14 16:32:34
צהובה,טיל נגד מטוסים,72,0.58,2023-10-22 18:21:52
פיסטוק,קו דיוח 897,76,0.15,2023-10-20 03:08:18
בודד,רובה,40,0.34,2023-10-23 23:28:42
קודקוד,עזה,18,0.66,2023-10-28 23:11:23
צהובה,טיל נגד מטוסים,96,0.82,2023-10-28 12:02:52
שפן,עזה,21,0.34,2023-10-29 02:01:47
ציפור,חיילים,69,0.62,2023-10-23 14:16:07
בודד,עזה,54,0.29,2023-10-10 09:08:24
דובדבן,קו דיוח 162,69,0.3,2023-10-08 00:44:22
עוגה,רימון,23,0.36,2023-10-09 18:48:22
פטריה,קסאם,42,0.15,2023-10-25 16:20:09
שחור,ג׳בליה,21,0.34,2023-10-07 03:35:46
דובדבן,איסמעיל הנייה,100,0.82,2023-10-29 05:14:13
בודד,מוחמד דף,88,0.36,2023-10-25 23:52:28
ציפור,טיל נגד מטוסים,6,0.3,2023-10-21 02:54:14
בודד,ג׳יפ,24,0.9,2023-10-14 06:00:44
שחור,קו דיוח 162,33,0.75,2023-10-13 09:47:23
חמניות,תחמושת,21,0.3,2023-10-11 14:14:48
עוגה,טיל נגד טנקים,56,0.28,2023-10-09 21:26:59
חמניות,תחמושת,69,0.59,2023-10-25 13:15:07
עוגה,רקטה,87,0.84,2023-10-22 06:34:51
בודד,רובה,37,0.37,2023-10-19 07:58:19
פטריה,קסאם,65,0.72,2023-10-28 04:55:06
כלב,מוחמד דף,73,0.63,2023-10-26 13:35:54
קודקוד,רימון,98,0.19,2023-10-14 02:01:54
חמניות,איסמעיל הנייה,51,0.14,2023-10-26 04:14:40
חמניות,אקדח,16,0.64,2023-10-22 19:39:45
צהובה,קסאם,19,0.74,2023-10-10 21:41:10
פטריה,ג׳יפ,34,0.49,2023-10-08 18:01:47
פיסטוק,קו דיוח 162,15,0.56,2023-10-20 12:55:08
מחצבה,אקדח,88,0.38,2023-10-21 01:23:56
פיסטוק,ג׳יפ,96,0.81,2023-10-17 16:13:15
קודקוד,תחמושת,82,0.23,2023-10-16 21:19:30
