Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
קודקוד,מוחמד דף,79,0.65,2023-10-29 09:25:45
בודד,ג׳בליה,51,0.45,2023-10-19 00:06:56
ציפור,עזה,37,0.66,2023-10-28 18:00:11
פטריה,ג׳יפ,58,0.31,2023-10-16 12:01:11
דובדבן,קו דיוח 897,39,0.79,2023-10-21 14:27:21
כלב,קו דיוח 897,16,0.74,2023-10-26 22:42:51
פטריה,עזה,41,0.16,2023-10-19 17:25:04
ציפור,רימונים,47,0.88,2023-10-07 19:01:14
מחצבה,רקטה,79,0.82,2023-10-13 21:12:49
שחור,חיילים,12,0.36,2023-10-23 19:52:56
דובדבן,אקדח,27,0.22,2023-10-13 15:05:44
צהובה,רפיח,78,0.88,2023-10-13 12:55:26
עץ,רימונים,83,0.47,2023-10-14 15:36:05
עוגה,איסמעיל הנייה,32,0.21,2023-10-11 20:55:37
מחצבה,רקטה,66,0.19,2023-10-12 14:57:16
שפן,קו דיוח 162,69,0.63,2023-10-27 01:30:43
שחור,אקדח,75,0.15,2023-10-08 08:20:45
עוגה,נשק,46,0.31,2023-10-20 22:30:41
ציפור,איסמעיל הנייה,92,0.29,2023-10-18 21:23:29
חמניות,רפיח,48,0.43,2023-10-26 00:45:11
פטריה,הגבול הדרומי,90,0.33,2023-10-22 15:07:19
קודקוד,אקדח,78,0.39,2023-10-13 00:43:49
כלב,הגבול הדרומי,100,0.53,2023-10-18 03:06:54
שפן,רימון,27,0.73,2023-10-25 11:37:46
דובדבן,איסמעיל הנייה,69,0.87,2023-10-15 06:42:12
כלב,בסיס צה״ל,47,0.49,2023-10-13 21:15:46
שחור,איסמעיל הנייה,19,0.57,2023-10-18 08:38:59
צהובה,חיילים,5,0.64,2023-10-11 15:02:50
שפן,רובה,76,0.49,2023-10-21 18:27:11
קודקוד,ג׳בליה,84,0.26,2023-10-12 06:55:55
כלב,תחמושת,81,0.58,2023-10-27 19:43:01
פטריה,קו דיוח 897,90,0.17,2023-10-14 03:30:43
שפן,ג׳יפ,30,0.5,2023-10-14 16:15:30
עוגה,ג׳בליה,79,0.56,2023-10-08 09:50:05
שחור,עזה,90,0.3,2023-10-17 01:57:15
מחצבה,נשק,56,0.16,2023-10-11 19:55:52
פיסטוק,מוחמד דף,40,0.73,2023-10-27 07:54:58
עוגה,חיילים,83,0.3,2023-10-19 22:57:26
קודקוד,טיל בליסטי,47,0.33,2023-10-22 11:52:35
פטריה,קו דיוח 897,1,0.45,2023-10-21 23:06:26
דובדבן,טיל נגד טנקים,38,0.47,2023-10-15 06:54:24
דובדבן,רימונים,53,0.26,2023-10-29 23:57:16
דובדבן,תחמושת,4,0.82,2023-10-08 12:25:01
תפוז,טיל בליסטי,79,0.54,2023-10-14 02:40:11
תפוז,בסיס צה״ל,10,0.88,2023-10-17 00:02:26
שחור,מוחמד דף,5,0.16,2023-10-13 01:23:24
קודקוד,הגבול הדרומי,77,0.12,2023-10-20 18:51:35
פיסטוק,נשק,42,0.89,2023-10-10 04:50:09
תפוז,הגבול הדרומי,19,0.47,2023-10-22 08:43:09
ציפור,תחמושת,98,0.13,2023-10-16 15:57:15
שפן,בסיס צה״ל,2,0.5,2023-10-28 21:00:33
בודד,מוחמד דף,99,0.48,2023-10-10 20:09:47
בודד,בסיס צה״ל,17,0.89,2023-10-23 14:09:45
דובדבן,טיל נגד טנקים,31,0.14,2023-10-27 18:54:47
מחצבה,קסאם,53,0.63,2023-10-08 07:08:25
שחור,רפיח,55,0.21,2023-10-25 21:14:26
דובדבן,הגבול הדרומי,67,0.28,2023-10-20 00:54:09
שחור,רקטה,18,0.32,2023-10-13 08:39:39
חמניות,איסמעיל הנייה,22,0.46,2023-10-28 07:26:15
עץ,מוחמד דף,59,0.59,2023-10-08 06:31:31
מחצבה,קו דיוח 453,13,0.14,2023-10-20 21:16:03
שפן,אקדח,20,0.54,2023-10-12 23:48:10
ציפור,חיילים,56,0.39,2023-10-24 06:22:25
חמניות,טיל נגד טנקים,7,0.42,2023-10-14 10:42:28
שפן,רקטה,3,0.74,2023-10-09 01:11:28
עוגה,ג׳יפ,16,0.23,2023-10-28 03:22:07
כלב,רפיח,76,0.51,2023-10-26 07:29:55
עוגה,טיל נגד מטוסים,59,0.67,2023-10-24 17:56:11
עץ,אקדח,25,0.7,2023-10-18 07:21:25
תפוז,טיל נגד טנקים,45,0.32,2023-10-08 09:21:00
עץ,אקדח,98,0.45,2023-10-26 05:32:14
מחצבה,רימון,90,0.25,2023-10-13 02:56:10
כלב,טיל נגד מטוסים,6,0.36,2023-10-27 01:06:41
בודד,קו דיוח 162,57,0.42,2023-10-17 11:36:43
חמניות,קו דיוח 897,6,0.86,2023-10-09 00:26:43
שחור,הגבול הדרומי,65,0.68,2023-10-17 19:59:43
מחצבה,רפיח,11,0.72,2023-10-19 06:47:40
בודד,איסמעיל הנייה,4,0.61,2023-10-09 10:33:18
פיסטוק,נשק,22,0.63,2023-10-08 11:00:06
בודד,עזה,93,0.56,2023-10-08 02:52:27
פטריה,אקדח,54,0.27,2023-10-18 01:42:16
דובדבן,הגבול הדרומי,25,0.1,2023-10-26 05:51:47
ציפור,חיילים,12,0.29,2023-10-19 16:44:17
עוגה,טיל נגד מטוסים,9,0.64,2023-10-16 03:32:19
דובדבן,תחמושת,32,0.54,2023-10-27 02:23:39
צהובה,נשק,59,0.16,2023-10-28 10:16:54
עוגה,רובה,10,0.57,2023-10-08 18:07:10
מחצבה,חיילים,62,0.32,2023-10-23 03:03:01
תפוז,רימון,25,0.56,2023-10-07 21:23:15
תפוז,תחמושת,97,0.73,2023-10-24 21:51:42
פטריה,הגבול הדרומי,1,0.11,2023-10-25 03:01:32
שחור,אקדח,75,0.62,2023-10-25 17:53:21
שפן,רימונים,68,0.81,2023-10-12 08:50:41
פטריה,טיל נגד מטוסים,91,0.16,2023-10-28 20:41:24
חמניות,איסמעיל הנייה,70,0.7,2023-10-26 05:58:17
ציפור,נשק,97,0.46,2023-10-13 09:36:00
עץ,חיילים,88,0.17,2023-10-25 00:16:30
עוגה,טיל נגד טנקים,42,0.2,2023-10-25 00:29:58
דובדבן,אקדח,97,0.15,2023-10-21 20:19:45
חמניות,תחמושת,43,0.36,2023-10-23 01:14:28
