Actual Word,Potential Meaning,Frequency,Context Score,Timestamp
שפן,טיל נגד טנקים,44,0.66,2023-10-17 15:40:34
עוגה,קו דיוח 897,77,0.8,2023-10-09 11:11:39
שפן,הגבול הדרומי,100,0.47,2023-10-09 07:40:43
מחצבה,תחמושת,24,0.56,2023-10-16 11:14:19
פטריה,קו דיוח 453,36,0.21,2023-10-27 06:15:50
קודקוד,קסאם,87,0.75,2023-10-29 01:12:54
צהובה,קו דיוח 162,96,0.29,2023-10-07 11:16:34
ציפור,אקדח,12,0.63,2023-10-12 17:11:17
דובדבן,ג׳יפ,88,0.29,2023-10-11 05:06:31
עץ,קסאם,5,0.38,2023-10-14 13:34:12
שפן,טיל נגד מטוסים,90,0.19,2023-10-13 22:56:21
קודקוד,קסאם,78,0.41,2023-10-22 08:18:47
שחור,רימון,65,0.22,2023-10-20 09:13:52
עץ,חיילים,55,0.25,2023-10-24 09:14:33
פטריה,ג׳בליה,54,0.2,2023-10-28 17:30:22
חמניות,חיילים,40,0.78,2023-10-24 11:02:50
עץ,רימון,71,0.21,2023-10-19 09:44:45
כלב,מוחמד דף,67,0.85,2023-10-15 23:31:52
בודד,בסיס צה״ל,27,0.11,2023-10-17 16:26:47
עץ,איסמעיל הנייה,82,0.2,2023-10-25 20:36:24
מחצבה,מוחמד דף,83,0.5,2023-10-19 05:54:59
עץ,קסאם,100,0.61,2023-10-29 18:51:25
כלב,קו דיוח 897,68,0.12,2023-10-26 22:54:50
עץ,ג׳יפ,18,0.12,2023-10-28 10:42:17
ציפור,רובה,98,0.76,2023-10-14 01:29:15
דובדבן,ג׳יפ,48,0.52,2023-10-11 09:51:58
עץ,טיל בליסטי,24,0.68,2023-10-18 16:02:19
שחור,חיילים,8,0.31,2023-10-10 15:16:44
פיסטוק,רובה,2,0.7,2023-10-25 00:13:32
מחצבה,טיל נגד מטוסים,33,0.35,2023-10-14 19:31:34
פיסטוק,חיילים,11,0.89,2023-10-17 12:22:29
חמניות,הגבול הדרומי,30,0.46,2023-10-15 10:02:17
קודקוד,נשק,71,0.18,2023-10-25 12:35:42
עץ,קו דיוח 162,77,0.84,2023-10-14 14:19:30
חמניות,חיילים,92,0.67,2023-10-22 07:49:06
עוגה,קו דיוח 453,48,0.49,2023-10-13 14:43:46
תפוז,טיל נגד מטוסים,64,0.21,2023-10-20 18:44:57
מחצבה,הגבול הדרומי,43,0.63,2023-10-20 17:36:24
תפוז,טיל בליסטי,70,0.77,2023-10-15 09:59:02
חמניות,רובה,35,0.28,2023-10-18 21:14:38
מחצבה,קו דיוח 453,58,0.57,2023-10-17 12:42:14
שחור,תחמושת,18,0.73,2023-10-12 17:41:57
חמניות,ג׳בליה,95,0.39,2023-10-07 15:04:28
צהובה,רימון,28,0.87,2023-10-21 09:08:53
שפן,עזה,19,0.22,2023-10-28 16:33:49
תפוז,בסיס צה״ל,100,0.33,2023-10-11 03:02:28
דובדבן,אקדח,66,0.42,2023-10-22 16:15:08
שחור,טיל נגד מטוסים,5,0.75,2023-10-10 09:55:02
עץ,בסיס צה״ל,77,0.87,2023-10-26 08:50:08
חמניות,טיל נגד מטוסים,66,0.61,2023-10-07 18:25:07
עץ,קו דיוח 453,22,0.35,2023-10-07 16:32:57
עוגה,טיל נגד טנקים,28,0.63,2023-10-08 14:27:03
שפן,הגבול הדרומי,42,0.71,2023-10-18 16:58:24
מחצבה,אקדח,61,0.74,2023-10-07 02:40:17
שחור,רקטה,41,0.76,2023-10-09 03:02:38
שפן,עזה,23,0.85,2023-10-19 00:54:42
תפוז,נשק,97,0.32,2023-10-07 07:20:08
פטריה,נשק,43,0.33,2023-10-23 04:22:17
פיסטוק,רימון,82,0.69,2023-10-10 06:57:47
עוגה,בסיס צה״ל,24,0.74,2023-10-08 06:37:51
ציפור,חיילים,53,0.76,2023-10-20 08:44:10
